ens_gene_id,logFC,logCPM,F,PValue,FDR
ENSG00000186523,-0.133694046652869,2.8668325253733,0.164555370841072,0.690213182035449,0.769513856223124
ENSG00000116774,0.146255338091831,3.54535842648152,0.164464080832063,0.690294269399323,0.769549917051018
ENSG00000106571,0.236588678751151,0.48562429303427,0.164157774064428,0.690566536065474,0.769799087156796
ENSG00000196946,-0.275330004936945,-2.41479952100977,0.16381308430364,0.690873276551157,0.770045407589274
ENSG00000164751,-0.131136096248948,4.81654902428862,0.163799860660306,0.690885051843303,0.770045407589274
ENSG00000142677,0.289056497786553,-1.85319390290249,0.163182442419821,0.691435467210654,0.770568640741328
ENSG00000089063,0.136716583719787,6.10775399588718,0.16316379348186,0.691452111311274,0.770568640741328
ENSG00000083099,0.134532506405057,5.89085821586925,0.163106106137483,0.691503604084359,0.770571633348663
ENSG00000035862,0.120641871978733,5.98963702556616,0.162899212626978,0.691688368765968,0.770723125561232
ENSG00000147596,-0.343486872582812,-2.21734582909741,0.162237356873006,0.692280358487888,0.771328320381565
ENSG00000267179,0.359310416018727,-2.32108532313873,0.161948344131519,0.69253930616467,0.771562385556969
ENSG00000168481,0.302550625427732,-1.85643045537518,0.16143184233696,0.693002752077356,0.772024234391568
ENSG00000198812,-0.287626260357511,-2.1165629124548,0.161180574930811,0.693228522466621,0.772210628000741
ENSG00000091844,-0.207687920390591,1.21255874341781,0.161136785343136,0.69326788961759,0.772210628000741
ENSG00000132010,-0.1743382690124,1.27434667790494,0.16083634372192,0.693538157582429,0.772457173327082
ENSG00000100567,-0.131685052655972,5.37563306121362,0.160764450310294,0.693602874412862,0.772474758833964
ENSG00000196470,0.133818876017138,4.4374031187094,0.160559408959575,0.693787540979498,0.772625922055746
ENSG00000102316,0.125155660971141,7.27789293439062,0.16049045031196,0.693849678229523,0.772640620672007
ENSG00000104388,-0.12720583842119,6.42192677104097,0.160130613722055,0.69417417308073,0.772947446547611
ENSG00000157429,0.155925728699243,2.4202440855012,0.159974075511381,0.694315469674261,0.773016889479904
ENSG00000198908,0.149939535119715,2.00676011051675,0.15995303964725,0.694334463498513,0.773016889479904
ENSG00000152669,0.219333896938881,-0.310763079419489,0.15958313897649,0.694668694978934,0.773334463145354
ENSG00000137414,-0.142152009475502,5.21039318857005,0.159458956815074,0.69478100377003,0.77339530240195
ENSG00000102898,0.128134904154075,6.99416035467089,0.159414394250317,0.694821318043404,0.77339530240195
ENSG00000187118,-0.132460349223901,3.82014811605475,0.159122785216574,0.695085289563003,0.773634582419506
ENSG00000123685,-0.251879063469655,-1.69474873411648,0.1589891512089,0.695206352620097,0.773714781838862
ENSG00000134489,0.290918307832207,-1.96085402355553,0.158914038738722,0.695274425328483,0.773735999653633
ENSG00000072756,-0.133148582645043,4.32001882133534,0.157990024615913,0.696113378287061,0.77461502793883
ENSG00000186710,0.192985634029033,0.972413619590717,0.157883090408192,0.696210653079786,0.774668672268917
