clone_id,I,K,L,M,N,Q,R,S,A,C,D,G,H,J,P,T,kflux,m_param
Inguinal_X4_X0011_2364,0.0111731843575419,0.449720670391061,0.46927374301676,0.0195530726256983,0.0111731843575419,0.00279329608938548,0.00558659217877095,0.00837988826815642,0.00279329608938548,0.00279329608938548,0.00279329608938548,0.00279329608938548,0.00279329608938548,0.00279329608938548,0.00279329608938548,0.00279329608938548,3.2455078125,2
Primary_X4_X0011_2364,0.113207547169811,0.00943396226415094,0.00157232704402516,0.0377358490566038,0.0283018867924528,0.00157232704402516,0.050314465408805,0.0345911949685535,0.00471698113207547,0.622641509433962,0.0141509433962264,0.0566037735849057,0.00943396226415094,0.00471698113207547,0.00786163522012579,0.00314465408805031,NaN,2
