,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,g_ID,Gene.name
2540,2.64E+01,8.0943862,2.5022661,3.234822,1.22E-03,8.69E-03,ENSG00000172399,MYOZ2
2161,1.71E+01,8.0605522,2.5244893,3.192944,1.41E-03,9.67E-03,ENSG00000163554,SPTA1
3459,6.45E+03,8.0449308,0.3927248,20.484905,2.94E-93,5.33E-90,ENSG00000234769,WASH4P
1128,2.71E+01,7.9839343,2.3355821,3.418392,6.30E-04,5.13E-03,ENSG00000125144,MT1G
3503,6.84E+01,7.9327893,1.5917751,4.983612,6.24E-07,1.43E-05,ENSG00000244752,CRYBB2
2170,1.20E+01,7.9030053,2.8844289,2.739886,6.15E-03,3.07E-02,ENSG00000163751,CPA3
2642,2.31E+02,7.8688838,0.8257903,9.528913,1.59E-21,2.86E-19,ENSG00000175806,MSRA
3568,2.34E+01,7.8319321,2.1004022,3.728777,1.92E-04,1.95E-03,ENSG00000261739,GOLGA8S
1684,1.68E+01,7.7417286,2.6505868,2.92076,3.49E-03,1.98E-02,ENSG00000143627,PKLR
1914,1.93E+02,7.7117177,1.0341253,7.457237,8.84E-14,6.88E-12,ENSG00000152942,RAD17
1989,4.73E+01,7.6098002,1.6667608,4.565622,4.98E-06,8.86E-05,ENSG00000156920,ADGRG4
502,2.22E+01,7.5879787,2.806735,2.703489,6.86E-03,3.35E-02,ENSG00000100628,ASB2
1053,1.50E+01,7.4693613,2.4842577,3.006677,2.64E-03,1.59E-02,ENSG00000122180,MYOG
3299,1.65E+01,7.450501,2.4797232,3.00457,2.66E-03,1.59E-02,ENSG00000204632,HLA-G
1015,2.90E+01,7.3523247,1.9266184,3.816181,1.36E-04,1.47E-03,ENSG00000120088,CRHR1
3280,4.15E+01,7.3299102,1.9478629,3.763052,1.68E-04,1.75E-03,ENSG00000204516,MICB
3559,1.58E+02,7.249592,1.0113682,7.168103,7.60E-13,5.20E-11,ENSG00000258873,DUXA
633,1.01E+03,7.2336548,2.7542203,2.626389,8.63E-03,3.98E-02,ENSG00000104879,CKM
2089,6.76E+02,7.1718156,1.4212863,5.046004,4.51E-07,1.08E-05,ENSG00000161021,MAML1
3249,2.00E+03,7.1626859,1.4578711,4.913113,8.96E-07,2.00E-05,ENSG00000204262,COL5A2
1284,2.35E+01,7.1567723,2.221098,3.222178,1.27E-03,8.95E-03,ENSG00000130950,NUTM2F
2328,1.35E+01,7.0605544,2.5317404,2.788815,5.29E-03,2.73E-02,ENSG00000166947,EPB42
2985,9.84E+00,6.9839392,2.0934104,3.336154,8.49E-04,6.52E-03,ENSG00000187033,SAMD7
2251,1.46E+01,6.9839327,2.6745421,2.611263,9.02E-03,4.11E-02,ENSG00000165462,PHOX2A
3155,1.27E+01,6.9574603,2.6399117,2.63549,8.40E-03,3.90E-02,ENSG00000197953,AADACL2
2744,1.73E+01,6.930498,2.1158955,3.275444,1.05E-03,7.74E-03,ENSG00000179242,CDH4
2624,2.29E+03,6.9129121,2.4593432,2.810877,4.94E-03,2.59E-02,ENSG00000175084,DES
2153,6.19E+01,6.9020859,1.2132388,5.688976,1.28E-08,4.48E-07,ENSG00000163331,DAPL1
2278,7.91E+01,6.8993872,2.2669834,3.043422,2.34E-03,1.45E-02,ENSG00000165887,ANKRD2
