baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ensembl_gene_id,DE_comparison,gene_symbol,chr
0.82,-3.27,4.05,-0.81,0.41927,,ENSG00000278889,Bmet_Apri,OR2S2,9
0.36,-2.34,4.08,-0.57,0.5661,,ENSG00000279051,Bmet_Apri,OR6Q1,11
3.75,-5.44,2.47,-2.2,0.02791,0.07558,ENSG00000279486,Bmet_Apri,OR2AG1,11
3.89,-4.04,2.29,-1.76,0.07786,0.16707,ENSG00000279686,Bmet_Apri,"",5
3.6,-5.4,2.48,-2.18,0.02929,0.07846,ENSG00000279956,Bmet_Apri,"",2
0.23,1.98,3.91,0.51,0.61203,,ENSG00000280148,Bmet_Apri,"",6
1.91,2.19,1.54,1.42,0.15626,0.28205,ENSG00000280165,Bmet_Apri,PCDH20,13
62.39,-1.85,0.55,-3.35,0.00082,0.00437,ENSG00000280537,Bmet_Apri,"",2
7.18,-6.4,2.63,-2.43,0.01492,0.04589,ENSG00000280571,Bmet_Apri,"",3
986.54,1.36,0.45,3,0.00268,0.01155,ENSG00000280893,Bmet_Apri,"",16
3570.56,-1.73,0.35,-4.89,0,2e-05,ENSG00000280987,Bmet_Apri,MATR3,5
145.65,-4.27,1.6,-2.66,0.00773,0.02699,ENSG00000281028,Bmet_Apri,,
24.1,-3.47,1.08,-3.22,0.00128,0.00629,ENSG00000281348,Bmet_Apri,"",16
3.26,-5.24,2.11,-2.48,0.01296,0.04091,ENSG00000281369,Bmet_Apri,"",4
43.86,-5.53,1.91,-2.89,0.00386,0.01545,ENSG00000281593,Bmet_Apri,"",7
0.16,1.43,3.95,0.36,0.71667,,ENSG00000281938,Bmet_Apri,"",5
1.5,1.11,2.08,0.53,0.5948,0.71892,ENSG00000282608,Bmet_Apri,ADORA3,1
176.02,1.21,0.51,2.37,0.01802,0.05327,ENSG00000282826,Bmet_Apri,FRG1CP,20
294.61,1.57,0.67,2.34,0.01953,0.05662,ENSG00000283154,Bmet_Apri,IQCJ-SCHIP1,3
0.8,2.03,2.61,0.78,0.43627,,ENSG00000283390,Bmet_Apri,"",3
5.38,-5.97,4,-1.49,,,ENSG00000283496,Bmet_Apri,ZNF511-PRAP1,10
81.87,1.13,0.73,1.54,0.12381,0.23776,ENSG00000283632,Bmet_Apri,EXOC3L2,19
4.98,-1.67,3.12,-0.54,0.59134,0.71576,ENSG00000284041,Bmet_Apri,,
19.87,1.99,1.39,1.44,0.15118,0.27528,ENSG00000284194,Bmet_Apri,SCO2,22
5.85,-6.09,2.41,-2.53,0.01141,0.03692,ENSG00000284308,Bmet_Apri,C2orf81,2
533.44,-2.39,0.77,-3.12,0.00179,0.00828,ENSG00000284461,Bmet_Apri,"",7
107.57,-4.75,1.28,-3.71,2e-04,0.00139,ENSG00000284505,Bmet_Apri,LYNX1-SLURP2,8
1.45,-4.11,4.02,-1.02,0.30686,0.4599,ENSG00000284554,Bmet_Apri,"",22
0.56,1.02,2.97,0.34,0.7308,,ENSG00000284662,Bmet_Apri,OR4F16,1
0.16,-1.52,4.08,-0.37,0.70994,,ENSG00000284701,Bmet_Apri,TMEM247,2
1.77,-1.19,2.39,-0.5,0.61733,0.73757,ENSG00000284723,Bmet_Apri,OR8S1,12
0.56,1.02,2.97,0.34,0.7308,,ENSG00000284733,Bmet_Apri,OR4F29,1
28.48,-2.88,0.84,-3.43,0.00059,0.00336,ENSG00000284741,Bmet_Apri,,
1.13,1.97,2.01,0.98,0.32721,,ENSG00000000005,Cmet_Apri,TNMD,X
21.35,-1.2,0.59,-2.02,0.04288,0.17203,ENSG00000000938,Cmet_Apri,FGR,1
18.9,-1.17,0.56,-2.1,0.03607,0.1526,ENSG00000002746,Cmet_Apri,HECW1,7
16.8,1.53,0.48,3.19,0.0014,0.01309,ENSG00000003096,Cmet_Apri,KLHL13,X
17,-2.24,0.39,-5.77,0,0,ENSG00000004776,Cmet_Apri,HSPB6,19
7.38,-1.29,1.38,-0.94,0.34838,0.62312,ENSG00000004848,Cmet_Apri,ARX,X
1252.57,1.02,0.15,6.65,0,0,ENSG00000005059,Cmet_Apri,MCUB,4
145.36,2.33,0.3,7.8,0,0,ENSG00000005073,Cmet_Apri,HOXA11,7
62.01,1.26,0.3,4.18,3e-05,0.00052,ENSG00000005243,Cmet_Apri,COPZ2,17
1.39,-3.55,1.7,-2.09,0.03636,,ENSG00000005381,Cmet_Apri,MPO,17
39.46,-1.02,0.49,-2.06,0.03915,0.16144,ENSG00000005981,Cmet_Apri,ASB4,7
0.38,1.62,3.1,0.52,0.60165,,ENSG00000006071,Cmet_Apri,ABCC8,11
16.52,1.3,0.52,2.49,0.0129,0.07346,ENSG00000006377,Cmet_Apri,DLX6,7
1.51,-3.05,1.39,-2.19,0.02873,,ENSG00000006606,Cmet_Apri,CCL26,7
141,8.18,1.48,5.53,0,0,ENSG00000006788,Cmet_Apri,MYH13,17
0.81,-1.03,1.77,-0.58,0.56019,,ENSG00000007038,Cmet_Apri,PRSS21,16
4.18,-4.83,1.05,-4.61,0,9e-05,ENSG00000007129,Cmet_Apri,CEACAM21,19
166.11,-1.75,0.36,-4.8,0,4e-05,ENSG00000007216,Cmet_Apri,SLC13A2,17
3.87,-3.49,1.34,-2.62,0.0089,0.05583,ENSG00000007306,Cmet_Apri,CEACAM7,19
0.85,-3.23,2.19,-1.47,0.14023,,ENSG00000007312,Cmet_Apri,CD79B,17
11.09,2.69,1.07,2.5,0.01233,0.07117,ENSG00000007314,Cmet_Apri,SCN4A,17
2.38,1.91,1.12,1.71,0.0878,,ENSG00000007350,Cmet_Apri,TKTL1,X
1.08,1.16,1.83,0.63,0.52843,,ENSG00000007908,Cmet_Apri,SELE,1
0.39,-1.66,2.68,-0.62,0.53688,,ENSG00000008118,Cmet_Apri,CAMK1G,1
419.61,2.27,0.29,7.89,0,0,ENSG00000008196,Cmet_Apri,TFAP2B,6
0.82,1.9,1.81,1.05,0.29388,,ENSG00000008197,Cmet_Apri,TFAP2D,6
2.07,-1.71,0.93,-1.84,0.06583,,ENSG00000008438,Cmet_Apri,PGLYRP1,19
159.57,1.43,0.62,2.32,0.02047,0.10234,ENSG00000008735,Cmet_Apri,MAPK8IP2,22
321.52,4.2,0.43,9.66,0,0,ENSG00000009709,Cmet_Apri,PAX7,1
2.2,2.41,1.6,1.5,0.13376,,ENSG00000010282,Cmet_Apri,HHATL,3
21.94,-1.14,0.39,-2.89,0.00386,0.0295,ENSG00000010310,Cmet_Apri,GIPR,19
0.4,-1.35,3.1,-0.44,0.66235,,ENSG00000010379,Cmet_Apri,SLC6A13,12
301.61,1.45,0.45,3.2,0.00136,0.01278,ENSG00000011052,Cmet_Apri,NME1-NME2,17
7.2,-2.27,0.56,-4.05,5e-05,0.00083,ENSG00000011201,Cmet_Apri,ANOS1,X
2238.62,-1.5,0.31,-4.76,0,5e-05,ENSG00000012223,Cmet_Apri,LTF,3
3.28,-5.18,1.72,-3.01,0.00262,0.02174,ENSG00000012504,Cmet_Apri,NR1H4,12
873.28,-1.17,0.41,-2.87,0.00415,0.03111,ENSG00000012779,Cmet_Apri,ALOX5,10
388.81,-1.27,0.37,-3.46,0.00054,0.00611,ENSG00000015568,Cmet_Apri,RGPD5,2
4.08,-2.14,1.19,-1.8,0.07262,0.24168,ENSG00000015592,Cmet_Apri,STMN4,8
58.49,1.83,0.35,5.22,0,1e-05,ENSG00000018236,Cmet_Apri,CNTN1,12
83.94,2.89,0.98,2.96,0.00307,0.02467,ENSG00000018625,Cmet_Apri,ATP1A2,1
1.13,-1.62,1.26,-1.28,0.20055,,ENSG00000019102,Cmet_Apri,VSIG2,11
0.47,-2.38,3.07,-0.78,0.43809,,ENSG00000019186,Cmet_Apri,CYP24A1,20
3136.52,-1.92,0.27,-7.09,0,0,ENSG00000019582,Cmet_Apri,CD74,5
231.51,1.96,0.98,2.01,0.04431,0.17593,ENSG00000022267,Cmet_Apri,FHL1,X
2.75,1.46,1.29,1.13,0.25761,0.52653,ENSG00000022355,Cmet_Apri,GABRA1,5
267.92,1.52,0.3,5.08,0,1e-05,ENSG00000024422,Cmet_Apri,EHD2,19
716.71,1.05,0.14,7.7,0,0,ENSG00000026559,Cmet_Apri,KCNG1,20
21.28,1.74,0.76,2.3,0.02157,0.10615,ENSG00000029534,Cmet_Apri,ANK1,8
15.88,-1.66,0.92,-1.81,0.07005,0.23594,ENSG00000036448,Cmet_Apri,MYOM2,8
145.67,-1.26,0.61,-2.09,0.03688,0.15492,ENSG00000036530,Cmet_Apri,CYP46A1,14
8.02,1.13,0.75,1.49,0.13526,0.35998,ENSG00000038295,Cmet_Apri,TLL1,4
1.89,-1.1,2.04,-0.54,0.59086,,ENSG00000039537,Cmet_Apri,C6,5
11.75,-1.28,0.47,-2.71,0.0067,0.04532,ENSG00000041515,Cmet_Apri,MYO16,13
8.72,-1.01,0.52,-1.93,0.05331,0.1986,ENSG00000042062,Cmet_Apri,RIPOR3,20
119.98,-2.12,0.26,-8.24,0,0,ENSG00000042980,Cmet_Apri,ADAM28,8
4.42,1.43,0.73,1.98,0.04815,0.18646,ENSG00000043355,Cmet_Apri,ZIC2,13
0.87,-1.78,1.55,-1.15,0.25067,,ENSG00000047617,Cmet_Apri,ANO2,12
92.93,-1.77,0.4,-4.43,1e-05,2e-04,ENSG00000047634,Cmet_Apri,SCML1,X
0.88,-1.88,1.74,-1.08,0.28086,,ENSG00000047936,Cmet_Apri,ROS1,6
118.56,-1.13,0.19,-5.82,0,0,ENSG00000048052,Cmet_Apri,HDAC9,7
6.4,-2.03,1,-2.02,0.0434,0.17322,ENSG00000048462,Cmet_Apri,TNFRSF17,16
460,-1.31,0.43,-3.04,0.00237,0.02002,ENSG00000048740,Cmet_Apri,CELF2,10
30.9,-1.38,0.38,-3.6,0.00032,0.00395,ENSG00000049089,Cmet_Apri,COL9A2,1
24.3,-1.56,0.78,-1.99,0.04684,0.18317,ENSG00000050165,Cmet_Apri,DKK3,11
643.64,-1.47,0.29,-5.06,0,1e-05,ENSG00000050555,Cmet_Apri,LAMC3,9
1.22,-1.49,2.74,-0.54,0.58701,,ENSG00000052850,Cmet_Apri,ALX4,11
2627.11,1.16,0.16,7.42,0,0,ENSG00000054277,Cmet_Apri,OPN3,1
2.31,3.04,1.29,2.35,0.01863,,ENSG00000055813,Cmet_Apri,CCDC85A,2
2.03,-1.01,1.24,-0.82,0.4138,,ENSG00000055957,Cmet_Apri,ITIH1,3
1.83,1.42,1.48,0.96,0.33696,,ENSG00000056487,Cmet_Apri,PHF21B,22
126.37,1.01,0.21,4.75,0,5e-05,ENSG00000058091,Cmet_Apri,CDK14,7
24.48,-1.34,0.35,-3.85,0.00012,0.00169,ENSG00000058335,Cmet_Apri,RASGRF1,15
66.38,-1.13,0.23,-4.83,0,4e-05,ENSG00000059804,Cmet_Apri,SLC2A3,12
5.02,-1.35,1.07,-1.25,0.20987,0.47224,ENSG00000063015,Cmet_Apri,SEZ6,17
153.61,-1.37,0.22,-6.08,0,0,ENSG00000063127,Cmet_Apri,SLC6A16,19
7.38,1.01,0.64,1.57,0.11718,0.32902,ENSG00000064300,Cmet_Apri,NGFR,17
0.31,-1.86,3.1,-0.6,0.54804,,ENSG00000065325,Cmet_Apri,GLP2R,17
1653.09,1.18,0.15,7.87,0,0,ENSG00000065328,Cmet_Apri,MCM10,10
13.69,-1,0.44,-2.28,0.02285,0.11032,ENSG00000065609,Cmet_Apri,SNAP91,6
4.83,-1.01,0.95,-1.06,0.29126,0.56415,ENSG00000066032,Cmet_Apri,CTNNA2,2
39.69,1.13,0.91,1.24,0.2135,0.47672,ENSG00000066056,Cmet_Apri,TIE1,1
191.04,-3,0.33,-9.12,0,0,ENSG00000067606,Cmet_Apri,PRKCZ,1
3.37,1.4,1.22,1.14,0.2527,0.52031,ENSG00000067646,Cmet_Apri,ZFY,Y
290.78,2.33,0.64,3.62,0.00029,0.00361,ENSG00000068976,Cmet_Apri,PYGM,11
176.15,1.28,0.2,6.31,0,0,ENSG00000069702,Cmet_Apri,TGFBR3,1
14.21,-1.09,0.65,-1.69,0.09186,0.28276,ENSG00000069764,Cmet_Apri,PLA2G10,16
856.9,-1.2,0.98,-1.23,0.21856,0.48179,ENSG00000070047,Cmet_Apri,PHRF1,11
66.06,-1.33,0.72,-1.85,0.06387,0.22294,ENSG00000070182,Cmet_Apri,SPTB,14
2036.28,1.07,0.13,8.31,0,0,ENSG00000070669,Cmet_Apri,ASNS,7
12.4,1.21,0.68,1.78,0.07508,0.24697,ENSG00000070886,Cmet_Apri,EPHA8,1
0.37,-2.05,3.09,-0.67,0.5057,,ENSG00000072315,Cmet_Apri,TRPC5,X
4.49,-1.14,0.74,-1.54,0.12278,0.33873,ENSG00000073146,Cmet_Apri,MOV10L1,22
10.41,1.55,0.45,3.42,0.00062,0.0068,ENSG00000073282,Cmet_Apri,TP63,3
7.14,-1.34,0.58,-2.31,0.02064,0.10301,ENSG00000073598,Cmet_Apri,FNDC8,17
3.47,-2.02,1.25,-1.61,0.10681,0.31155,ENSG00000073754,Cmet_Apri,CD5L,1
21.32,-1.2,0.6,-2,0.0451,0.1781,ENSG00000073756,Cmet_Apri,PTGS2,1
504,1.61,0.27,5.89,0,0,ENSG00000074211,Cmet_Apri,PPP2R2C,4
0.19,-1.11,3.12,-0.36,0.7215,,ENSG00000074317,Cmet_Apri,SNCB,5
2746.28,-1.27,0.2,-6.44,0,0,ENSG00000074370,Cmet_Apri,ATP2A3,17
0.52,1.26,3.1,0.41,0.68309,,ENSG00000075043,Cmet_Apri,KCNQ2,20
15.11,-2.04,0.52,-3.96,7e-05,0.00114,ENSG00000075213,Cmet_Apri,SEMA3A,7
2521.23,1.18,0.2,5.97,0,0,ENSG00000075223,Cmet_Apri,SEMA3C,7
15.5,1.72,0.53,3.24,0.0012,0.01166,ENSG00000075673,Cmet_Apri,ATP12A,13
127.6,-1.53,0.47,-3.27,0.00108,0.01073,ENSG00000075790,Cmet_Apri,BCAP29,7
139.37,1.68,0.25,6.76,0,0,ENSG00000076641,Cmet_Apri,PAG1,8
0.58,2.12,3.03,0.7,0.48467,,ENSG00000077009,Cmet_Apri,NMRK2,19
525.64,-3.32,0.31,-10.66,0,0,ENSG00000077274,Cmet_Apri,CAPN6,X
99.3,2.77,0.73,3.79,0.00015,0.00212,ENSG00000077522,Cmet_Apri,ACTN2,1
997.9,1.56,0.21,7.27,0,0,ENSG00000077782,Cmet_Apri,FGFR1,8
7.76,-1.85,0.66,-2.82,0.00476,0.03469,ENSG00000077800,Cmet_Apri,FKBP6,7
328.55,1.28,0.19,6.9,0,0,ENSG00000077935,Cmet_Apri,SMC1B,22
2.75,1.57,1.44,1.09,0.27356,0.54397,ENSG00000078053,Cmet_Apri,AMPH,7
180.88,1.02,0.18,5.58,0,0,ENSG00000078081,Cmet_Apri,LAMP3,3
24.62,1.31,0.76,1.72,0.08604,0.27086,ENSG00000078328,Cmet_Apri,RBFOX1,16
13.36,1.4,0.74,1.9,0.05784,0.20888,ENSG00000078399,Cmet_Apri,HOXA9,7
9.84,-1.67,0.55,-3.06,0.00223,0.01914,ENSG00000078900,Cmet_Apri,TP73,1
557.53,1.98,0.3,6.65,0,0,ENSG00000079215,Cmet_Apri,SLC1A3,5
518.82,-1.06,0.16,-6.64,0,0,ENSG00000079257,Cmet_Apri,LXN,3
1.15,-1.51,1.41,-1.08,0.28205,,ENSG00000079393,Cmet_Apri,DUSP13,10
0.65,-1.17,2.09,-0.56,0.57553,,ENSG00000079689,Cmet_Apri,SCGN,6
2.71,-1.65,1.01,-1.63,0.10218,,ENSG00000080007,Cmet_Apri,DDX43,6
0.98,-1.33,1.61,-0.83,0.40785,,ENSG00000080224,Cmet_Apri,EPHA6,3
3.13,-2.44,1.5,-1.63,0.10392,0.30632,ENSG00000080854,Cmet_Apri,IGSF9B,11
36.16,3.97,1.04,3.82,0.00013,0.00187,ENSG00000081248,Cmet_Apri,CACNA1S,1
17729.91,1.36,0.2,6.82,0,0,ENSG00000081277,Cmet_Apri,PKP1,1
93.56,1.3,0.5,2.61,0.00903,0.05636,ENSG00000081479,Cmet_Apri,LRP2,2
2.67,-1.3,0.99,-1.32,0.18688,,ENSG00000081800,Cmet_Apri,SLC13A1,7
1.08,-2.13,2.33,-0.92,0.35967,,ENSG00000082175,Cmet_Apri,PGR,11
39.75,-1.36,0.37,-3.64,0.00027,0.00344,ENSG00000082397,Cmet_Apri,EPB41L3,18
3511.89,1.24,0.14,8.56,0,0,ENSG00000083720,Cmet_Apri,OXCT1,5
35.84,-1.07,0.44,-2.44,0.01472,0.08079,ENSG00000084110,Cmet_Apri,HAL,12
8306.79,-1.69,0.31,-5.51,0,0,ENSG00000086548,Cmet_Apri,CEACAM6,19
1783.19,1.21,0.25,4.77,0,5e-05,ENSG00000086570,Cmet_Apri,FAT2,5
42.81,5.59,1.47,3.81,0.00014,0.00197,ENSG00000086967,Cmet_Apri,MYBPC2,19
304.72,-1,0.18,-5.67,0,0,ENSG00000087076,Cmet_Apri,HSD17B14,19
3.22,-2.54,0.94,-2.69,0.00713,0.04737,ENSG00000087128,Cmet_Apri,TMPRSS11E,4
1.93,-2.38,1.47,-1.62,0.1056,,ENSG00000087237,Cmet_Apri,CETP,16
3.11,3.5,1.83,1.91,0.056,0.20427,ENSG00000087250,Cmet_Apri,MT3,16
9.3,-3.16,0.95,-3.33,0.00085,0.00887,ENSG00000087494,Cmet_Apri,PTHLH,12
2.6,1.46,1.52,0.96,0.33675,,ENSG00000088827,Cmet_Apri,SIGLEC1,20
127.99,-1.24,0.61,-2.01,0.04432,0.17593,ENSG00000088882,Cmet_Apri,CPXM1,20
2.56,1.77,1.22,1.45,0.1466,,ENSG00000088992,Cmet_Apri,TESC,12
1028.32,-1.04,0.66,-1.58,0.11511,0.3262,ENSG00000089737,Cmet_Apri,DDX24,14
172.37,-1.89,0.37,-5.13,0,1e-05,ENSG00000090339,Cmet_Apri,ICAM1,19
2,-2.01,1.38,-1.46,0.14467,,ENSG00000090534,Cmet_Apri,THPO,3
1590.97,1.6,0.19,8.23,0,0,ENSG00000091136,Cmet_Apri,LAMB1,7
3.17,-2.57,2.15,-1.19,0.23259,0.49671,ENSG00000091137,Cmet_Apri,SLC26A4,7
0.81,1.34,1.8,0.74,0.45865,,ENSG00000091138,Cmet_Apri,SLC26A3,7
3076.94,-2.1,0.42,-5.03,0,1e-05,ENSG00000091513,Cmet_Apri,TF,3
0.4,1.46,3.1,0.47,0.63804,,ENSG00000091704,Cmet_Apri,CPA1,7
177.88,1.05,0.21,5,0,2e-05,ENSG00000091831,Cmet_Apri,ESR1,6
1.8,1.08,1.1,0.99,0.32426,,ENSG00000092051,Cmet_Apri,JPH4,14
96.84,9.5,2.13,4.46,1e-05,0.00017,ENSG00000092054,Cmet_Apri,MYH7,14
0.25,1.08,3.11,0.35,0.72862,,ENSG00000092067,Cmet_Apri,CEBPE,14
26.37,-1.43,0.31,-4.64,0,8e-05,ENSG00000092850,Cmet_Apri,TEKT2,1
654.07,1,0.15,6.7,0,0,ENSG00000092964,Cmet_Apri,DPYSL2,8
83.18,-1.19,0.3,-3.97,7e-05,0.00111,ENSG00000092969,Cmet_Apri,TGFB2,1
7.26,-1.02,0.96,-1.06,0.29141,0.56434,ENSG00000093072,Cmet_Apri,ADA2,22
2.08,-4.15,1.96,-2.12,0.03421,,ENSG00000094796,Cmet_Apri,KRT31,17
1267.94,-1.05,0.41,-2.56,0.01044,0.06274,ENSG00000094963,Cmet_Apri,FMO2,1
82.92,-2.11,0.29,-7.18,0,0,ENSG00000095303,Cmet_Apri,PTGS1,9
52.86,1.13,0.25,4.45,1e-05,0.00018,ENSG00000095752,Cmet_Apri,IL11,19
2.04,-1.51,1.08,-1.4,0.16253,,ENSG00000095932,Cmet_Apri,SMIM24,19
26.73,-3.91,0.61,-6.4,0,0,ENSG00000096006,Cmet_Apri,CRISP3,6
0.35,-1.24,3.11,-0.4,0.68965,,ENSG00000096088,Cmet_Apri,PGC,6
3.34,1.09,0.99,1.1,0.26924,0.54042,ENSG00000096395,Cmet_Apri,MLN,6
121.16,-1.96,0.29,-6.77,0,0,ENSG00000096996,Cmet_Apri,IL12RB1,19
275.8,-1.32,0.28,-4.71,0,6e-05,ENSG00000099866,Cmet_Apri,MADCAM1,19
1.47,-1.15,1.3,-0.88,0.37787,,ENSG00000099937,Cmet_Apri,SERPIND1,22
834.82,-1.11,1.12,-1,0.31969,0.59453,ENSG00000099956,Cmet_Apri,SMARCB1,22
0.3,-1.61,3.11,-0.52,0.60373,,ENSG00000099985,Cmet_Apri,OSM,22
63.48,-1.11,0.28,-3.99,7e-05,0.00105,ENSG00000100024,Cmet_Apri,UPB1,22
1.11,-1.66,2.82,-0.59,0.55636,,ENSG00000100101,Cmet_Apri,"",22
5.91,-1.14,0.81,-1.39,0.16336,0.40439,ENSG00000100121,Cmet_Apri,GGTLC2,22
59.17,-2.91,2.92,-1,0.31908,0.59417,ENSG00000100197,Cmet_Apri,CYP2D6,22
19.12,-1.26,0.52,-2.42,0.01571,0.08474,ENSG00000100312,Cmet_Apri,ACR,22
28.84,-1.26,0.67,-1.89,0.05875,0.21116,ENSG00000100344,Cmet_Apri,PNPLA3,22
34.82,-1.54,0.6,-2.55,0.01087,0.06475,ENSG00000100346,Cmet_Apri,CACNA1I,22
88.39,9.37,1.97,4.76,0,5e-05,ENSG00000100362,Cmet_Apri,PVALB,22
67.04,-1.76,1.42,-1.23,0.21801,0.48126,ENSG00000100365,Cmet_Apri,NCF4,22
7.64,1.07,0.6,1.79,0.07405,0.24476,ENSG00000100433,Cmet_Apri,KCNK10,14
0.33,-1.92,2.75,-0.7,0.48483,,ENSG00000100448,Cmet_Apri,CTSG,14
0.52,1.22,2.6,0.47,0.64028,,ENSG00000100593,Cmet_Apri,ISM2,14
492.41,1.15,0.24,4.78,0,4e-05,ENSG00000100626,Cmet_Apri,GALNT16,14
4.43,-1.08,0.67,-1.61,0.10702,0.31189,ENSG00000100665,Cmet_Apri,SERPINA4,14
332.26,-1.02,2.08,-0.49,0.62511,0.82652,ENSG00000100983,Cmet_Apri,GSS,20
2.4,1.64,1.08,1.52,0.12916,,ENSG00000101017,Cmet_Apri,CD40,20
7.84,1.6,0.52,3.06,0.00219,0.01888,ENSG00000101098,Cmet_Apri,RIMS4,20
1.95,1.12,1.12,1.01,0.31422,,ENSG00000101180,Cmet_Apri,HRH3,20
0.74,-1.8,1.75,-1.03,0.30229,,ENSG00000101197,Cmet_Apri,BIRC7,20
3.77,-1.36,0.85,-1.6,0.11004,0.31763,ENSG00000101198,Cmet_Apri,NKAIN4,20
11.67,-1.46,0.58,-2.54,0.011,0.06531,ENSG00000101282,Cmet_Apri,RSPO4,20
25.64,1.95,0.62,3.12,0.00179,0.01601,ENSG00000101306,Cmet_Apri,MYLK2,20
363.26,-1.67,2.03,-0.82,0.41152,0.68087,ENSG00000101347,Cmet_Apri,SAMHD1,20
348.41,-4.6,0.43,-10.71,0,0,ENSG00000101439,Cmet_Apri,CST3,20
0.89,-1.84,2.03,-0.91,0.36489,,ENSG00000101440,Cmet_Apri,ASIP,20
364.37,-2.56,0.24,-10.45,0,0,ENSG00000101443,Cmet_Apri,WFDC2,20
444.87,7.56,1.17,6.44,0,0,ENSG00000101470,Cmet_Apri,TNNC2,20
21.17,-1.09,0.88,-1.24,0.21576,0.47901,ENSG00000101892,Cmet_Apri,ATP1B4,X
2.71,-1.79,0.88,-2.05,0.04063,,ENSG00000101977,Cmet_Apri,MCF2,X
7.15,-1.13,0.56,-2.01,0.04463,0.17686,ENSG00000102010,Cmet_Apri,BMX,X
1.54,1.29,1.29,0.99,0.31983,,ENSG00000102021,Cmet_Apri,LUZP4,X
88.95,-1.12,0.3,-3.77,0.00016,0.00226,ENSG00000102032,Cmet_Apri,RENBP,X
0.24,1.04,3.11,0.33,0.73903,,ENSG00000102076,Cmet_Apri,OPN1LW,X
3.47,-1.3,0.96,-1.35,0.17588,0.42389,ENSG00000102104,Cmet_Apri,RS1,X
188.16,-3.98,0.52,-7.69,0,0,ENSG00000102109,Cmet_Apri,PCSK1N,X
8.29,-1.31,0.78,-1.68,0.0931,0.28564,ENSG00000102468,Cmet_Apri,HTR2A,13
0.44,-2.3,3.07,-0.75,0.45426,,ENSG00000102794,Cmet_Apri,ACOD1,13
1.16,-1.48,1.69,-0.87,0.38233,,ENSG00000103023,Cmet_Apri,PRSS54,16
966.57,-1.14,1.05,-1.09,0.27649,0.54704,ENSG00000103226,Cmet_Apri,NOMO3,16
0.73,-1.07,2.06,-0.52,0.60223,,ENSG00000103316,Cmet_Apri,CRYM,16
373.5,-1.69,0.89,-1.9,0.05732,0.20783,ENSG00000103319,Cmet_Apri,EEF2K,16
0.86,-1.83,1.54,-1.19,0.23474,,ENSG00000103375,Cmet_Apri,AQP8,16
6.55,-1.57,1.28,-1.23,0.2205,0.48426,ENSG00000103426,Cmet_Apri,CORO7-PAM16,16
176.42,-2.16,0.26,-8.35,0,0,ENSG00000103460,Cmet_Apri,TOX3,16
1253.21,-1.31,2.51,-0.52,0.60047,0.81089,ENSG00000103512,Cmet_Apri,NOMO1,16
33.57,-1.06,0.5,-2.13,0.03315,0.14381,ENSG00000104043,Cmet_Apri,ATP8B4,15
599.1,-1.28,0.19,-6.7,0,0,ENSG00000104055,Cmet_Apri,TGM5,15
5.01,-1.61,0.98,-1.64,0.1014,0.30195,ENSG00000104059,Cmet_Apri,ENTREP2,15
16.26,-1.96,1.24,-1.58,0.11393,0.32393,ENSG00000104313,Cmet_Apri,EYA1,8
70.76,-1.44,0.62,-2.3,0.02127,0.10539,ENSG00000104327,Cmet_Apri,CALB1,8
15458.03,-1.7,0.23,-7.29,0,0,ENSG00000104419,Cmet_Apri,NDRG1,8
0.3,-1.61,3.11,-0.52,0.60373,,ENSG00000104818,Cmet_Apri,CGB2,19
4.81,-1.18,0.84,-1.41,0.1589,0.39824,ENSG00000104833,Cmet_Apri,TUBB4A,19
390.68,6.27,1.13,5.57,0,0,ENSG00000104879,Cmet_Apri,CKM,19
122.78,-1.07,0.25,-4.29,2e-05,0.00034,ENSG00000104953,Cmet_Apri,TLE6,19
2.34,-2.05,2.21,-0.93,0.35295,,ENSG00000104972,Cmet_Apri,LILRB1,19
39.36,1.08,0.53,2.06,0.03966,0.16287,ENSG00000105048,Cmet_Apri,TNNT1,19
18.79,-1.53,0.46,-3.31,0.00095,0.00961,ENSG00000105131,Cmet_Apri,EPHX3,19
23.75,-1.39,0.43,-3.21,0.00133,0.01258,ENSG00000105141,Cmet_Apri,CASP14,19
592.87,-1.42,0.44,-3.22,0.00128,0.01218,ENSG00000105204,Cmet_Apri,DYRK1B,19
0.17,-1.11,3.12,-0.36,0.7215,,ENSG00000105251,Cmet_Apri,SHD,19
2.32,1.18,1.36,0.87,0.38637,,ENSG00000105255,Cmet_Apri,FSD1,19
25.96,-1.52,0.73,-2.09,0.03685,0.15492,ENSG00000105371,Cmet_Apri,ICAM4,19
15.67,-1.29,0.95,-1.36,0.17454,0.42169,ENSG00000105409,Cmet_Apri,ATP1A3,19
3.18,2.34,1.02,2.3,0.02159,0.10621,ENSG00000105550,Cmet_Apri,FGF21,19
9.26,-1.26,0.56,-2.24,0.02541,0.11903,ENSG00000105668,Cmet_Apri,UPK1A,19
6.99,2.72,1.06,2.57,0.01018,0.06164,ENSG00000105675,Cmet_Apri,ATP4A,19
0.38,-2.06,3.09,-0.67,0.50375,,ENSG00000105825,Cmet_Apri,TFPI2,7
8.26,1.33,0.97,1.38,0.16759,0.41046,ENSG00000106006,Cmet_Apri,HOXA6,7
5.56,-1.78,0.71,-2.52,0.01184,0.06915,ENSG00000106018,Cmet_Apri,VIPR2,7
