baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ensembl_gene_id,DE_comparison,gene_symbol,chr
0.7,-1.42,3.94,-0.36,0.71782,,ENSG00000170820,Bmet_Apri,FSHR,2
1296.39,-1.35,0.2,-6.89,0,0,ENSG00000170832,Bmet_Apri,USP32,17
80.96,1.03,0.25,4.21,3e-05,0.00024,ENSG00000170837,Bmet_Apri,GPR27,3
0.8,-1.61,3.1,-0.52,0.60395,,ENSG00000170848,Bmet_Apri,PSG6,19
4.88,-1.17,0.95,-1.22,0.2219,0.36515,ENSG00000170890,Bmet_Apri,PLA2G1B,12
1262.7,1.4,1.34,1.04,0.29629,0.44858,ENSG00000170892,Bmet_Apri,TSEN34,19
0.13,-1.52,4.08,-0.37,0.70994,,ENSG00000170893,Bmet_Apri,TRH,3
953.61,2.43,0.48,5.11,0,1e-05,ENSG00000170906,Bmet_Apri,NDUFA3,19
17.87,-5.25,1.86,-2.82,0.0048,0.01831,ENSG00000170923,Bmet_Apri,OR7G2,19
56.07,-1.42,0.36,-3.94,8e-05,0.00064,ENSG00000170927,Bmet_Apri,PKHD1,6
24.32,-1.4,0.56,-2.5,0.0123,0.0392,ENSG00000170929,Bmet_Apri,OR1M1,19
0.46,-2.5,4.07,-0.61,0.53955,,ENSG00000170935,Bmet_Apri,NCBP2L,X
260.96,-1.2,0.49,-2.42,0.01544,0.04717,ENSG00000170946,Bmet_Apri,DNAJC24,11
0.12,-1.52,4.08,-0.37,0.70994,,ENSG00000170950,Bmet_Apri,PGK2,6
1155.26,1.58,0.4,3.93,9e-05,0.00067,ENSG00000170955,Bmet_Apri,CAVIN3,11
18.95,1.54,1.21,1.28,0.2013,0.33978,ENSG00000170961,Bmet_Apri,HAS2,8
80.69,-1.24,0.32,-3.9,1e-04,0.00074,ENSG00000170962,Bmet_Apri,PDGFD,11
85.84,2.09,1.34,1.56,0.11885,0.23099,ENSG00000170989,Bmet_Apri,S1PR1,1
69.7,-1.01,0.64,-1.58,0.11502,0.22498,ENSG00000171004,Bmet_Apri,HS6ST2,X
16.19,3.08,0.65,4.73,0,3e-05,ENSG00000171033,Bmet_Apri,PKIA,8
2.39,2.95,2.83,1.04,0.29705,0.44933,ENSG00000171044,Bmet_Apri,XKR6,8
0.7,-3.05,3.76,-0.81,0.41651,,ENSG00000171053,Bmet_Apri,PATE1,11
2.06,2.37,1.36,1.74,0.08107,0.17239,ENSG00000171060,Bmet_Apri,C8orf74,8
42.52,1.36,0.56,2.44,0.01457,0.04505,ENSG00000171102,Bmet_Apri,OBP2B,9
2.14,3.28,2.16,1.52,0.12927,0.24538,ENSG00000171115,Bmet_Apri,GIMAP8,7
401.11,1.16,0.46,2.51,0.01201,0.03851,ENSG00000171119,Bmet_Apri,NRTN,19
1275.48,-1.33,0.31,-4.25,2e-05,0.00021,ENSG00000171124,Bmet_Apri,FUT3,19
0.61,-2.87,3.92,-0.73,0.4631,,ENSG00000171136,Bmet_Apri,RLN3,19
3473.04,1.02,0.24,4.24,2e-05,0.00022,ENSG00000171159,Bmet_Apri,BBLN,9
19.36,-7.82,2.33,-3.36,0.00078,0.00421,ENSG00000171180,Bmet_Apri,OR2M4,1
0.13,-1.52,4.08,-0.37,0.70994,,ENSG00000171195,Bmet_Apri,MUC7,4
2.19,-4.67,2.52,-1.85,0.0638,0.14366,ENSG00000171199,Bmet_Apri,OPRPN,4
2157.43,1.06,0.55,1.93,0.05422,0.1271,ENSG00000171206,Bmet_Apri,TRIM8,10
634.53,-1.15,0.19,-5.93,0,0,ENSG00000171236,Bmet_Apri,LRG1,19
8.62,1.15,0.83,1.38,0.16736,0.29703,ENSG00000171246,Bmet_Apri,NPTX1,17
3250.02,-1.02,0.15,-6.67,0,0,ENSG00000171302,Bmet_Apri,CANT1,17
65.83,1.36,0.67,2.02,0.0434,0.10689,ENSG00000171303,Bmet_Apri,KCNK3,2
219.62,1.18,0.59,1.99,0.04637,0.1123,ENSG00000171310,Bmet_Apri,CHST11,12
169.61,-1.14,0.31,-3.66,0.00025,0.00167,ENSG00000171368,Bmet_Apri,TPPP,5
2.36,-4.77,2.56,-1.86,0.06312,0.14266,ENSG00000171388,Bmet_Apri,APLN,X
0.15,1.41,3.95,0.36,0.72192,,ENSG00000171402,Bmet_Apri,XAGE3,X
2.28,-3.2,1.91,-1.68,0.09369,0.19238,ENSG00000171405,Bmet_Apri,XAGE5,X
0.7,-1.45,3.11,-0.47,0.64132,,ENSG00000171431,Bmet_Apri,KRT20,17
5.21,4.75,2.14,2.22,0.02676,0.07318,ENSG00000171450,Bmet_Apri,CDK5R2,2
2.69,-4.97,4.01,-1.24,0.21487,0.35664,ENSG00000171459,Bmet_Apri,OR1L6,9
37.63,-1.5,0.64,-2.32,0.0201,0.05801,ENSG00000171462,Bmet_Apri,DLK2,6
198.28,-1.18,0.29,-4.09,4e-05,0.00038,ENSG00000171476,Bmet_Apri,HOPX,4
0.6,-2.89,4.06,-0.71,0.47691,,ENSG00000171478,Bmet_Apri,SPACA5B,X
0.97,-3.53,3.58,-0.99,0.32423,,ENSG00000171501,Bmet_Apri,OR1N2,9
0.32,2.43,3.88,0.63,0.53076,,ENSG00000171509,Bmet_Apri,RXFP1,4
53.66,1.53,0.96,1.6,0.11067,0.21843,ENSG00000171522,Bmet_Apri,PTGER4,5
13.12,1.02,0.78,1.31,0.18959,0.32488,ENSG00000171532,Bmet_Apri,NEUROD2,17
2.15,1.47,2.43,0.6,0.54536,0.67734,ENSG00000171557,Bmet_Apri,FGG,4
61.4,-9.49,3.08,-3.08,0.00205,0.00927,ENSG00000171561,Bmet_Apri,OR2AT4,11
1.15,1.95,2.03,0.96,0.33603,,ENSG00000171564,Bmet_Apri,FGB,4
2063.2,-1.01,0.4,-2.51,0.01201,0.03851,ENSG00000171566,Bmet_Apri,PLRG1,4
0.9,1.11,3.58,0.31,0.75691,,ENSG00000171595,Bmet_Apri,DNAI2,17
73.81,1.02,0.88,1.16,0.24467,0.39135,ENSG00000171659,Bmet_Apri,GPR34,X
5387.82,-1.3,0.39,-3.3,0.00095,0.00496,ENSG00000171681,Bmet_Apri,ATF7IP,12
4.75,1.14,1.18,0.96,0.33502,0.48915,ENSG00000171695,Bmet_Apri,LKAAEAR1,20
6.51,-1.02,0.83,-1.23,0.21826,0.36057,ENSG00000171722,Bmet_Apri,SPATA46,1
4.44,6.25,2.38,2.62,0.00873,0.02977,ENSG00000171724,Bmet_Apri,VAT1L,16
18.06,-1.99,0.97,-2.05,0.03994,0.10033,ENSG00000171757,Bmet_Apri,LRRC34,3
14.55,-1.26,0.57,-2.21,0.02685,0.07335,ENSG00000171759,Bmet_Apri,PAH,12
2.18,-1.52,1.59,-0.95,0.34065,0.49405,ENSG00000171772,Bmet_Apri,SYCE1,10
8.53,1.26,0.86,1.48,0.1398,0.26019,ENSG00000171773,Bmet_Apri,NXNL1,19
6.08,-1.53,0.99,-1.54,0.12347,0.23738,ENSG00000171798,Bmet_Apri,KNDC1,10
5.27,1.3,0.96,1.36,0.17344,0.30452,ENSG00000171804,Bmet_Apri,WDR87,19
112.07,-1.86,0.56,-3.33,0.00087,0.00458,ENSG00000171811,Bmet_Apri,CFAP46,10
72.42,1.34,0.79,1.71,0.08814,0.1841,ENSG00000171812,Bmet_Apri,COL8A2,1
66.59,-2.7,0.84,-3.22,0.0013,0.00636,ENSG00000171815,Bmet_Apri,PCDHB1,5
2.37,2.28,1.76,1.3,0.19517,0.33223,ENSG00000171819,Bmet_Apri,ANGPTL7,1
343.01,-2.06,0.65,-3.17,0.00155,0.00736,ENSG00000171827,Bmet_Apri,ZNF570,19
0.63,-2.64,4.07,-0.65,0.51723,,ENSG00000171855,Bmet_Apri,IFNB1,9
1618.94,1.01,0.46,2.18,0.02914,0.07812,ENSG00000171862,Bmet_Apri,PTEN,10
17341.66,2.34,1.59,1.48,0.13964,0.25998,ENSG00000171863,Bmet_Apri,RPS7,2
1258.68,-1.5,0.48,-3.15,0.00161,0.0076,ENSG00000171865,Bmet_Apri,RNASEH1,2
23.22,1.33,1.17,1.13,0.25672,0.40499,ENSG00000171872,Bmet_Apri,KLF17,1
797.98,-1.57,0.44,-3.59,0.00034,0.0021,ENSG00000171914,Bmet_Apri,TLN2,15
1.09,-1.02,2.32,-0.44,0.6594,,ENSG00000171916,Bmet_Apri,LGALS9C,17
7.26,3.23,1.68,1.92,0.0547,0.12792,ENSG00000171951,Bmet_Apri,SCG2,2
0.13,-1.52,4.08,-0.37,0.70994,,ENSG00000171956,Bmet_Apri,FOXB1,15
0.16,-1.52,4.08,-0.37,0.70994,,ENSG00000171987,Bmet_Apri,C11orf40,11
4.19,-1.68,1.61,-1.04,0.29814,0.45068,ENSG00000171989,Bmet_Apri,LDHAL6B,15
108.46,-2.54,0.74,-3.45,0.00056,0.00321,ENSG00000172000,Bmet_Apri,ZNF556,19
0.84,2.26,2.6,0.87,0.38478,,ENSG00000172005,Bmet_Apri,MAL,2
227.35,1.05,0.43,2.43,0.01502,0.04615,ENSG00000172007,Bmet_Apri,RAB33B,4
60.14,1.2,1.16,1.03,0.30365,0.4566,ENSG00000172014,Bmet_Apri,ANKRD20A4P,9
32.91,4.69,1,4.69,0,4e-05,ENSG00000172020,Bmet_Apri,GAP43,3
40.05,1.34,0.87,1.54,0.12359,0.23753,ENSG00000172058,Bmet_Apri,SERF1A,5
621,1.56,1.21,1.29,0.19674,0.33431,ENSG00000172062,Bmet_Apri,SMN1,5
81.97,-9.9,3.14,-3.15,0.00162,0.00762,ENSG00000172146,Bmet_Apri,OR1A1,17
193.37,1.72,0.57,3,0.00273,0.0117,ENSG00000172164,Bmet_Apri,SNTB1,8
324.33,1.55,2.06,0.75,0.45379,0.60044,ENSG00000172175,Bmet_Apri,MALT1,18
1148.57,-3.08,0.49,-6.28,0,0,ENSG00000172197,Bmet_Apri,MBOAT1,6
431.37,-1.6,0.34,-4.68,0,4e-05,ENSG00000172201,Bmet_Apri,ID4,6
2.98,3.22,1.79,1.8,0.07263,0.15829,ENSG00000172209,Bmet_Apri,GPR22,7
8225.13,1.27,0.27,4.79,0,2e-05,ENSG00000172216,Bmet_Apri,CEBPB,20
1066.53,-1.16,0.16,-7.12,0,0,ENSG00000172243,Bmet_Apri,CLEC7A,12
18.49,1.18,1.24,0.95,0.34019,0.49358,ENSG00000172247,Bmet_Apri,C1QTNF4,11
1648.43,-1.04,0.21,-5.07,0,1e-05,ENSG00000172292,Bmet_Apri,CERS6,2
537.61,-1.14,0.31,-3.64,0.00027,0.00176,ENSG00000172296,Bmet_Apri,SPTLC3,20
66.39,-9.6,3.09,-3.1,0.00191,0.00874,ENSG00000172320,Bmet_Apri,OR5A1,11
3.28,1.99,1.44,1.38,0.16772,0.29745,ENSG00000172322,Bmet_Apri,CLEC12A,12
59.55,-9.44,3.06,-3.08,0.00205,0.00926,ENSG00000172324,Bmet_Apri,OR5A2,11
9.08,1.56,0.83,1.89,0.05935,0.13631,ENSG00000172346,Bmet_Apri,CSDC2,22
4.44,-5.7,2.41,-2.36,0.01817,0.05358,ENSG00000172350,Bmet_Apri,ABCG4,11
13125.5,1.01,0.22,4.51,1e-05,8e-05,ENSG00000172354,Bmet_Apri,GNB2,7
1.1,-3.68,2.4,-1.53,0.12516,,ENSG00000172365,Bmet_Apri,OR5B2,11
0.23,-1.52,4.08,-0.37,0.70994,,ENSG00000172377,Bmet_Apri,OR9I1,11
12,-2.45,1.01,-2.42,0.0155,0.0473,ENSG00000172379,Bmet_Apri,ARNT2,15
51.06,6.73,0.74,9.12,0,0,ENSG00000172399,Bmet_Apri,MYOZ2,4
71.25,2.26,0.32,7.04,0,0,ENSG00000172403,Bmet_Apri,SYNPO2,4
0.6,1.43,2.91,0.49,0.62252,,ENSG00000172410,Bmet_Apri,INSL5,1
0.63,1.04,2.9,0.36,0.72006,,ENSG00000172457,Bmet_Apri,OR9G4,11
253.44,-1.36,0.47,-2.87,0.00404,0.01601,ENSG00000172458,Bmet_Apri,IL17D,13
42.52,-1.14,0.85,-1.33,0.18317,0.31692,ENSG00000172478,Bmet_Apri,MAB21L4,2
5.53,-6.02,2.4,-2.51,0.01215,0.03887,ENSG00000172482,Bmet_Apri,AGXT,2
0.15,1.41,3.95,0.36,0.72192,,ENSG00000172497,Bmet_Apri,ACOT12,5
41.1,-8.91,2.97,-2.99,0.00275,0.01178,ENSG00000172519,Bmet_Apri,OR10H5,19
0.38,-2.38,4.08,-0.58,0.55959,,ENSG00000172551,Bmet_Apri,MUCL1,12
1.11,-3.7,3.56,-1.04,0.29832,,ENSG00000172568,Bmet_Apri,FNDC9,5
734.74,1.91,0.62,3.09,0.00199,0.00902,ENSG00000172638,Bmet_Apri,EFEMP2,11
18.27,-1.14,0.63,-1.8,0.0726,0.15828,ENSG00000172640,Bmet_Apri,OR10AD1,12
1529.03,-1.6,0.26,-6.12,0,0,ENSG00000172661,Bmet_Apri,WASHC2C,10
2.51,-4.88,2.51,-1.94,0.05223,0.12365,ENSG00000172673,Bmet_Apri,THEMIS,6
357,-1.34,0.36,-3.68,0.00024,0.00158,ENSG00000172728,Bmet_Apri,FUT10,8
11.07,2.49,0.76,3.3,0.00096,0.00498,ENSG00000172733,Bmet_Apri,PURG,8
32.86,-8.59,2.31,-3.71,2e-04,0.0014,ENSG00000172742,Bmet_Apri,OR4D9,11
1.26,3.74,2.83,1.32,0.18642,0.321,ENSG00000172752,Bmet_Apri,COL6A5,3
0.4,-2.4,4.08,-0.59,0.55674,,ENSG00000172769,Bmet_Apri,OR5B3,11
1.15,-2.2,2.55,-0.86,0.38846,,ENSG00000172772,Bmet_Apri,OR10W1,11
47.2,-6.08,1.66,-3.66,0.00025,0.00164,ENSG00000172803,Bmet_Apri,SNX32,11
480.74,-1.56,0.63,-2.47,0.01344,0.04214,ENSG00000172817,Bmet_Apri,CYP7B1,8
587.77,-2.11,0.57,-3.68,0.00023,0.00155,ENSG00000172840,Bmet_Apri,PDP2,16
2042.23,-1.4,0.38,-3.67,0.00024,0.00161,ENSG00000172888,Bmet_Apri,ZNF621,3
1.16,2.6,3.09,0.84,0.39959,,ENSG00000172901,Bmet_Apri,LVRN,5
36.71,1.85,0.76,2.43,0.01512,0.04637,ENSG00000172915,Bmet_Apri,NBEA,13
9.95,-1.44,0.69,-2.08,0.03752,0.09565,ENSG00000172927,Bmet_Apri,MYEOV,11
22.17,1.53,0.9,1.7,0.08932,0.18579,ENSG00000172935,Bmet_Apri,MRGPRF,11
1234.79,1.04,1.07,0.97,0.33231,0.48618,ENSG00000172936,Bmet_Apri,MYD88,3
0.39,1.5,3.91,0.38,0.7009,,ENSG00000172938,Bmet_Apri,MRGPRD,11
1.36,-1.39,2.36,-0.59,0.55568,0.6865,ENSG00000172967,Bmet_Apri,XKR3,22
52.33,-2.22,0.77,-2.9,0.00369,0.01493,ENSG00000172985,Bmet_Apri,SH3RF3,2
13.3,7.33,1.31,5.58,0,0,ENSG00000172995,Bmet_Apri,ARPP21,3
34.94,1.45,0.49,2.95,0.00316,0.01319,ENSG00000173040,Bmet_Apri,EVC2,4
58.93,2.03,0.67,3.03,0.00246,0.01078,ENSG00000173068,Bmet_Apri,BNC2,9
19.65,-7.84,2.31,-3.39,0.00069,0.00382,ENSG00000173077,Bmet_Apri,DELEC1,9
0.8,1.01,2.72,0.37,0.71007,,ENSG00000173093,Bmet_Apri,CCDC63,12
21.01,2.08,0.8,2.58,0.00983,0.03272,ENSG00000173114,Bmet_Apri,LRRN3,7
15.76,1.28,0.78,1.64,0.10145,0.20464,ENSG00000173124,Bmet_Apri,ACSM6,10
1393.18,1.05,0.25,4.28,2e-05,0.00019,ENSG00000173156,Bmet_Apri,RHOD,11
0.71,2.54,3.86,0.66,0.51087,,ENSG00000173157,Bmet_Apri,ADAMTS20,12
38.17,1.3,1.02,1.28,0.2005,0.33879,ENSG00000173175,Bmet_Apri,ADCY5,3
192.15,-3.18,0.85,-3.74,0.00018,0.00126,ENSG00000173198,Bmet_Apri,CYSLTR1,X
12.18,2.01,1.07,1.87,0.06088,0.13892,ENSG00000173210,Bmet_Apri,ABLIM3,5
195.54,1.72,0.58,2.97,0.00294,0.01245,ENSG00000173212,Bmet_Apri,MAB21L3,1
51.97,-1.7,0.89,-1.91,0.05626,0.13078,ENSG00000173213,Bmet_Apri,TUBB8B,18
1.77,2.33,1.89,1.23,0.21685,0.35883,ENSG00000173237,Bmet_Apri,C11orf86,11
0.79,2,3.6,0.55,0.57894,,ENSG00000173239,Bmet_Apri,LIPM,10
54.93,-9.33,3.05,-3.06,0.00224,0.00998,ENSG00000173285,Bmet_Apri,OR10K1,1
0.33,-2,4.08,-0.49,0.62428,,ENSG00000173302,Bmet_Apri,GPR148,2
376.76,2.83,3.73,0.76,0.44672,0.59449,ENSG00000173349,Bmet_Apri,SFT2D3,2
10.22,1.47,1.26,1.16,0.24409,0.39061,ENSG00000173366,Bmet_Apri,"",3
4.17,1.87,1.5,1.25,0.21118,0.35191,ENSG00000173376,Bmet_Apri,NDNF,4
7.46,1.01,1.08,0.94,0.34855,0.50184,ENSG00000173389,Bmet_Apri,IQCF1,3
48.71,1.68,0.56,3.01,0.00258,0.01118,ENSG00000173391,Bmet_Apri,OLR1,12
0.15,1.41,3.95,0.36,0.72192,,ENSG00000173452,Bmet_Apri,TMEM196,7
534.86,-1.09,0.39,-2.76,0.0058,0.02146,ENSG00000173480,Bmet_Apri,ZNF417,19
4176.25,-3.4,0.63,-5.37,0,0,ENSG00000173482,Bmet_Apri,PTPRM,18
1547.02,1.36,0.32,4.21,3e-05,0.00024,ENSG00000173486,Bmet_Apri,FKBP2,11
724.5,-2.58,0.27,-9.67,0,0,ENSG00000173530,Bmet_Apri,TNFRSF10D,8
0.23,-1.52,4.08,-0.37,0.70994,,ENSG00000173585,Bmet_Apri,CCR9,3
14.6,-2.74,1.13,-2.42,0.01568,0.04777,ENSG00000173610,Bmet_Apri,UGT2A1,4
0.23,1.98,3.91,0.51,0.61203,,ENSG00000173612,Bmet_Apri,GPRC6A,6
232.15,1.19,0.74,1.61,0.10711,0.21337,ENSG00000173626,Bmet_Apri,TRAPPC3L,6
0.41,-2.41,4.08,-0.59,0.55416,,ENSG00000173627,Bmet_Apri,APOBEC4,1
282.72,2.9,0.32,8.99,0,0,ENSG00000173641,Bmet_Apri,HSPB7,1
84.88,1.37,0.52,2.65,0.00796,0.02766,ENSG00000173698,Bmet_Apri,ADGRG2,X
0.81,-3.23,2.98,-1.08,0.27852,,ENSG00000173702,Bmet_Apri,MUC13,3
23.47,-2.89,0.63,-4.57,0,6e-05,ENSG00000173727,Bmet_Apri,FAUP4,11
4554.22,1.05,0.32,3.3,0.00098,0.00505,ENSG00000173762,Bmet_Apri,CD7,17
119.86,3.71,0.67,5.55,0,0,ENSG00000173868,Bmet_Apri,PHOSPHO1,17
19.82,2.11,1.19,1.77,0.07638,0.16477,ENSG00000173876,Bmet_Apri,TUBB7P,CHR_HSCHR4_6_CTG12
393.76,1.02,0.38,2.67,0.0076,0.02665,ENSG00000173890,Bmet_Apri,GPR160,3
12.17,1.11,1.05,1.06,0.29043,0.44296,ENSG00000173976,Bmet_Apri,RAX2,19
19.83,-1.43,0.57,-2.52,0.01167,0.03761,ENSG00000174016,Bmet_Apri,TENT5D,X
3648.17,1.13,0.2,5.55,0,0,ENSG00000174021,Bmet_Apri,GNG5,1
11.58,-4.64,1.72,-2.7,0.00688,0.02459,ENSG00000174059,Bmet_Apri,CD34,1
351.65,-1.31,0.24,-5.36,0,0,ENSG00000174125,Bmet_Apri,TLR1,4
1.52,-2.61,2.14,-1.22,0.22176,0.365,ENSG00000174145,Bmet_Apri,NWD2,4
1.71,-4.3,2.27,-1.89,0.05843,0.13465,ENSG00000174156,Bmet_Apri,GSTA3,6
4.51,1.17,1.52,0.77,0.43906,0.58732,ENSG00000174175,Bmet_Apri,SELP,1
15.92,-1.33,0.58,-2.27,0.0232,0.06521,ENSG00000174225,Bmet_Apri,ARL13A,X
1.65,1.13,1.65,0.69,0.49301,0.63522,ENSG00000174226,Bmet_Apri,SNX31,8
1855.03,-1.06,0.35,-3.06,0.00224,0.00998,ENSG00000174227,Bmet_Apri,PIGG,4
298.56,-2.9,0.6,-4.81,0,2e-05,ENSG00000174292,Bmet_Apri,TNK1,17
766.16,-1.24,0.25,-5.05,0,1e-05,ENSG00000174306,Bmet_Apri,ZHX3,20
10.34,-6.92,2.35,-2.94,0.00325,0.01349,ENSG00000174325,Bmet_Apri,DIRC1,2
216.51,1.4,0.31,4.5,1e-05,8e-05,ENSG00000174326,Bmet_Apri,SLC16A11,17
0.91,3.26,3.22,1.01,0.31048,,ENSG00000174343,Bmet_Apri,CHRNA9,4
126.43,2.79,1.02,2.73,0.00633,0.02293,ENSG00000174348,Bmet_Apri,PODN,1
1.65,-1.6,2.91,-0.55,0.58191,0.70806,ENSG00000174358,Bmet_Apri,SLC6A19,5
19.84,3.44,0.83,4.14,3e-05,0.00032,ENSG00000174429,Bmet_Apri,ABRA,8
7.78,-1.3,0.77,-1.69,0.09095,0.18812,ENSG00000174450,Bmet_Apri,GOLGA6L2,15
0.71,3.6,3.85,0.94,0.34954,,ENSG00000174453,Bmet_Apri,VWC2L,2
0.67,1.75,2.84,0.62,0.5372,,ENSG00000174460,Bmet_Apri,ZCCHC12,X
0.71,2.75,3.53,0.78,0.43527,,ENSG00000174482,Bmet_Apri,LINGO2,9
3.3,-1.7,1.72,-0.99,0.32316,0.47696,ENSG00000174498,Bmet_Apri,IGDCC3,15
23.72,-1.97,0.74,-2.68,0.0074,0.02605,ENSG00000174502,Bmet_Apri,SLC26A9,1
44.05,-1.9,0.52,-3.64,0.00027,0.00178,ENSG00000174562,Bmet_Apri,KLK15,19
3.71,2.5,1.77,1.41,0.15748,0.28357,ENSG00000174576,Bmet_Apri,NPAS4,11
32.89,1.02,1,1.01,0.311,0.46406,ENSG00000174600,Bmet_Apri,CMKLR1,12
7.54,1.03,1.05,0.99,0.32415,0.47809,ENSG00000174611,Bmet_Apri,KY,3
1781.87,1.27,0.36,3.5,0.00047,0.00278,ENSG00000174628,Bmet_Apri,IQCK,16
13.26,-7.28,2.32,-3.14,0.00172,0.008,ENSG00000174667,Bmet_Apri,OR7D4,19
9.11,-1.56,0.88,-1.79,0.07386,0.16041,ENSG00000174697,Bmet_Apri,LEP,7
2659.49,1.16,0.3,3.84,0.00012,0.00092,ENSG00000174720,Bmet_Apri,LARP7,4
1.08,-2.06,2.51,-0.82,0.41126,,ENSG00000174776,Bmet_Apri,WDR49,3
170.85,1.1,0.33,3.37,0.00074,0.00406,ENSG00000174804,Bmet_Apri,FZD4,11
14.94,2.3,1.31,1.76,0.07916,0.16921,ENSG00000174807,Bmet_Apri,CD248,11
0.32,2.43,3.88,0.63,0.53076,,ENSG00000174837,Bmet_Apri,ADGRE1,19
64.59,1.27,0.35,3.65,0.00026,0.00169,ENSG00000174871,Bmet_Apri,CNIH2,11
70.42,-1.51,0.67,-2.24,0.02502,0.06932,ENSG00000174876,Bmet_Apri,AMY1B,1
0.46,-2.5,4.07,-0.61,0.53955,,ENSG00000174914,Bmet_Apri,OR9G1,11
0.31,2.42,3.88,0.62,0.53319,,ENSG00000174937,Bmet_Apri,OR5M3,11
310.29,-1.51,0.34,-4.49,1e-05,8e-05,ENSG00000174938,Bmet_Apri,SEZ6L2,16
3.25,1.46,1.52,0.96,0.33621,0.4903,ENSG00000174944,Bmet_Apri,P2RY14,3
1.12,-3.71,4.03,-0.92,0.35794,,ENSG00000174948,Bmet_Apri,GPR149,3
139.95,1.47,0.59,2.47,0.0134,0.04208,ENSG00000174951,Bmet_Apri,FUT1,19
40.81,-3.51,0.82,-4.27,2e-05,0.00019,ENSG00000174990,Bmet_Apri,CA5A,16
0.12,-1.52,4.08,-0.37,0.70994,,ENSG00000175018,Bmet_Apri,TEX36,10
280.66,2.18,0.26,8.55,0,0,ENSG00000175040,Bmet_Apri,CHST2,3
0.12,-1.52,4.08,-0.37,0.70994,,ENSG00000175065,Bmet_Apri,DSG4,18
0.16,1.43,3.95,0.36,0.71667,,ENSG00000175077,Bmet_Apri,RTP1,3
4770.88,7.89,1.1,7.2,0,0,ENSG00000175084,Bmet_Apri,DES,2
1.25,-2.32,3.6,-0.65,0.51863,0.65536,ENSG00000175097,Bmet_Apri,RAG2,11
330.53,1.53,0.37,4.11,4e-05,0.00035,ENSG00000175106,Bmet_Apri,TVP23C,17
321.14,-1.03,0.33,-3.15,0.00164,0.00773,ENSG00000175121,Bmet_Apri,WFDC5,20
1107.67,-1.36,0.22,-6.05,0,0,ENSG00000175155,Bmet_Apri,YPEL2,17
4.64,1.62,1.99,0.81,0.41538,0.56487,ENSG00000175161,Bmet_Apri,CADM2,3
257.76,1.5,0.61,2.44,0.0146,0.04512,ENSG00000175183,Bmet_Apri,CSRP2,12
0.91,-3.42,3.63,-0.94,0.34569,,ENSG00000175206,Bmet_Apri,NPPA,1
23.03,-1.35,0.67,-2,0.04558,0.11089,ENSG00000175262,Bmet_Apri,C1orf127,1
378.07,-12.11,3.46,-3.5,0.00047,0.00278,ENSG00000175265,Bmet_Apri,GOLGA8A,15
19.84,1.43,0.71,2.01,0.04463,0.10919,ENSG00000175311,Bmet_Apri,ANKS4B,16
403.61,-1.18,0.46,-2.57,0.01021,0.03369,ENSG00000175322,Bmet_Apri,ZNF519,18
6.35,-6.21,2.38,-2.61,0.00907,0.03071,ENSG00000175336,Bmet_Apri,APOF,12
116.47,-3.46,0.34,-10.29,0,0,ENSG00000175344,Bmet_Apri,CHRNA7,15
85.07,-1.48,0.29,-5.16,0,0,ENSG00000175352,Bmet_Apri,NRIP3,11
20.39,2.02,0.63,3.22,0.00126,0.00622,ENSG00000175356,Bmet_Apri,SCUBE2,11
4.64,1.44,1.66,0.87,0.38562,0.53707,ENSG00000175426,Bmet_Apri,PCSK1,5
0.12,-1.52,4.08,-0.37,0.70994,,ENSG00000175485,Bmet_Apri,OR52W1,11
66.28,2.33,0.77,3.03,0.00245,0.01072,ENSG00000175489,Bmet_Apri,LRRC25,19
13.99,-7.35,2.33,-3.15,0.00161,0.00762,ENSG00000175497,Bmet_Apri,DPP10,2
0.47,1.52,3.91,0.39,0.69729,,ENSG00000175514,Bmet_Apri,GPR152,11
0.12,-1.52,4.08,-0.37,0.70994,,ENSG00000175520,Bmet_Apri,UBQLN3,11
40.93,-1.78,0.51,-3.51,0.00044,0.00265,ENSG00000175544,Bmet_Apri,CABP4,11
395.66,-1.93,0.67,-2.87,0.00413,0.01624,ENSG00000175548,Bmet_Apri,ALG10B,12
56.32,1.34,0.29,4.65,0,4e-05,ENSG00000175564,Bmet_Apri,UCP3,11
364.36,-1.05,0.19,-5.39,0,0,ENSG00000175591,Bmet_Apri,P2RY2,11
1004.93,1.05,0.39,2.72,0.0065,0.02343,ENSG00000175602,Bmet_Apri,CCDC85B,11
94.05,-1.55,0.33,-4.7,0,3e-05,ENSG00000175697,Bmet_Apri,GPR156,3
49.41,2.37,0.77,3.07,0.00216,0.00967,ENSG00000175745,Bmet_Apri,NR2F1,5
0.31,2.39,3.89,0.62,0.53813,,ENSG00000175766,Bmet_Apri,EIF4E1B,5
328.78,1.66,1.7,0.97,0.32998,0.48371,ENSG00000175806,Bmet_Apri,MSRA,8
0.38,-2.38,4.08,-0.58,0.55959,,ENSG00000175809,Bmet_Apri,CBLL2,X
25.87,1.49,0.56,2.66,0.00788,0.02744,ENSG00000175877,Bmet_Apri,TMEM270,7
21.81,1.58,0.49,3.2,0.00136,0.00659,ENSG00000175879,Bmet_Apri,HOXD8,2
4.47,1.33,0.97,1.37,0.1709,0.30114,ENSG00000175920,Bmet_Apri,DOK7,4
