chr,cell_id,mean_reads,mean_copy,clone_id
10,SA919X7XB05588-A98299A-R29-C07,270.46,3.96,C
10,SA919X7XB05588-A98299A-R29-C19,231.38,3.84,C
10,SA919X7XB05588-A98299A-R29-C21,274.51,3.96,C
10,SA919X7XB05588-A98299A-R29-C41,273.35,3.94,C
10,SA919X7XB05588-A98299A-R29-C46,271.11,3.86,C
10,SA919X7XB05588-A98299A-R29-C47,272.54,3.96,C
10,SA919X7XB05588-A98299A-R29-C51,299.06,3.9,C
10,SA919X7XB05588-A98299A-R29-C55,221.27,3.98,C
10,SA919X7XB05588-A98299A-R29-C59,261.1,4.01,C
10,SA919X7XB05588-A98299A-R29-C64,288.73,3.92,C
10,SA919X7XB05588-A98299A-R29-C65,165.86,3.83,C
10,SA919X7XB05588-A98299A-R29-C69,226.54,4,C
10,SA919X7XB05588-A98299A-R29-C70,210.54,3.88,C
10,SA919X7XB05588-A98299A-R30-C07,217.46,3.9,C
10,SA919X7XB05588-A98299A-R30-C35,213.22,3.81,C
10,SA919X7XB05588-A98299A-R30-C46,158.4,2.98,B
10,SA919X7XB05588-A98299A-R30-C48,204.14,3.9,C
10,SA919X7XB05588-A98299A-R30-C49,185.35,3.97,C
10,SA919X7XB05588-A98299A-R30-C54,201.14,4.1,C
10,SA919X7XB05588-A98299A-R30-C60,213.43,3.99,C
10,SA919X7XB05691-A96204B-R29-C07,354.49,2.92,B
10,SA919X7XB05691-A96204B-R29-C08,356,2.91,B
10,SA919X7XB05691-A96204B-R29-C12,405.79,3,B
10,SA919X7XB05691-A96204B-R29-C15,360.81,2.91,B
10,SA919X7XB05691-A96204B-R29-C16,383.17,2.93,B
10,SA919X7XB05691-A96204B-R29-C17,377.51,2.95,B
10,SA919X7XB05691-A96204B-R29-C18,237.84,2.89,B
10,SA919X7XB05691-A96204B-R29-C20,350.16,2.89,B
10,SA919X7XB05691-A96204B-R29-C22,350.22,2.96,B
10,SA919X7XB05691-A96204B-R29-C23,375.37,2.99,B
10,SA919X7XB05691-A96204B-R29-C29,312.17,2.99,B
10,SA919X7XB05691-A96204B-R29-C30,308.51,2.89,B
10,SA919X7XB05691-A96204B-R29-C32,378.24,3.01,B
10,SA919X7XB05691-A96204B-R29-C33,233.03,3.05,B
10,SA919X7XB05691-A96204B-R29-C34,216.95,2.95,B
10,SA919X7XB05691-A96204B-R29-C35,530.68,2.97,B
10,SA919X7XB05691-A96204B-R29-C36,216.06,3.03,B
10,SA919X7XB05691-A96204B-R29-C38,290.75,2.87,B
10,SA919X7XB05691-A96204B-R29-C40,337.87,2.89,B
10,SA919X7XB05691-A96204B-R29-C41,356.7,2.96,B
10,SA919X7XB05691-A96204B-R29-C43,359.78,2.9,B
10,SA919X7XB05691-A96204B-R29-C44,498,2.97,B
10,SA919X7XB05691-A96204B-R29-C45,223.75,2.87,B
10,SA919X7XB05691-A96204B-R29-C48,360.08,2.93,B
10,SA919X7XB05691-A96204B-R29-C49,316.54,2.88,B
10,SA919X7XB05691-A96204B-R29-C54,334.27,2.8,B
10,SA919X7XB05691-A96204B-R29-C57,372.48,2.98,B
10,SA919X7XB05691-A96204B-R29-C58,495.62,3,B
10,SA919X7XB05691-A96204B-R29-C63,385.27,3.01,B
10,SA919X7XB05691-A96204B-R29-C65,205.13,2.85,B
10,SA919X7XB05691-A96204B-R29-C68,304.25,2.89,B
10,SA919X7XB05691-A96204B-R29-C69,321.14,2.92,B
10,SA919X7XB05691-A96204B-R30-C07,290.32,2.88,B
10,SA919X7XB05691-A96204B-R30-C09,339.63,2.87,B
10,SA919X7XB05691-A96204B-R30-C10,200.3,2.88,B
10,SA919X7XB05691-A96204B-R30-C11,354.71,3.03,B
10,SA919X7XB05691-A96204B-R30-C12,248.05,3.18,B
10,SA919X7XB05691-A96204B-R30-C14,265.44,2.92,B
10,SA919X7XB05691-A96204B-R30-C19,241,3.05,B
10,SA919X7XB05691-A96204B-R30-C22,278.6,2.94,B
10,SA919X7XB05691-A96204B-R30-C28,391.52,2.97,B
10,SA919X7XB05691-A96204B-R30-C33,213.32,2.93,B
10,SA919X7XB05691-A96204B-R30-C35,268.13,2.93,B
10,SA919X7XB05691-A96204B-R30-C37,236,2.99,B
10,SA919X7XB05691-A96204B-R30-C41,283.46,2.92,B
10,SA919X7XB05691-A96204B-R30-C42,278.22,2.98,B
10,SA919X7XB05691-A96204B-R30-C45,146.78,2.77,B
10,SA919X7XB05691-A96204B-R30-C48,249.41,2.95,B
10,SA919X7XB05691-A96204B-R30-C49,262.37,2.92,B
10,SA919X7XB05691-A96204B-R30-C57,309.38,3,B
10,SA919X7XB05691-A96204B-R30-C58,391.11,2.93,B
10,SA919X7XB05691-A96204B-R31-C10,220.43,2.9,B
10,SA919X7XB05691-A96204B-R31-C12,289.13,2.95,B
10,SA919X7XB05691-A96204B-R31-C21,262.71,2.99,B
10,SA919X7XB05691-A96204B-R31-C22,276.52,3.04,B
10,SA919X7XB05691-A96204B-R31-C23,313.16,2.97,B
10,SA919X7XB05691-A96204B-R31-C25,290.4,2.85,B
10,SA919X7XB05691-A96204B-R31-C26,269.46,2.95,B
10,SA919X7XB05691-A96204B-R31-C33,182.6,2.91,B
10,SA919X7XB05691-A96204B-R31-C36,188.27,3.04,B
10,SA919X7XB05691-A96204B-R31-C37,263.89,2.93,B
10,SA919X7XB05691-A96204B-R31-C39,270.24,2.96,B
10,SA919X7XB05691-A96204B-R31-C41,302.37,2.91,B
10,SA919X7XB05691-A96204B-R31-C44,310.19,2.9,B
10,SA919X7XB05691-A96204B-R31-C45,185.75,3,B
10,SA919X7XB05691-A96204B-R31-C47,272.46,2.9,B
10,SA919X7XB05691-A96204B-R31-C49,288.87,2.98,B
10,SA919X7XB05691-A96204B-R31-C50,229.16,2.94,B
10,SA919X7XB05691-A96204B-R31-C51,206.65,2.92,B
10,SA919X7XB05691-A96204B-R31-C53,115.63,2.97,B
10,SA919X7XB05691-A96204B-R31-C55,231.48,3.06,B
10,SA919X7XB05691-A96204B-R31-C63,259.38,2.9,B
10,SA919X7XB05691-A96204B-R31-C65,165.75,3.08,B
10,SA919X7XB05691-A96204B-R31-C68,190.38,2.86,B
10,SA919X7XB05691-A96204B-R32-C10,230.35,2.94,B
10,SA919X7XB05691-A96204B-R32-C16,306.19,3.01,B
10,SA919X7XB05691-A96204B-R32-C17,249.05,2.94,B
10,SA919X7XB05691-A96204B-R32-C20,317.44,2.89,B
10,SA919X7XB05691-A96204B-R32-C21,152.33,3.04,B
10,SA919X7XB05691-A96204B-R32-C22,216.32,2.91,B
10,SA919X7XB05691-A96204B-R32-C25,293.98,2.95,B
10,SA919X7XB05691-A96204B-R32-C26,261.25,2.97,B
10,SA919X7XB05691-A96204B-R32-C32,337.57,2.97,B
10,SA919X7XB05691-A96204B-R32-C33,171.37,2.99,B
10,SA919X7XB05691-A96204B-R32-C34,175.97,2.94,B
10,SA919X7XB05691-A96204B-R32-C36,190.63,2.99,B
10,SA919X7XB05691-A96204B-R32-C39,307.16,3.02,B
10,SA919X7XB05691-A96204B-R32-C40,283.13,2.9,B
10,SA919X7XB05691-A96204B-R32-C41,292.57,2.94,B
10,SA919X7XB05691-A96204B-R32-C44,316.06,2.92,B
10,SA919X7XB05691-A96204B-R32-C50,264.68,2.9,B
10,SA919X7XB05691-A96204B-R32-C51,157.02,2.85,B
10,SA919X7XB05691-A96204B-R32-C54,274.76,2.92,B
10,SA919X7XB05691-A96204B-R32-C56,244.81,3.01,B
10,SA919X7XB05691-A96204B-R32-C59,291.19,2.94,B
10,SA919X7XB05691-A96204B-R32-C61,259.9,2.92,B
10,SA919X7XB05691-A96204B-R32-C62,272.9,3.07,B
10,SA919X7XB05691-A96204B-R32-C63,282.81,2.93,B
10,SA919X7XB05691-A96204B-R32-C64,329.98,3.08,B
10,SA919X7XB05691-A96204B-R33-C10,205.43,2.98,B
10,SA919X7XB05691-A96204B-R33-C12,253,2.94,B
10,SA919X7XB05691-A96204B-R33-C13,359.37,2.93,B
10,SA919X7XB05691-A96204B-R33-C16,267.97,2.88,B
10,SA919X7XB05691-A96204B-R33-C17,273.38,3.01,B
10,SA919X7XB05691-A96204B-R33-C18,262.35,3.02,B
10,SA919X7XB05691-A96204B-R33-C20,269.65,3,B
10,SA919X7XB05691-A96204B-R33-C21,389.81,3.07,B
10,SA919X7XB05691-A96204B-R33-C23,260.35,2.93,B
10,SA919X7XB05691-A96204B-R33-C26,220.08,2.99,B
10,SA919X7XB05691-A96204B-R33-C29,175.63,2.99,B
10,SA919X7XB05691-A96204B-R33-C31,274.83,2.96,B
10,SA919X7XB05691-A96204B-R33-C32,256.08,2.93,B
10,SA919X7XB05691-A96204B-R33-C34,146.7,3.01,B
10,SA919X7XB05691-A96204B-R33-C37,138.22,2.93,B
10,SA919X7XB05691-A96204B-R33-C39,354.92,2.96,B
10,SA919X7XB05691-A96204B-R33-C46,358.81,2.9,B
10,SA919X7XB05691-A96204B-R33-C47,250.32,2.93,B
10,SA919X7XB05691-A96204B-R33-C48,243.35,2.95,B
10,SA919X7XB05691-A96204B-R33-C49,236.03,3,B
10,SA919X7XB05691-A96204B-R33-C50,216.22,2.92,B
10,SA919X7XB05691-A96204B-R33-C54,223.44,2.89,B
10,SA919X7XB05691-A96204B-R33-C55,237.21,2.96,B
10,SA919X7XB05691-A96204B-R33-C58,193.13,3.01,B
10,SA919X7XB05691-A96204B-R33-C59,227.65,3.02,B
10,SA919X7XB05691-A96204B-R33-C61,231.84,2.95,B
10,SA919X7XB05691-A96204B-R33-C65,165.08,2.87,B
10,SA919X7XB05691-A96204B-R33-C67,227.97,2.9,B
10,SA919X7XB05691-A96204B-R33-C69,215.24,2.91,B
10,SA919X7XB05691-A96204B-R34-C10,221.52,2.93,B
10,SA919X7XB05691-A96204B-R34-C11,255.35,2.93,B
10,SA919X7XB05691-A96204B-R34-C12,256.06,2.89,B
10,SA919X7XB05691-A96204B-R34-C13,318.76,2.98,B
10,SA919X7XB05691-A96204B-R34-C14,261.87,2.96,B
10,SA919X7XB05691-A96204B-R34-C15,456.51,2.96,B
10,SA919X7XB05691-A96204B-R34-C16,294.44,2.97,B
10,SA919X7XB05691-A96204B-R34-C17,319.38,2.95,B
10,SA919X7XB05691-A96204B-R34-C19,225.7,2.87,B
10,SA919X7XB05691-A96204B-R34-C21,241.44,2.86,B
10,SA919X7XB05691-A96204B-R34-C24,334.44,2.96,B
10,SA919X7XB05691-A96204B-R34-C26,240.84,2.99,B
10,SA919X7XB05691-A96204B-R34-C27,215,2.87,B
10,SA919X7XB05691-A96204B-R34-C28,305.27,2.94,B
10,SA919X7XB05691-A96204B-R34-C29,232.94,2.88,B
10,SA919X7XB05691-A96204B-R34-C32,291.98,2.96,B
10,SA919X7XB05691-A96204B-R34-C33,222.57,2.91,B
10,SA919X7XB05691-A96204B-R34-C34,160.97,2.78,B
10,SA919X7XB05691-A96204B-R34-C35,256.67,2.94,B
10,SA919X7XB05691-A96204B-R34-C37,233.87,2.92,B
10,SA919X7XB05691-A96204B-R34-C39,291.68,3.06,B
10,SA919X7XB05691-A96204B-R34-C41,287.78,2.86,B
10,SA919X7XB05691-A96204B-R34-C42,382.51,2.98,B
10,SA919X7XB05691-A96204B-R34-C43,263.63,2.91,B
10,SA919X7XB05691-A96204B-R34-C45,183.51,3.02,B
10,SA919X7XB05691-A96204B-R34-C47,290.37,2.95,B
10,SA919X7XB05691-A96204B-R34-C48,289.11,2.99,B
10,SA919X7XB05691-A96204B-R34-C56,301.3,3.01,B
10,SA919X7XB05691-A96204B-R34-C57,308.25,2.98,B
10,SA919X7XB05691-A96204B-R34-C59,242.9,3.02,B
10,SA919X7XB05691-A96204B-R34-C62,240.3,2.98,B
10,SA919X7XB05691-A96204B-R34-C63,283.78,2.96,B
10,SA919X7XB05691-A96204B-R34-C66,283.17,2.96,B
10,SA919X7XB05691-A96204B-R34-C67,266.24,3.02,B
10,SA919X7XB05691-A96204B-R34-C70,252.89,2.94,B
10,SA919X7XB05691-A96204B-R35-C07,274.92,2.91,B
10,SA919X7XB05691-A96204B-R35-C09,412.68,2.94,B
10,SA919X7XB05691-A96204B-R35-C12,221.86,2.91,B
10,SA919X7XB05691-A96204B-R35-C14,239.7,2.97,B
10,SA919X7XB05691-A96204B-R35-C23,284.68,2.92,B
10,SA919X7XB05691-A96204B-R35-C24,319.05,2.88,B
10,SA919X7XB05691-A96204B-R35-C25,265,3,B
10,SA919X7XB05691-A96204B-R35-C28,305.67,2.98,B
10,SA919X7XB05691-A96204B-R35-C31,289.1,2.97,B
10,SA919X7XB05691-A96204B-R35-C33,205.43,2.95,B
10,SA919X7XB05691-A96204B-R35-C36,172,2.99,B
10,SA919X7XB05691-A96204B-R35-C37,235.4,2.93,B
10,SA919X7XB05691-A96204B-R35-C39,301.35,2.92,B
10,SA919X7XB05691-A96204B-R35-C45,175.22,2.95,B
10,SA919X7XB05691-A96204B-R35-C47,228,2.98,B
10,SA919X7XB05691-A96204B-R35-C50,210.41,2.96,B
10,SA919X7XB05691-A96204B-R35-C51,189.97,2.95,B
10,SA919X7XB05691-A96204B-R35-C58,195.83,2.93,B
10,SA919X7XB05691-A96204B-R35-C59,236.06,2.92,B
10,SA919X7XB05691-A96204B-R35-C66,248.06,2.98,B
10,SA919X7XB05691-A96204B-R36-C07,227.05,2.93,B
10,SA919X7XB05691-A96204B-R36-C10,184.67,2.9,B
10,SA919X7XB05691-A96204B-R36-C14,212.1,3.05,B
10,SA919X7XB05691-A96204B-R36-C16,246.46,2.99,B
10,SA919X7XB05691-A96204B-R36-C17,337.54,3.02,B
10,SA919X7XB05691-A96204B-R36-C25,317.87,3.05,A
10,SA919X7XB05691-A96204B-R36-C28,220.94,2.96,B
10,SA919X7XB05691-A96204B-R36-C30,191.4,2.94,B
10,SA919X7XB05691-A96204B-R36-C32,215.13,3.03,B
10,SA919X7XB05691-A96204B-R36-C37,176,2.97,B
10,SA919X7XB05691-A96204B-R36-C38,171.56,2.98,B
10,SA919X7XB05691-A96204B-R36-C39,220.83,2.92,B
10,SA919X7XB05691-A96204B-R36-C42,208.86,2.96,B
10,SA919X7XB05691-A96204B-R36-C44,235.1,2.96,B
10,SA919X7XB05691-A96204B-R36-C49,198.19,2.95,B
10,SA919X7XB05691-A96204B-R36-C52,228.3,2.97,B
10,SA919X7XB05691-A96204B-R36-C55,208.29,2.95,B
10,SA919X7XB05691-A96204B-R36-C58,180.46,2.99,B
10,SA919X7XB05691-A96204B-R36-C63,210.43,2.99,B
10,SA919X7XB05691-A96204B-R36-C64,210.76,2.96,B
10,SA919X7XB05691-A96204B-R36-C65,161.83,2.89,B
10,SA919X7XB05691-A96204B-R37-C08,344.83,2.94,B
10,SA919X7XB05691-A96204B-R37-C10,175.21,2.94,B
10,SA919X7XB05691-A96204B-R37-C12,208.59,2.96,B
10,SA919X7XB05691-A96204B-R37-C13,268.59,2.92,B
10,SA919X7XB05691-A96204B-R37-C16,360.1,2.98,B
10,SA919X7XB05691-A96204B-R37-C17,342.97,2.92,B
10,SA919X7XB05691-A96204B-R37-C20,213.48,2.92,B
10,SA919X7XB05691-A96204B-R37-C22,225.59,2.97,B
10,SA919X7XB05691-A96204B-R37-C23,261.16,2.94,B
10,SA919X7XB05691-A96204B-R37-C24,261.11,2.86,B
10,SA919X7XB05691-A96204B-R37-C26,266.78,2.97,B
10,SA919X7XB05691-A96204B-R37-C27,273.08,3.01,B
10,SA919X7XB05691-A96204B-R37-C28,364.48,3.08,B
10,SA919X7XB05691-A96204B-R37-C31,239.7,2.97,B
10,SA919X7XB05691-A96204B-R37-C32,241.73,2.93,B
10,SA919X7XB05691-A96204B-R37-C35,223.54,2.97,B
10,SA919X7XB05691-A96204B-R37-C36,223.1,3,B
10,SA919X7XB05691-A96204B-R37-C38,176.87,2.9,B
10,SA919X7XB05691-A96204B-R37-C39,258.95,2.91,B
10,SA919X7XB05691-A96204B-R37-C40,236.02,2.97,B
10,SA919X7XB05691-A96204B-R37-C41,239.63,2.83,B
10,SA919X7XB05691-A96204B-R37-C42,214.16,2.88,B
10,SA919X7XB05691-A96204B-R37-C44,256.81,2.96,B
10,SA919X7XB05691-A96204B-R37-C46,266.19,2.91,B
10,SA919X7XB05691-A96204B-R37-C47,258.41,2.91,B
10,SA919X7XB05691-A96204B-R37-C49,225.16,2.99,B
10,SA919X7XB05691-A96204B-R37-C50,194.27,2.95,B
10,SA919X7XB05691-A96204B-R37-C55,236.13,3.02,B
10,SA919X7XB05691-A96204B-R37-C57,243.37,2.95,B
10,SA919X7XB05691-A96204B-R37-C58,203.6,2.98,B
10,SA919X7XB05691-A96204B-R37-C60,223.62,2.99,B
10,SA919X7XB05691-A96204B-R37-C63,267.84,2.94,B
10,SA919X7XB05691-A96204B-R37-C64,258.68,2.92,B
10,SA919X7XB05691-A96204B-R37-C70,228.48,2.89,B
10,SA919X7XB05691-A96204B-R38-C11,325.03,2.95,B
10,SA919X7XB05691-A96204B-R38-C18,210.41,2.98,B
10,SA919X7XB05691-A96204B-R38-C19,233.25,2.95,B
10,SA919X7XB05691-A96204B-R38-C20,268.49,3.03,B
10,SA919X7XB05691-A96204B-R38-C22,263.27,2.9,B
10,SA919X7XB05691-A96204B-R38-C23,202.97,2.85,B
10,SA919X7XB05691-A96204B-R38-C25,284.13,2.87,B
10,SA919X7XB05691-A96204B-R38-C30,242.1,3.01,B
10,SA919X7XB05691-A96204B-R38-C33,204.6,2.74,B
10,SA919X7XB05691-A96204B-R38-C34,169.68,3.04,B
10,SA919X7XB05691-A96204B-R38-C36,180.59,2.96,B
10,SA919X7XB05691-A96204B-R38-C38,191.21,2.88,B
10,SA919X7XB05691-A96204B-R38-C39,279.83,2.91,B
10,SA919X7XB05691-A96204B-R38-C40,269.87,2.9,B
10,SA919X7XB05691-A96204B-R38-C42,245.32,2.86,B
10,SA919X7XB05691-A96204B-R38-C44,281.59,2.92,B
10,SA919X7XB05691-A96204B-R38-C46,269.56,2.92,B
10,SA919X7XB05691-A96204B-R38-C47,261.33,2.96,B
10,SA919X7XB05691-A96204B-R38-C51,227.33,2.99,B
10,SA919X7XB05691-A96204B-R38-C56,292.73,2.87,B
10,SA919X7XB05691-A96204B-R38-C59,274.75,2.93,B
10,SA919X7XB05691-A96204B-R38-C60,358.56,3.04,B
10,SA919X7XB05691-A96204B-R38-C61,242.73,2.97,B
10,SA919X7XB05691-A96204B-R38-C66,271.1,2.94,B
10,SA919X7XB05691-A96204B-R38-C68,201.41,2.85,B
10,SA919X7XB05691-A96204B-R38-C70,206.06,2.96,B
10,SA919X7XB05691-A96204B-R39-C07,234.86,2.97,B
10,SA919X7XB05691-A96204B-R39-C10,238.44,2.95,B
10,SA919X7XB05691-A96204B-R39-C12,209.76,2.97,B
10,SA919X7XB05691-A96204B-R39-C15,216,2.91,B
10,SA919X7XB05691-A96204B-R39-C17,236.65,3,B
10,SA919X7XB05691-A96204B-R39-C19,177.73,2.95,B
10,SA919X7XB05691-A96204B-R39-C22,204.44,2.95,B
10,SA919X7XB05691-A96204B-R39-C23,198.24,2.81,B
10,SA919X7XB05691-A96204B-R39-C24,246.75,2.89,B
10,SA919X7XB05691-A96204B-R39-C29,197.83,2.93,B
10,SA919X7XB05691-A96204B-R39-C34,142.27,2.99,B
10,SA919X7XB05691-A96204B-R39-C36,145.3,2.89,B
10,SA919X7XB05691-A96204B-R39-C44,237.63,2.93,B
10,SA919X7XB05691-A96204B-R39-C52,213.89,2.93,B
10,SA919X7XB05691-A96204B-R39-C58,180.44,2.92,B
10,SA919X7XB05691-A96204B-R39-C62,188.7,3.06,B
10,SA919X7XB05691-A96204B-R39-C64,339.62,3.05,B
10,SA919X7XB05691-A96204B-R39-C66,226.32,3,B
10,SA919X7XB05691-A96204B-R39-C68,269.84,2.96,B
10,SA919X7XB05691-A96204B-R40-C11,210.59,3.04,B
10,SA919X7XB05691-A96204B-R40-C13,266.48,2.95,B
10,SA919X7XB05691-A96204B-R40-C17,355.05,2.91,B
10,SA919X7XB05691-A96204B-R40-C37,212.87,2.99,B
10,SA919X7XB05691-A96204B-R40-C50,202.79,2.98,B
10,SA919X7XB05691-A96204B-R40-C60,248.49,2.91,B
10,SA919X7XB05691-A96204B-R40-C63,252.24,3.01,B
10,SA919X7XB05691-A96204B-R40-C64,221.48,2.97,B
10,SA919X7XB05691-A96204B-R40-C68,222.22,2.91,B
10,SA919X7XB05691-A96204B-R42-C07,243.06,2.96,B
10,SA919X7XB05691-A96204B-R42-C10,163.38,2.82,B
10,SA919X7XB05691-A96204B-R42-C12,325.24,2.97,B
10,SA919X7XB05691-A96204B-R42-C14,219.95,2.94,B
10,SA919X7XB05691-A96204B-R42-C16,278.83,2.98,B
10,SA919X7XB05691-A96204B-R42-C26,211.02,2.9,B
10,SA919X7XB05691-A96204B-R42-C31,255.52,2.98,B
10,SA919X7XB05691-A96204B-R42-C32,349.89,2.91,B
10,SA919X7XB05691-A96204B-R42-C33,176.83,2.81,B
10,SA919X7XB05691-A96204B-R42-C35,226.84,2.97,B
10,SA919X7XB05691-A96204B-R42-C36,184.29,2.98,B
10,SA919X7XB05691-A96204B-R42-C37,205.62,2.87,B
10,SA919X7XB05691-A96204B-R42-C38,201.37,2.98,B
10,SA919X7XB05691-A96204B-R42-C39,195.65,2.85,B
10,SA919X7XB05691-A96204B-R42-C42,234.32,2.92,B
10,SA919X7XB05691-A96204B-R42-C43,360.6,2.97,B
10,SA919X7XB05691-A96204B-R42-C44,279.68,2.92,B
10,SA919X7XB05691-A96204B-R42-C49,236.11,2.95,B
10,SA919X7XB05691-A96204B-R42-C51,189.22,2.93,B
10,SA919X7XB05691-A96204B-R42-C52,194.19,2.95,B
10,SA919X7XB05691-A96204B-R42-C54,225.17,2.93,B
10,SA919X7XB05691-A96204B-R42-C55,194.65,2.94,B
10,SA919X7XB05691-A96204B-R42-C56,202.14,3.04,B
10,SA919X7XB05691-A96204B-R42-C57,287.35,3.12,B
10,SA919X7XB05691-A96204B-R42-C59,228.33,2.92,B
10,SA919X7XB05691-A96204B-R42-C60,235.1,2.93,B
10,SA919X7XB05691-A96204B-R42-C61,248.62,3.01,B
10,SA919X7XB05691-A96204B-R42-C63,249.95,2.89,B
10,SA919X7XB05691-A96204B-R42-C66,241.59,2.96,B
10,SA919X7XB05691-A96204B-R42-C67,208.63,2.93,B
10,SA919X7XB05691-A96204B-R42-C69,270.16,2.96,B
10,SA919X7XB05691-A96204B-R42-C70,218.19,2.96,B
10,SA919X7XB05691-A96204B-R43-C07,183.02,3.03,B
10,SA919X7XB05691-A96204B-R43-C09,194.37,3,B
10,SA919X7XB05691-A96204B-R43-C11,138.78,2.8,B
10,SA919X7XB05691-A96204B-R43-C12,175.75,2.92,B
10,SA919X7XB05691-A96204B-R43-C13,221.52,2.99,B
10,SA919X7XB05691-A96204B-R43-C14,171.3,2.95,B
10,SA919X7XB05691-A96204B-R43-C19,165.22,2.91,B
10,SA919X7XB05691-A96204B-R43-C20,193.48,2.92,B
10,SA919X7XB05691-A96204B-R43-C21,178.52,2.96,B
10,SA919X7XB05691-A96204B-R43-C23,191.71,2.96,B
10,SA919X7XB05691-A96204B-R43-C25,208.63,2.93,B
10,SA919X7XB05691-A96204B-R43-C28,203.71,2.94,B
10,SA919X7XB05691-A96204B-R43-C31,194.92,3.02,B
10,SA919X7XB05691-A96204B-R43-C32,179.38,2.98,B
10,SA919X7XB05691-A96204B-R43-C33,144.6,2.98,B
10,SA919X7XB05691-A96204B-R43-C34,100.75,2.9,B
10,SA919X7XB05691-A96204B-R43-C35,169.87,2.94,B
10,SA919X7XB05691-A96204B-R43-C36,103.37,2.99,B
10,SA919X7XB05691-A96204B-R43-C37,166.75,2.95,B
10,SA919X7XB05691-A96204B-R43-C42,168.19,2.9,B
10,SA919X7XB05691-A96204B-R43-C43,171.27,3,B
10,SA919X7XB05691-A96204B-R43-C44,210.86,2.97,B
10,SA919X7XB05691-A96204B-R43-C45,134.33,2.98,B
10,SA919X7XB05691-A96204B-R43-C46,184.57,2.93,B
10,SA919X7XB05691-A96204B-R43-C47,197.35,2.93,B
10,SA919X7XB05691-A96204B-R43-C48,187.33,2.89,B
10,SA919X7XB05691-A96204B-R43-C49,230,2.99,B
10,SA919X7XB05691-A96204B-R43-C54,165.33,2.96,B
10,SA919X7XB05691-A96204B-R43-C55,174.22,2.94,B
10,SA919X7XB05691-A96204B-R43-C56,166.94,2.96,B
10,SA919X7XB05691-A96204B-R43-C58,136.95,2.85,B
10,SA919X7XB05691-A96204B-R43-C59,111.76,2.91,B
10,SA919X7XB05691-A96204B-R43-C60,190.19,2.93,B
10,SA919X7XB05691-A96204B-R43-C63,164.32,3,B
10,SA919X7XB05691-A96204B-R43-C66,238.35,2.98,B
10,SA919X7XB05691-A96204B-R43-C67,191.59,2.9,B
10,SA919X7XB05691-A96204B-R43-C68,110.79,2.96,B
10,SA919X7XB05691-A96204B-R43-C70,97.21,3.03,B
10,SA919X7XB05691-A96204B-R44-C10,164.02,3,B
10,SA919X7XB05691-A96204B-R44-C14,188.48,2.96,B
10,SA919X7XB05691-A96204B-R44-C17,219.63,2.93,B
10,SA919X7XB05691-A96204B-R44-C18,167.49,2.96,B
10,SA919X7XB05691-A96204B-R44-C20,199.51,2.93,B
10,SA919X7XB05691-A96204B-R44-C23,199.19,2.86,B
10,SA919X7XB05691-A96204B-R44-C27,167.7,2.97,B
10,SA919X7XB05691-A96204B-R44-C28,209.22,2.95,B
10,SA919X7XB05691-A96204B-R44-C29,164.57,2.99,B
10,SA919X7XB05691-A96204B-R44-C31,225.27,2.96,B
10,SA919X7XB05691-A96204B-R44-C32,213.43,2.94,B
10,SA919X7XB05691-A96204B-R44-C35,190.97,2.97,B
10,SA919X7XB05691-A96204B-R44-C36,125.67,3.08,B
10,SA919X7XB05691-A96204B-R44-C37,161.48,3,B
10,SA919X7XB05691-A96204B-R44-C39,200.16,2.94,B
10,SA919X7XB05691-A96204B-R44-C40,203.35,2.93,B
10,SA919X7XB05691-A96204B-R44-C42,253.4,2.96,B
10,SA919X7XB05691-A96204B-R44-C44,208.89,2.91,B
10,SA919X7XB05691-A96204B-R44-C46,198.71,2.93,B
10,SA919X7XB05691-A96204B-R44-C50,163.87,2.93,B
10,SA919X7XB05691-A96204B-R44-C52,162.54,2.84,B
10,SA919X7XB05691-A96204B-R44-C59,185.06,3.02,B
10,SA919X7XB05691-A96204B-R44-C68,147,2.8,B
10,SA919X7XB05691-A96204B-R44-C69,155.86,2.94,B
10,SA919X7XB05691-A96204B-R44-C70,219.87,3.02,B
10,SA919X7XB05691-A96204B-R45-C10,136.38,2.88,B
10,SA919X7XB05691-A96204B-R45-C12,199.14,2.88,B
10,SA919X7XB05691-A96204B-R45-C13,329.84,2.99,B
10,SA919X7XB05691-A96204B-R45-C14,268.9,2.96,B
10,SA919X7XB05691-A96204B-R45-C16,181.37,2.96,B
10,SA919X7XB05691-A96204B-R45-C17,219.63,3.01,B
10,SA919X7XB05691-A96204B-R45-C18,150.17,3.06,B
10,SA919X7XB05691-A96204B-R45-C19,222.68,3.02,B
10,SA919X7XB05691-A96204B-R45-C20,182.35,3,B
10,SA919X7XB05691-A96204B-R45-C21,136.95,2.93,B
10,SA919X7XB05691-A96204B-R45-C24,227.62,2.92,B
10,SA919X7XB05691-A96204B-R45-C25,203.29,2.96,B
10,SA919X7XB05691-A96204B-R45-C27,139.13,2.96,B
10,SA919X7XB05691-A96204B-R45-C31,194.32,2.98,B
10,SA919X7XB05691-A96204B-R45-C32,212.33,2.96,B
10,SA919X7XB05691-A96204B-R45-C33,141.87,3.02,B
10,SA919X7XB05691-A96204B-R45-C36,103.6,2.9,B
10,SA919X7XB05691-A96204B-R45-C38,160.71,2.91,B
