chr,cell_id,mean_reads,mean_copy,clone_id
7,SA919X7XB05588-A98299A-R08-C63,219.17,2.93,C
7,SA919X7XB05588-A98299A-R09-C08,157.57,2.96,C
7,SA919X7XB05588-A98299A-R09-C09,170.94,2.94,C
7,SA919X7XB05588-A98299A-R09-C11,159.06,2.93,C
7,SA919X7XB05588-A98299A-R09-C12,143.07,2.96,C
7,SA919X7XB05588-A98299A-R09-C13,223.75,3,C
7,SA919X7XB05588-A98299A-R09-C15,145.73,3.02,C
7,SA919X7XB05588-A98299A-R09-C19,154.66,2.94,C
7,SA919X7XB05588-A98299A-R09-C20,116.31,2.89,C
7,SA919X7XB05588-A98299A-R09-C23,164.6,2.9,C
7,SA919X7XB05588-A98299A-R09-C25,192.24,2.98,C
7,SA919X7XB05588-A98299A-R09-C30,161.88,2.95,C
7,SA919X7XB05588-A98299A-R09-C40,162.72,2.96,C
7,SA919X7XB05588-A98299A-R09-C43,263.39,2.93,C
7,SA919X7XB05588-A98299A-R09-C44,178.64,2.96,C
7,SA919X7XB05588-A98299A-R09-C48,212.79,2.94,C
7,SA919X7XB05588-A98299A-R09-C52,176.58,2.97,C
7,SA919X7XB05588-A98299A-R09-C59,161.45,2.91,C
7,SA919X7XB05588-A98299A-R09-C61,207.65,3,C
7,SA919X7XB05588-A98299A-R09-C67,195.49,2.95,C
7,SA919X7XB05588-A98299A-R09-C68,94.1,2.97,C
7,SA919X7XB05588-A98299A-R09-C69,158.59,2.96,C
7,SA919X7XB05588-A98299A-R10-C20,144.91,2.91,C
7,SA919X7XB05588-A98299A-R10-C22,165.07,2.96,C
7,SA919X7XB05588-A98299A-R10-C24,221.3,2.93,C
7,SA919X7XB05588-A98299A-R10-C33,132.52,3.03,C
7,SA919X7XB05588-A98299A-R10-C35,226.31,2.94,C
7,SA919X7XB05588-A98299A-R10-C36,186.22,2.95,C
7,SA919X7XB05588-A98299A-R10-C38,107.79,2.91,C
7,SA919X7XB05588-A98299A-R10-C40,207.45,2.89,C
7,SA919X7XB05588-A98299A-R10-C43,245.33,2.89,C
7,SA919X7XB05588-A98299A-R10-C44,207.07,2.95,C
7,SA919X7XB05588-A98299A-R10-C48,196.96,2.94,C
7,SA919X7XB05588-A98299A-R10-C49,179.85,2.97,C
7,SA919X7XB05588-A98299A-R10-C51,232.78,2.93,C
7,SA919X7XB05588-A98299A-R10-C59,207.02,2.98,B
7,SA919X7XB05588-A98299A-R10-C61,232.99,2.91,C
7,SA919X7XB05588-A98299A-R10-C63,232.26,2.95,C
7,SA919X7XB05588-A98299A-R10-C64,196.59,2.97,B
7,SA919X7XB05588-A98299A-R10-C68,213.05,2.97,B
7,SA919X7XB05588-A98299A-R10-C70,217.97,2.95,B
7,SA919X7XB05588-A98299A-R11-C09,196.3,2.97,C
7,SA919X7XB05588-A98299A-R11-C13,242.03,3,C
7,SA919X7XB05588-A98299A-R11-C21,203.56,2.97,C
7,SA919X7XB05588-A98299A-R11-C24,218.88,2.94,C
7,SA919X7XB05588-A98299A-R11-C30,211.34,2.94,C
7,SA919X7XB05588-A98299A-R11-C31,214.18,2.98,C
7,SA919X7XB05588-A98299A-R11-C32,192.63,2.96,C
7,SA919X7XB05588-A98299A-R11-C33,130.93,2.98,C
7,SA919X7XB05588-A98299A-R11-C40,204.17,2.96,C
7,SA919X7XB05588-A98299A-R11-C48,200.83,2.96,C
7,SA919X7XB05588-A98299A-R11-C68,131.38,2.91,C
7,SA919X7XB05588-A98299A-R12-C17,219.69,2.95,C
7,SA919X7XB05588-A98299A-R12-C19,175.94,2.93,C
7,SA919X7XB05588-A98299A-R12-C22,167.08,3.02,C
7,SA919X7XB05588-A98299A-R12-C23,229.8,2.91,C
7,SA919X7XB05588-A98299A-R12-C25,316.15,2.98,C
7,SA919X7XB05588-A98299A-R12-C28,203,2.97,C
7,SA919X7XB05588-A98299A-R12-C30,163.68,7.22,B
7,SA919X7XB05588-A98299A-R12-C35,296.46,3,C
7,SA919X7XB05588-A98299A-R12-C36,262.57,3.04,C
7,SA919X7XB05588-A98299A-R12-C41,222.19,2.98,C
7,SA919X7XB05588-A98299A-R12-C45,101.08,3.04,C
7,SA919X7XB05588-A98299A-R12-C46,231.96,3,C
7,SA919X7XB05588-A98299A-R12-C47,232.44,2.92,C
7,SA919X7XB05588-A98299A-R12-C51,231.63,2.91,C
7,SA919X7XB05588-A98299A-R12-C55,215.54,2.92,C
7,SA919X7XB05588-A98299A-R12-C57,228,2.93,C
7,SA919X7XB05588-A98299A-R12-C60,231.87,2.95,C
7,SA919X7XB05588-A98299A-R12-C67,235.93,2.98,C
7,SA919X7XB05588-A98299A-R12-C69,204.54,2.97,C
7,SA919X7XB05588-A98299A-R12-C70,197.55,2.95,C
7,SA919X7XB05588-A98299A-R13-C13,206.85,2.93,C
7,SA919X7XB05588-A98299A-R13-C14,189.57,2.93,C
7,SA919X7XB05588-A98299A-R13-C23,119.87,2.99,C
7,SA919X7XB05588-A98299A-R13-C27,143.86,2.88,C
7,SA919X7XB05588-A98299A-R13-C30,184.29,3.05,C
7,SA919X7XB05588-A98299A-R13-C31,193.4,2.97,C
7,SA919X7XB05588-A98299A-R13-C36,131.85,2.49,C
7,SA919X7XB05588-A98299A-R13-C49,194.83,2.99,C
7,SA919X7XB05588-A98299A-R13-C51,186.74,2.99,C
7,SA919X7XB05588-A98299A-R13-C56,187.66,3.01,C
7,SA919X7XB05588-A98299A-R13-C60,193.48,2.96,C
7,SA919X7XB05588-A98299A-R13-C67,166.93,2.93,C
7,SA919X7XB05588-A98299A-R14-C11,176.48,2.99,C
7,SA919X7XB05588-A98299A-R14-C13,239.16,2.95,C
7,SA919X7XB05588-A98299A-R14-C14,213.24,2.91,C
7,SA919X7XB05588-A98299A-R14-C16,214.68,2.98,C
7,SA919X7XB05588-A98299A-R14-C17,176.66,2.87,C
7,SA919X7XB05588-A98299A-R14-C19,144.51,2.97,C
7,SA919X7XB05588-A98299A-R14-C21,186.93,2.95,C
7,SA919X7XB05588-A98299A-R14-C22,171.44,3.1,C
7,SA919X7XB05588-A98299A-R14-C23,216.63,2.86,B
7,SA919X7XB05588-A98299A-R14-C24,228.32,2.94,C
7,SA919X7XB05588-A98299A-R14-C25,236.56,2.96,C
7,SA919X7XB05588-A98299A-R14-C27,173.01,3,C
7,SA919X7XB05588-A98299A-R14-C28,212.16,3,C
7,SA919X7XB05588-A98299A-R14-C31,232.03,2.99,C
7,SA919X7XB05588-A98299A-R14-C35,240.1,2.91,C
7,SA919X7XB05588-A98299A-R14-C37,201.32,2.95,B
7,SA919X7XB05588-A98299A-R14-C38,122.83,2.96,B
7,SA919X7XB05588-A98299A-R14-C41,262.02,2.91,B
7,SA919X7XB05588-A98299A-R14-C51,238.58,2.93,C
7,SA919X7XB05588-A98299A-R14-C54,193.05,2.95,C
7,SA919X7XB05588-A98299A-R14-C59,205.97,2.94,C
7,SA919X7XB05588-A98299A-R14-C64,208.59,2.92,C
7,SA919X7XB05588-A98299A-R14-C67,233.23,2.99,C
7,SA919X7XB05588-A98299A-R14-C70,166.4,2.93,C
7,SA919X7XB05588-A98299A-R15-C12,192.52,2.96,C
7,SA919X7XB05588-A98299A-R15-C14,236.47,2.93,C
7,SA919X7XB05588-A98299A-R15-C16,233.65,2.94,C
7,SA919X7XB05588-A98299A-R15-C37,201.04,2.89,C
7,SA919X7XB05588-A98299A-R15-C38,90.69,2.08,C
7,SA919X7XB05588-A98299A-R15-C39,225.2,2.93,C
7,SA919X7XB05588-A98299A-R15-C46,204.17,2.95,C
7,SA919X7XB05588-A98299A-R15-C52,159.07,2.87,C
7,SA919X7XB05588-A98299A-R15-C56,227.51,2.87,C
7,SA919X7XB05588-A98299A-R15-C70,204.54,2.97,C
7,SA919X7XB05588-A98299A-R16-C07,187.75,2.96,C
7,SA919X7XB05588-A98299A-R16-C09,227.3,2.95,C
7,SA919X7XB05588-A98299A-R16-C14,231.42,2.96,C
7,SA919X7XB05588-A98299A-R16-C16,184.95,2.98,C
7,SA919X7XB05588-A98299A-R16-C22,127.59,2.91,B
7,SA919X7XB05588-A98299A-R16-C24,188.43,2.9,C
7,SA919X7XB05588-A98299A-R16-C25,185.49,2.88,C
7,SA919X7XB05588-A98299A-R16-C29,164.83,2.87,C
7,SA919X7XB05588-A98299A-R16-C32,183.14,3,C
7,SA919X7XB05588-A98299A-R16-C36,152.48,2.92,C
7,SA919X7XB05588-A98299A-R16-C38,95.5,2.98,C
7,SA919X7XB05588-A98299A-R16-C39,195.29,2.98,C
7,SA919X7XB05588-A98299A-R16-C47,191.11,2.97,C
7,SA919X7XB05588-A98299A-R16-C48,177.85,2.96,C
7,SA919X7XB05588-A98299A-R16-C49,155.88,2.99,C
7,SA919X7XB05588-A98299A-R16-C64,168.88,2.96,C
7,SA919X7XB05588-A98299A-R16-C65,126.69,2.86,C
7,SA919X7XB05588-A98299A-R16-C70,160.85,2.94,C
7,SA919X7XB05588-A98299A-R17-C13,212.9,2.92,C
7,SA919X7XB05588-A98299A-R17-C14,201.5,2.92,C
7,SA919X7XB05588-A98299A-R17-C17,205.14,2.99,C
7,SA919X7XB05588-A98299A-R17-C21,198.77,2.9,C
7,SA919X7XB05588-A98299A-R17-C24,227.3,3.04,C
7,SA919X7XB05588-A98299A-R17-C27,172.88,2.91,C
7,SA919X7XB05588-A98299A-R17-C31,176.28,2.8,C
7,SA919X7XB05588-A98299A-R17-C32,193.86,2.91,C
7,SA919X7XB05588-A98299A-R17-C33,119.8,2.95,C
7,SA919X7XB05588-A98299A-R17-C35,224.31,2.94,C
7,SA919X7XB05588-A98299A-R17-C36,165.17,3,C
7,SA919X7XB05588-A98299A-R17-C37,196.82,2.97,C
7,SA919X7XB05588-A98299A-R17-C39,210.54,2.93,C
7,SA919X7XB05588-A98299A-R17-C41,205.59,2.97,C
7,SA919X7XB05588-A98299A-R17-C44,213.26,2.89,C
7,SA919X7XB05588-A98299A-R17-C48,208.82,2.97,B
7,SA919X7XB05588-A98299A-R17-C51,235.37,2.95,C
7,SA919X7XB05588-A98299A-R17-C54,190.01,2.99,C
7,SA919X7XB05588-A98299A-R17-C57,207.53,3,C
7,SA919X7XB05588-A98299A-R17-C60,215.02,2.98,C
7,SA919X7XB05588-A98299A-R17-C67,217.8,2.95,C
7,SA919X7XB05588-A98299A-R17-C69,168.42,3.01,C
7,SA919X7XB05588-A98299A-R18-C08,197.12,2.93,C
7,SA919X7XB05588-A98299A-R18-C09,199.48,2.94,C
7,SA919X7XB05588-A98299A-R18-C14,209.78,2.95,C
7,SA919X7XB05588-A98299A-R18-C15,182.68,2.94,C
7,SA919X7XB05588-A98299A-R18-C21,191.91,2.98,C
7,SA919X7XB05588-A98299A-R18-C27,104.68,3.19,C
7,SA919X7XB05588-A98299A-R18-C28,190.34,2.98,C
7,SA919X7XB05588-A98299A-R18-C29,180.08,2.9,B
7,SA919X7XB05588-A98299A-R18-C30,234.75,2.99,C
7,SA919X7XB05588-A98299A-R18-C32,187.13,2.94,C
7,SA919X7XB05588-A98299A-R18-C36,151.59,2.95,C
7,SA919X7XB05588-A98299A-R18-C37,177.44,2.98,C
7,SA919X7XB05588-A98299A-R18-C38,100.59,3.01,C
7,SA919X7XB05588-A98299A-R18-C39,175.5,2.95,C
7,SA919X7XB05588-A98299A-R18-C40,186.65,2.93,C
7,SA919X7XB05588-A98299A-R18-C48,189.65,3.01,C
7,SA919X7XB05588-A98299A-R18-C52,159.45,3.01,C
7,SA919X7XB05588-A98299A-R18-C59,189.47,2.94,C
7,SA919X7XB05588-A98299A-R18-C60,185.5,2.89,C
7,SA919X7XB05588-A98299A-R18-C67,202.78,2.98,C
7,SA919X7XB05588-A98299A-R19-C09,104.85,3.01,C
7,SA919X7XB05588-A98299A-R19-C12,99.46,3.08,C
7,SA919X7XB05588-A98299A-R19-C15,93.39,3.01,C
7,SA919X7XB05588-A98299A-R19-C21,99.45,3.06,C
7,SA919X7XB05588-A98299A-R19-C31,102.78,2.92,C
7,SA919X7XB05588-A98299A-R19-C32,94.97,2.93,C
7,SA919X7XB05588-A98299A-R19-C41,91.14,2.92,C
7,SA919X7XB05588-A98299A-R19-C51,109.5,2.97,C
7,SA919X7XB05588-A98299A-R19-C54,94.97,2.95,C
7,SA919X7XB05588-A98299A-R19-C55,94.51,2.93,C
7,SA919X7XB05588-A98299A-R19-C57,97.09,2.91,C
7,SA919X7XB05588-A98299A-R19-C63,102.05,3.02,C
7,SA919X7XB05588-A98299A-R19-C64,99.77,2.96,C
7,SA919X7XB05588-A98299A-R19-C67,109.1,3.01,C
7,SA919X7XB05588-A98299A-R19-C68,89.48,2.98,C
7,SA919X7XB05588-A98299A-R20-C13,166.71,2.98,C
7,SA919X7XB05588-A98299A-R20-C27,219.12,2.88,C
7,SA919X7XB05588-A98299A-R20-C29,201.85,2.99,C
7,SA919X7XB05588-A98299A-R20-C31,203.48,2.88,C
7,SA919X7XB05588-A98299A-R20-C33,108.93,2.98,C
7,SA919X7XB05588-A98299A-R20-C36,182.05,2.94,C
7,SA919X7XB05588-A98299A-R20-C37,199.35,2.98,C
7,SA919X7XB05588-A98299A-R20-C38,120.87,2.99,C
7,SA919X7XB05588-A98299A-R20-C40,248.17,3.1,C
7,SA919X7XB05588-A98299A-R20-C43,254.35,2.93,C
7,SA919X7XB05588-A98299A-R20-C44,199.75,2.97,C
7,SA919X7XB05588-A98299A-R20-C46,189.78,2.94,C
7,SA919X7XB05588-A98299A-R20-C49,166.76,3,C
7,SA919X7XB05588-A98299A-R20-C52,134.75,2.97,C
7,SA919X7XB05588-A98299A-R20-C55,250,3,C
7,SA919X7XB05588-A98299A-R20-C57,203.15,2.92,C
7,SA919X7XB05588-A98299A-R20-C59,206.77,2.91,C
7,SA919X7XB05588-A98299A-R20-C68,205.84,3,C
7,SA919X7XB05588-A98299A-R20-C69,179.25,2.96,C
7,SA919X7XB05588-A98299A-R20-C70,210.3,3,C
7,SA919X7XB05588-A98299A-R21-C09,130.95,2.97,C
7,SA919X7XB05588-A98299A-R21-C15,154.6,2.95,C
7,SA919X7XB05588-A98299A-R21-C16,165.13,2.99,C
7,SA919X7XB05588-A98299A-R21-C22,130.03,3,C
7,SA919X7XB05588-A98299A-R21-C27,133.91,2.99,C
7,SA919X7XB05588-A98299A-R21-C28,154.71,2.94,C
7,SA919X7XB05588-A98299A-R21-C31,138.68,3.01,C
7,SA919X7XB05588-A98299A-R21-C35,100.06,2.8,C
7,SA919X7XB05588-A98299A-R21-C37,148.36,2.94,B
7,SA919X7XB05588-A98299A-R21-C39,148.22,2.98,C
7,SA919X7XB05588-A98299A-R21-C46,121.55,3.03,C
7,SA919X7XB05588-A98299A-R21-C47,136.41,2.92,C
7,SA919X7XB05588-A98299A-R21-C49,136.58,3,C
7,SA919X7XB05588-A98299A-R21-C54,140.43,2.97,C
7,SA919X7XB05588-A98299A-R21-C61,170.88,3.03,C
7,SA919X7XB05588-A98299A-R21-C64,146.58,2.95,C
7,SA919X7XB05588-A98299A-R21-C65,101.06,3,C
7,SA919X7XB05588-A98299A-R21-C68,115.97,2.94,C
7,SA919X7XB05588-A98299A-R22-C09,157.96,3,C
7,SA919X7XB05588-A98299A-R22-C14,162.3,2.93,C
7,SA919X7XB05588-A98299A-R22-C22,103.95,3,C
7,SA919X7XB05588-A98299A-R22-C27,137.43,2.88,C
7,SA919X7XB05588-A98299A-R22-C28,166.24,2.97,B
7,SA919X7XB05588-A98299A-R22-C31,168.97,3.01,C
7,SA919X7XB05588-A98299A-R22-C38,93.93,2.99,C
7,SA919X7XB05588-A98299A-R22-C40,134.93,2.98,C
7,SA919X7XB05588-A98299A-R22-C43,179.06,2.93,C
7,SA919X7XB05588-A98299A-R22-C46,179.82,2.85,C
7,SA919X7XB05588-A98299A-R22-C48,139.93,2.93,C
7,SA919X7XB05588-A98299A-R22-C51,170.6,3.01,C
7,SA919X7XB05588-A98299A-R22-C55,173.98,3.03,C
7,SA919X7XB05588-A98299A-R22-C57,145.03,2.94,C
7,SA919X7XB05588-A98299A-R22-C61,162.82,2.93,C
7,SA919X7XB05588-A98299A-R22-C64,141.93,3.02,C
7,SA919X7XB05588-A98299A-R22-C67,164.02,2.95,C
7,SA919X7XB05588-A98299A-R22-C70,161.85,3.02,B
7,SA919X7XB05588-A98299A-R23-C09,254.6,2.93,C
7,SA919X7XB05588-A98299A-R23-C13,183.93,3.06,C
7,SA919X7XB05588-A98299A-R23-C16,221.77,2.95,C
7,SA919X7XB05588-A98299A-R23-C23,213.5,2.94,C
7,SA919X7XB05588-A98299A-R23-C27,178.88,2.91,C
7,SA919X7XB05588-A98299A-R23-C28,117.44,2.93,C
7,SA919X7XB05588-A98299A-R23-C30,148.84,2.8,C
7,SA919X7XB05588-A98299A-R23-C33,121.51,2.96,C
7,SA919X7XB05588-A98299A-R23-C47,201.19,2.98,C
7,SA919X7XB05588-A98299A-R23-C48,221.18,2.99,C
7,SA919X7XB05588-A98299A-R23-C49,165.49,2.9,C
7,SA919X7XB05588-A98299A-R23-C69,157.55,3.03,C
7,SA919X7XB05588-A98299A-R24-C17,215.15,2.91,C
7,SA919X7XB05588-A98299A-R24-C55,221.45,2.96,C
7,SA919X7XB05588-A98299A-R24-C57,216.11,2.95,C
7,SA919X7XB05588-A98299A-R24-C59,197.33,2.93,C
7,SA919X7XB05588-A98299A-R24-C61,226.25,2.97,C
7,SA919X7XB05588-A98299A-R24-C70,188.55,2.94,C
7,SA919X7XB05588-A98299A-R25-C22,127.18,2.99,C
7,SA919X7XB05588-A98299A-R25-C32,175.18,2.91,C
7,SA919X7XB05588-A98299A-R25-C51,187.32,2.93,C
7,SA919X7XB05588-A98299A-R25-C52,130.45,2.89,C
7,SA919X7XB05588-A98299A-R25-C55,211.14,2.97,C
7,SA919X7XB05588-A98299A-R25-C56,182.25,3.02,C
7,SA919X7XB05588-A98299A-R25-C60,165.9,2.98,C
7,SA919X7XB05588-A98299A-R25-C64,183.21,2.96,C
7,SA919X7XB05588-A98299A-R25-C65,99.22,3.02,C
7,SA919X7XB05588-A98299A-R26-C38,107.31,3.11,C
7,SA919X7XB05588-A98299A-R26-C46,190.66,2.99,C
7,SA919X7XB05588-A98299A-R26-C48,168.17,2.95,C
7,SA919X7XB05588-A98299A-R26-C49,152.63,3.01,C
7,SA919X7XB05588-A98299A-R26-C55,188.66,2.97,C
7,SA919X7XB05588-A98299A-R26-C59,172.57,3,C
7,SA919X7XB05588-A98299A-R26-C65,116.09,2.99,C
7,SA919X7XB05588-A98299A-R27-C07,182.48,2.96,C
7,SA919X7XB05588-A98299A-R27-C08,188.28,2.97,C
7,SA919X7XB05588-A98299A-R27-C24,206.49,2.97,C
7,SA919X7XB05588-A98299A-R27-C32,187.25,2.94,C
7,SA919X7XB05588-A98299A-R27-C44,177.41,2.98,C
7,SA919X7XB05588-A98299A-R27-C46,208.48,3.02,B
7,SA919X7XB05588-A98299A-R27-C56,200.38,2.9,C
7,SA919X7XB05588-A98299A-R27-C59,159.12,2.89,C
7,SA919X7XB05588-A98299A-R27-C61,181.26,2.99,C
7,SA919X7XB05588-A98299A-R27-C63,190.52,2.92,C
7,SA919X7XB05588-A98299A-R27-C68,156.62,2.92,C
7,SA919X7XB05588-A98299A-R28-C32,185.32,2.95,C
7,SA919X7XB05588-A98299A-R28-C40,186.9,2.94,C
7,SA919X7XB05588-A98299A-R28-C44,167.28,3.04,B
7,SA919X7XB05588-A98299A-R28-C47,183.56,3.02,C
7,SA919X7XB05588-A98299A-R28-C49,104.94,2.97,C
7,SA919X7XB05588-A98299A-R28-C51,216.62,2.94,C
7,SA919X7XB05588-A98299A-R28-C59,184.09,2.95,C
7,SA919X7XB05588-A98299A-R28-C63,208.78,2.9,C
7,SA919X7XB05588-A98299A-R28-C68,135.82,2.96,C
7,SA919X7XB05588-A98299A-R28-C69,164.01,3.01,B
7,SA919X7XB05588-A98299A-R28-C70,124.18,2.78,C
7,SA919X7XB05588-A98299A-R29-C07,195.69,2.99,C
7,SA919X7XB05588-A98299A-R29-C19,165.28,2.87,C
7,SA919X7XB05588-A98299A-R29-C21,197.29,2.97,C
7,SA919X7XB05588-A98299A-R29-C41,196.9,2.96,C
7,SA919X7XB05588-A98299A-R29-C46,192.46,2.87,C
7,SA919X7XB05588-A98299A-R29-C47,195.27,2.99,C
7,SA919X7XB05588-A98299A-R29-C51,216.58,2.96,C
7,SA919X7XB05588-A98299A-R29-C55,155.35,2.9,C
7,SA919X7XB05588-A98299A-R29-C59,187.08,3.02,C
7,SA919X7XB05588-A98299A-R29-C64,211.27,3.01,C
7,SA919X7XB05588-A98299A-R29-C65,126.85,3.05,C
7,SA919X7XB05588-A98299A-R29-C69,160.54,2.96,C
7,SA919X7XB05588-A98299A-R29-C70,159.28,3.05,C
7,SA919X7XB05588-A98299A-R30-C07,157.29,2.95,C
7,SA919X7XB05588-A98299A-R30-C35,157.58,2.96,C
7,SA919X7XB05588-A98299A-R30-C46,148,2.91,B
7,SA919X7XB05588-A98299A-R30-C48,146.22,2.94,C
7,SA919X7XB05588-A98299A-R30-C49,131.94,2.97,C
7,SA919X7XB05588-A98299A-R30-C54,140.37,2.99,C
7,SA919X7XB05588-A98299A-R30-C60,151.58,2.95,C
7,SA919X7XB05691-A96204B-R29-C07,341.52,2.95,B
7,SA919X7XB05691-A96204B-R29-C08,339.97,2.93,B
7,SA919X7XB05691-A96204B-R29-C12,382.84,2.97,B
7,SA919X7XB05691-A96204B-R29-C15,340.89,2.88,B
7,SA919X7XB05691-A96204B-R29-C16,363.27,2.9,B
7,SA919X7XB05691-A96204B-R29-C17,356.39,2.93,B
7,SA919X7XB05691-A96204B-R29-C18,232.17,2.94,B
7,SA919X7XB05691-A96204B-R29-C20,338.06,2.92,B
7,SA919X7XB05691-A96204B-R29-C22,330.39,2.93,B
7,SA919X7XB05691-A96204B-R29-C23,347.42,2.89,B
7,SA919X7XB05691-A96204B-R29-C29,290.18,2.89,B
7,SA919X7XB05691-A96204B-R29-C30,294.83,2.89,B
7,SA919X7XB05691-A96204B-R29-C32,355.81,2.96,B
7,SA919X7XB05691-A96204B-R29-C33,217.57,2.99,B
7,SA919X7XB05691-A96204B-R29-C34,205.82,2.93,B
7,SA919X7XB05691-A96204B-R29-C35,501.3,2.94,B
7,SA919X7XB05691-A96204B-R29-C36,197.98,2.93,B
7,SA919X7XB05691-A96204B-R29-C38,278.95,2.89,B
7,SA919X7XB05691-A96204B-R29-C40,323.5,2.89,B
7,SA919X7XB05691-A96204B-R29-C41,336.97,2.92,B
7,SA919X7XB05691-A96204B-R29-C43,344.83,2.9,B
7,SA919X7XB05691-A96204B-R29-C44,468.92,2.94,B
7,SA919X7XB05691-A96204B-R29-C45,218.92,2.94,B
7,SA919X7XB05691-A96204B-R29-C48,337.2,2.87,B
7,SA919X7XB05691-A96204B-R29-C49,308.95,2.95,B
7,SA919X7XB05691-A96204B-R29-C54,328.47,2.87,B
7,SA919X7XB05691-A96204B-R29-C57,352.15,2.95,B
7,SA919X7XB05691-A96204B-R29-C58,467.28,2.96,B
7,SA919X7XB05691-A96204B-R29-C63,358.55,2.93,B
7,SA919X7XB05691-A96204B-R29-C65,208.25,3.02,B
7,SA919X7XB05691-A96204B-R29-C68,291.75,2.9,B
7,SA919X7XB05691-A96204B-R29-C69,304.32,2.9,B
7,SA919X7XB05691-A96204B-R30-C07,279.42,2.9,B
7,SA919X7XB05691-A96204B-R30-C09,342.15,3.03,B
7,SA919X7XB05691-A96204B-R30-C10,196.65,2.96,B
7,SA919X7XB05691-A96204B-R30-C11,326.02,2.93,B
7,SA919X7XB05691-A96204B-R30-C12,218.87,2.94,B
7,SA919X7XB05691-A96204B-R30-C14,252.48,2.91,B
7,SA919X7XB05691-A96204B-R30-C19,222.26,2.94,B
7,SA919X7XB05691-A96204B-R30-C22,262.04,2.89,B
7,SA919X7XB05691-A96204B-R30-C28,367.6,2.92,B
7,SA919X7XB05691-A96204B-R30-C33,205.66,2.97,B
7,SA919X7XB05691-A96204B-R30-C35,255,2.91,B
7,SA919X7XB05691-A96204B-R30-C37,222.37,2.95,B
7,SA919X7XB05691-A96204B-R30-C41,269.59,2.92,B
7,SA919X7XB05691-A96204B-R30-C42,262.76,2.94,B
7,SA919X7XB05691-A96204B-R30-C45,145.3,2.86,B
7,SA919X7XB05691-A96204B-R30-C48,238.32,2.94,B
7,SA919X7XB05691-A96204B-R30-C49,256.21,2.97,B
7,SA919X7XB05691-A96204B-R30-C57,283.44,2.87,B
7,SA919X7XB05691-A96204B-R30-C58,381.66,2.99,B
7,SA919X7XB05691-A96204B-R31-C10,211.73,2.93,B
7,SA919X7XB05691-A96204B-R31-C12,273.55,2.91,B
7,SA919X7XB05691-A96204B-R31-C21,246,2.92,B
7,SA919X7XB05691-A96204B-R31-C22,255.78,2.94,B
7,SA919X7XB05691-A96204B-R31-C23,311.4,3.1,B
7,SA919X7XB05691-A96204B-R31-C25,278.12,2.85,B
7,SA919X7XB05691-A96204B-R31-C26,256.55,2.96,B
7,SA919X7XB05691-A96204B-R31-C33,181.7,3.01,B
7,SA919X7XB05691-A96204B-R31-C36,172.15,2.9,B
7,SA919X7XB05691-A96204B-R31-C37,251.17,2.9,B
7,SA919X7XB05691-A96204B-R31-C39,261.65,2.99,B
7,SA919X7XB05691-A96204B-R31-C41,289.78,2.93,B
7,SA919X7XB05691-A96204B-R31-C44,295.5,2.88,B
7,SA919X7XB05691-A96204B-R31-C45,177.47,3.01,B
7,SA919X7XB05691-A96204B-R31-C47,264.19,2.94,B
7,SA919X7XB05691-A96204B-R31-C49,271.61,2.94,B
7,SA919X7XB05691-A96204B-R31-C50,216.68,2.92,B
7,SA919X7XB05691-A96204B-R31-C51,199.01,2.96,B
7,SA919X7XB05691-A96204B-R31-C53,111.34,3.01,B
7,SA919X7XB05691-A96204B-R31-C55,210.84,2.92,B
7,SA919X7XB05691-A96204B-R31-C63,245.24,2.87,B
7,SA919X7XB05691-A96204B-R31-C65,148.4,2.93,B
7,SA919X7XB05691-A96204B-R31-C68,188.53,3.02,B
7,SA919X7XB05691-A96204B-R32-C10,216.9,2.93,B
7,SA919X7XB05691-A96204B-R32-C16,286.61,2.96,B
7,SA919X7XB05691-A96204B-R32-C17,232.26,2.89,B
7,SA919X7XB05691-A96204B-R32-C20,309.1,2.95,B
7,SA919X7XB05691-A96204B-R32-C21,142.07,2.96,B
7,SA919X7XB05691-A96204B-R32-C22,208.38,2.9,B
7,SA919X7XB05691-A96204B-R32-C25,277.67,2.92,B
7,SA919X7XB05691-A96204B-R32-C26,246.95,2.93,B
7,SA919X7XB05691-A96204B-R32-C32,318.02,2.94,B
7,SA919X7XB05691-A96204B-R32-C33,161.02,2.94,B
7,SA919X7XB05691-A96204B-R32-C34,167.77,2.93,B
7,SA919X7XB05691-A96204B-R32-C36,176.9,2.9,B
7,SA919X7XB05691-A96204B-R32-C39,285.68,2.95,B
7,SA919X7XB05691-A96204B-R32-C40,270.14,2.9,B
7,SA919X7XB05691-A96204B-R32-C41,280.81,2.94,B
7,SA919X7XB05691-A96204B-R32-C44,305.57,2.95,B
7,SA919X7XB05691-A96204B-R32-C50,252.51,2.9,B
7,SA919X7XB05691-A96204B-R32-C51,155.61,2.95,B
7,SA919X7XB05691-A96204B-R32-C54,261.95,2.91,B
7,SA919X7XB05691-A96204B-R32-C56,233.44,3.05,B
7,SA919X7XB05691-A96204B-R32-C59,276.16,2.93,B
7,SA919X7XB05691-A96204B-R32-C61,249.47,2.94,B
7,SA919X7XB05691-A96204B-R32-C62,247.94,2.94,B
7,SA919X7XB05691-A96204B-R32-C63,271.35,2.94,B
7,SA919X7XB05691-A96204B-R32-C64,299.39,2.93,B
7,SA919X7XB05691-A96204B-R33-C10,193.47,2.94,B
