chr,cell_id,total_reads,total_copy,clone_id
10,SA919X7XB05691-A96204B-R29-C33,14681,192.298753372698,B
10,SA919X7XB05691-A96204B-R29-C34,13668,185.573759602969,B
10,SA919X7XB05691-A96204B-R29-C35,33433,187.326635551933,B
10,SA919X7XB05691-A96204B-R29-C36,13612,190.91725008289,B
10,SA919X7XB05691-A96204B-R29-C38,18317,180.808541081318,B
10,SA919X7XB05691-A96204B-R29-C40,21286,182.332522048052,B
10,SA919X7XB05691-A96204B-R29-C41,22472,186.185824727911,B
10,SA919X7XB05691-A96204B-R29-C43,22666,182.953380852578,B
10,SA919X7XB05691-A96204B-R29-C44,31374,186.975426462105,B
10,SA919X7XB05691-A96204B-R29-C45,14096,180.810298099232,B
10,SA919X7XB05691-A96204B-R29-C48,22685,184.592215373119,B
10,SA919X7XB05691-A96204B-R29-C49,19942,181.398302796277,B
10,SA919X7XB05691-A96204B-R29-C54,21059,176.604646124819,B
10,SA919X7XB05691-A96204B-R29-C57,23466,187.690967861859,B
10,SA919X7XB05691-A96204B-R29-C58,31224,188.752509582889,B
10,SA919X7XB05691-A96204B-R29-C63,24272,189.926067663345,B
10,SA919X7XB05691-A96204B-R29-C65,12923,179.772090949372,B
10,SA919X7XB05691-A96204B-R29-C68,19168,181.825554239348,B
10,SA919X7XB05691-A96204B-R29-C69,20232,184.217054661218,B
10,SA919X7XB05691-A96204B-R30-C07,18290,181.631303389153,B
10,SA919X7XB05691-A96204B-R30-C09,21397,180.801831516037,B
10,SA919X7XB05691-A96204B-R30-C10,12619,181.159205353115,B
10,SA919X7XB05691-A96204B-R30-C11,22347,190.690711688482,B
10,SA919X7XB05691-A96204B-R30-C12,15627,200.28329812474,B
10,SA919X7XB05691-A96204B-R30-C14,16723,184.146168813938,B
10,SA919X7XB05691-A96204B-R30-C19,15183,192.130809559965,B
10,SA919X7XB05691-A96204B-R30-C22,17552,184.913474277141,B
10,SA919X7XB05691-A96204B-R30-C28,24666,187.273782590729,B
10,SA919X7XB05691-A96204B-R30-C33,13439,184.734876331584,B
10,SA919X7XB05691-A96204B-R30-C35,16892,184.459018721562,B
10,SA919X7XB05691-A96204B-R30-C37,14868,188.459858593781,B
10,SA919X7XB05691-A96204B-R30-C41,17858,183.809405679349,B
10,SA919X7XB05691-A96204B-R30-C42,17528,187.688513755054,B
10,SA919X7XB05691-A96204B-R30-C45,9247,174.203401962079,B
10,SA919X7XB05691-A96204B-R30-C48,15713,185.72397594471,B
10,SA919X7XB05691-A96204B-R30-C49,16529,183.690288765001,B
10,SA919X7XB05691-A96204B-R30-C57,19491,189.133147982325,B
10,SA919X7XB05691-A96204B-R30-C58,24640,184.444224020441,B
10,SA919X7XB05691-A96204B-R31-C10,13887,182.735229240116,B
10,SA919X7XB05691-A96204B-R31-C12,18215,186.029630804726,B
10,SA919X7XB05691-A96204B-R31-C21,16551,188.05649456663,B
10,SA919X7XB05691-A96204B-R31-C22,17421,191.32492527284,B
10,SA919X7XB05691-A96204B-R31-C23,19729,186.803183705106,B
10,SA919X7XB05691-A96204B-R31-C25,18295,179.598199986287,B
10,SA919X7XB05691-A96204B-R31-C26,16976,185.978514296172,B
10,SA919X7XB05691-A96204B-R31-C33,11504,183.216321142692,B
10,SA919X7XB05691-A96204B-R31-C36,11861,191.254447419152,B
10,SA919X7XB05691-A96204B-R31-C37,16625,184.284922275869,B
10,SA919X7XB05691-A96204B-R31-C39,17025,186.306611779792,B
10,SA919X7XB05691-A96204B-R31-C41,19049,183.617416647453,B
10,SA919X7XB05691-A96204B-R31-C44,19542,182.857622260419,B
10,SA919X7XB05691-A96204B-R31-C45,11702,189.199515477503,B
10,SA919X7XB05691-A96204B-R31-C47,17165,182.896222372631,B
10,SA919X7XB05691-A96204B-R31-C49,18199,187.540254183792,B
10,SA919X7XB05691-A96204B-R31-C50,14437,185.388718200624,B
10,SA919X7XB05691-A96204B-R31-C51,13019,183.991274792942,B
10,SA919X7XB05691-A96204B-R31-C53,7285,187.111224922438,B
10,SA919X7XB05691-A96204B-R31-C55,14583,192.889717663223,B
10,SA919X7XB05691-A96204B-R31-C63,16341,182.612399136309,B
10,SA919X7XB05691-A96204B-R31-C65,10442,194.109905360369,B
10,SA919X7XB05691-A96204B-R31-C68,11994,180.299307896258,B
10,SA919X7XB05691-A96204B-R32-C10,14512,185.0356701193,B
10,SA919X7XB05691-A96204B-R32-C16,19290,189.868506677732,B
10,SA919X7XB05691-A96204B-R32-C17,15690,185.449017653217,B
10,SA919X7XB05691-A96204B-R32-C20,19999,182.103883438086,B
10,SA919X7XB05691-A96204B-R32-C21,9597,191.591524247963,B
10,SA919X7XB05691-A96204B-R32-C22,13628,183.182582997851,B
10,SA919X7XB05691-A96204B-R32-C25,18521,185.911026368546,B
10,SA919X7XB05691-A96204B-R32-C26,16459,186.908273823301,B
10,SA919X7XB05691-A96204B-R32-C32,21267,187.225417724584,B
10,SA919X7XB05691-A96204B-R32-C33,10796,188.271402086209,B
10,SA919X7XB05691-A96204B-R32-C34,11086,185.013192864021,B
10,SA919X7XB05691-A96204B-R32-C36,12010,188.384112402405,B
10,SA919X7XB05691-A96204B-R32-C39,19351,190.188762662797,B
10,SA919X7XB05691-A96204B-R32-C40,17837,182.887753763327,B
10,SA919X7XB05691-A96204B-R32-C41,18432,185.293638341509,B
10,SA919X7XB05691-A96204B-R32-C44,19912,183.747878471561,B
10,SA919X7XB05691-A96204B-R32-C50,16675,182.759670905064,B
10,SA919X7XB05691-A96204B-R32-C51,9892,179.784709379587,B
10,SA919X7XB05691-A96204B-R32-C54,17310,184.252783534863,B
10,SA919X7XB05691-A96204B-R32-C56,15423,189.845598227731,B
10,SA919X7XB05691-A96204B-R32-C59,18345,185.167079532442,B
10,SA919X7XB05691-A96204B-R32-C61,16374,183.949629584649,B
10,SA919X7XB05691-A96204B-R32-C62,17193,193.603568287713,B
10,SA919X7XB05691-A96204B-R32-C63,17817,184.797729594489,B
10,SA919X7XB05691-A96204B-R32-C64,20789,194.237416224027,B
10,SA919X7XB05691-A96204B-R33-C10,12942,187.793216812205,B
10,SA919X7XB05691-A96204B-R33-C12,15939,185.508326858745,B
10,SA919X7XB05691-A96204B-R33-C13,22640,184.351790755819,B
10,SA919X7XB05691-A96204B-R33-C16,16882,181.558117318951,B
10,SA919X7XB05691-A96204B-R33-C17,17223,189.442297780954,B
10,SA919X7XB05691-A96204B-R33-C18,16528,190.550578204878,B
10,SA919X7XB05691-A96204B-R33-C20,16988,188.886489682948,B
10,SA919X7XB05691-A96204B-R33-C21,24558,193.297079258131,B
10,SA919X7XB05691-A96204B-R33-C23,16402,184.54224546462,B
10,SA919X7XB05691-A96204B-R33-C26,13865,188.679503587657,B
10,SA919X7XB05691-A96204B-R33-C29,11065,188.32350649497,B
10,SA919X7XB05691-A96204B-R33-C31,17314,186.422032031153,B
10,SA919X7XB05691-A96204B-R33-C32,16133,184.505800193296,B
10,SA919X7XB05691-A96204B-R33-C34,9242,189.840002100066,B
10,SA919X7XB05691-A96204B-R33-C37,8708,184.647270771241,B
10,SA919X7XB05691-A96204B-R33-C39,22360,186.257506794309,B
10,SA919X7XB05691-A96204B-R33-C46,22605,182.657542838499,B
10,SA919X7XB05691-A96204B-R33-C47,15770,184.576732970037,B
10,SA919X7XB05691-A96204B-R33-C48,15331,186.045332889921,B
10,SA919X7XB05691-A96204B-R33-C49,14870,189.111677134198,B
10,SA919X7XB05691-A96204B-R33-C50,13622,184.046120193689,B
10,SA919X7XB05691-A96204B-R33-C54,14077,182.328972544427,B
10,SA919X7XB05691-A96204B-R33-C55,14944,186.675229038274,B
10,SA919X7XB05691-A96204B-R33-C58,12167,189.397445291602,B
10,SA919X7XB05691-A96204B-R33-C59,14342,190.33860814183,B
10,SA919X7XB05691-A96204B-R33-C61,14606,185.572160196181,B
10,SA919X7XB05691-A96204B-R33-C65,10400,180.668050505012,B
10,SA919X7XB05691-A96204B-R33-C67,14362,182.388382220193,B
10,SA919X7XB05691-A96204B-R33-C69,13560,183.211890893388,B
10,SA919X7XB05691-A96204B-R34-C10,13956,184.349793006718,B
10,SA919X7XB05691-A96204B-R34-C11,16087,184.713275055266,B
10,SA919X7XB05691-A96204B-R34-C12,16132,182.058207014433,B
10,SA919X7XB05691-A96204B-R34-C13,20082,187.903689379225,B
10,SA919X7XB05691-A96204B-R34-C14,16498,186.471368059803,B
10,SA919X7XB05691-A96204B-R34-C15,28760,186.754020151709,B
10,SA919X7XB05691-A96204B-R34-C16,18550,187.004532740101,B
10,SA919X7XB05691-A96204B-R34-C17,20121,185.969563987297,B
10,SA919X7XB05691-A96204B-R34-C19,14219,180.80262054234,B
10,SA919X7XB05691-A96204B-R34-C21,15211,180.277356406679,B
10,SA919X7XB05691-A96204B-R34-C24,21070,186.495199231155,B
10,SA919X7XB05691-A96204B-R34-C26,15173,188.655972271338,B
10,SA919X7XB05691-A96204B-R34-C27,13545,180.975099653749,B
10,SA919X7XB05691-A96204B-R34-C28,19232,185.416024081836,B
10,SA919X7XB05691-A96204B-R34-C29,14675,181.376156367429,B
10,SA919X7XB05691-A96204B-R34-C32,18395,186.723876098758,B
10,SA919X7XB05691-A96204B-R34-C33,14022,183.489803764031,B
10,SA919X7XB05691-A96204B-R34-C34,10141,174.904407339644,B
10,SA919X7XB05691-A96204B-R34-C35,16170,185.301148257657,B
10,SA919X7XB05691-A96204B-R34-C37,14734,183.921091798904,B
10,SA919X7XB05691-A96204B-R34-C39,18376,193.021023788601,B
10,SA919X7XB05691-A96204B-R34-C41,18130,179.91422701464,B
10,SA919X7XB05691-A96204B-R34-C42,24098,187.717933099851,B
10,SA919X7XB05691-A96204B-R34-C43,16609,183.57351468872,B
10,SA919X7XB05691-A96204B-R34-C45,11561,190.176791645848,B
10,SA919X7XB05691-A96204B-R34-C47,18293,186.157339010231,B
10,SA919X7XB05691-A96204B-R34-C48,18214,188.182810637795,B
10,SA919X7XB05691-A96204B-R34-C56,18982,189.514564437109,B
10,SA919X7XB05691-A96204B-R34-C57,19420,187.865535130743,B
10,SA919X7XB05691-A96204B-R34-C59,15303,190.018931406777,B
10,SA919X7XB05691-A96204B-R34-C62,15139,187.738365153172,B
10,SA919X7XB05691-A96204B-R34-C63,17878,186.679436025135,B
10,SA919X7XB05691-A96204B-R34-C66,17840,186.622612230999,B
10,SA919X7XB05691-A96204B-R34-C67,16773,190.037216121691,B
10,SA919X7XB05691-A96204B-R34-C70,15932,185.068203457804,B
10,SA919X7XB05691-A96204B-R35-C07,17320,183.509003249892,B
10,SA919X7XB05691-A96204B-R35-C09,25999,185.261340973457,B
10,SA919X7XB05691-A96204B-R35-C12,13977,183.234548092584,B
10,SA919X7XB05691-A96204B-R35-C14,15101,187.349382038845,B
10,SA919X7XB05691-A96204B-R35-C23,17935,183.688186545533,B
10,SA919X7XB05691-A96204B-R35-C24,20100,181.425272592117,B
10,SA919X7XB05691-A96204B-R35-C25,16695,189.186631812807,B
10,SA919X7XB05691-A96204B-R35-C28,19257,187.513862839612,B
10,SA919X7XB05691-A96204B-R35-C31,18213,187.041365078583,B
10,SA919X7XB05691-A96204B-R35-C33,12942,186.010090139928,B
10,SA919X7XB05691-A96204B-R35-C36,10836,188.438961461862,B
10,SA919X7XB05691-A96204B-R35-C37,14830,184.484799338647,B
10,SA919X7XB05691-A96204B-R35-C39,18985,184.149762169341,B
10,SA919X7XB05691-A96204B-R35-C45,11039,186.025422389652,B
10,SA919X7XB05691-A96204B-R35-C47,14364,187.583120620773,B
10,SA919X7XB05691-A96204B-R35-C50,13256,186.319903679309,B
10,SA919X7XB05691-A96204B-R35-C51,11968,185.935987251183,B
10,SA919X7XB05691-A96204B-R35-C58,12337,184.318954312468,B
10,SA919X7XB05691-A96204B-R35-C59,14872,184.05391690697,B
10,SA919X7XB05691-A96204B-R35-C66,15628,187.796911133671,B
10,SA919X7XB05691-A96204B-R36-C07,14304,184.65067173103,B
10,SA919X7XB05691-A96204B-R36-C10,11634,182.813955698381,B
10,SA919X7XB05691-A96204B-R36-C14,13362,192.14513413632,B
10,SA919X7XB05691-A96204B-R36-C16,15527,188.076866407872,B
10,SA919X7XB05691-A96204B-R36-C17,21265,189.993572741223,B
10,SA919X7XB05691-A96204B-R36-C25,20026,192.403842083296,A
10,SA919X7XB05691-A96204B-R36-C28,13919,186.330030381301,B
10,SA919X7XB05691-A96204B-R36-C30,12058,185.453400731743,B
10,SA919X7XB05691-A96204B-R36-C32,13553,191.110927182226,B
10,SA919X7XB05691-A96204B-R36-C37,11088,186.931643205194,B
10,SA919X7XB05691-A96204B-R36-C38,10808,187.532945315199,B
10,SA919X7XB05691-A96204B-R36-C39,13912,183.916072998157,B
10,SA919X7XB05691-A96204B-R36-C42,13158,186.42517184942,B
10,SA919X7XB05691-A96204B-R36-C44,14811,186.377789243531,B
10,SA919X7XB05691-A96204B-R36-C49,12486,185.737721511876,B
10,SA919X7XB05691-A96204B-R36-C52,14383,187.236836466904,B
10,SA919X7XB05691-A96204B-R36-C55,13122,186.149618368572,B
10,SA919X7XB05691-A96204B-R36-C58,11369,188.174318055987,B
10,SA919X7XB05691-A96204B-R36-C63,13257,188.650971751153,B
10,SA919X7XB05691-A96204B-R36-C64,13278,186.304560537291,B
10,SA919X7XB05691-A96204B-R36-C65,10195,182.375018856126,B
10,SA919X7XB05691-A96204B-R37-C08,21724,185.441252842187,B
10,SA919X7XB05691-A96204B-R37-C10,11038,185.032447689535,B
10,SA919X7XB05691-A96204B-R37-C12,13141,186.579980923919,B
10,SA919X7XB05691-A96204B-R37-C13,16921,183.720116847957,B
10,SA919X7XB05691-A96204B-R37-C16,22686,187.543596291132,B
10,SA919X7XB05691-A96204B-R37-C17,21607,183.771274739363,B
10,SA919X7XB05691-A96204B-R37-C20,13449,184.192371293548,B
10,SA919X7XB05691-A96204B-R37-C22,14212,186.97545193961,B
10,SA919X7XB05691-A96204B-R37-C23,16453,185.502738471462,B
10,SA919X7XB05691-A96204B-R37-C24,16450,180.13974940138,B
10,SA919X7XB05691-A96204B-R37-C26,16807,187.097055933054,B
10,SA919X7XB05691-A96204B-R37-C27,17204,189.706124200528,B
10,SA919X7XB05691-A96204B-R37-C28,22962,193.72880036105,B
10,SA919X7XB05691-A96204B-R37-C31,15101,187.133787717968,B
10,SA919X7XB05691-A96204B-R37-C32,15229,184.512662213296,B
10,SA919X7XB05691-A96204B-R37-C35,14083,187.228139654162,B
10,SA919X7XB05691-A96204B-R37-C36,14055,188.892803179954,B
10,SA919X7XB05691-A96204B-R37-C38,11143,182.555096585066,B
10,SA919X7XB05691-A96204B-R37-C39,16314,183.141557027615,B
10,SA919X7XB05691-A96204B-R37-C40,14869,187.078352853801,B
10,SA919X7XB05691-A96204B-R37-C41,15097,178.236128431051,B
10,SA919X7XB05691-A96204B-R37-C42,13492,181.748837099507,B
10,SA919X7XB05691-A96204B-R37-C44,16179,186.364424953299,B
10,SA919X7XB05691-A96204B-R37-C46,16770,183.577561576471,B
10,SA919X7XB05691-A96204B-R37-C47,16280,183.389477717845,B
10,SA919X7XB05691-A96204B-R37-C49,14185,188.423014485931,B
10,SA919X7XB05691-A96204B-R37-C50,12239,186.129492267777,B
10,SA919X7XB05691-A96204B-R37-C55,14876,190.440949410574,B
10,SA919X7XB05691-A96204B-R37-C57,15332,185.803072861297,B
10,SA919X7XB05691-A96204B-R37-C58,12827,187.982113942706,B
10,SA919X7XB05691-A96204B-R37-C60,14088,188.477784696372,B
10,SA919X7XB05691-A96204B-R37-C63,16874,185.419088140497,B
10,SA919X7XB05691-A96204B-R37-C64,16297,184.244830061469,B
10,SA919X7XB05691-A96204B-R37-C70,14394,182.337565277098,B
10,SA919X7XB05691-A96204B-R38-C11,20477,185.777163878015,B
10,SA919X7XB05691-A96204B-R38-C18,13256,187.427123108419,B
10,SA919X7XB05691-A96204B-R38-C19,14695,185.625433027724,B
10,SA919X7XB05691-A96204B-R38-C20,16915,190.873387757061,B
10,SA919X7XB05691-A96204B-R38-C22,16586,182.858928477255,B
10,SA919X7XB05691-A96204B-R38-C23,12787,179.532906099044,B
10,SA919X7XB05691-A96204B-R38-C25,17900,180.870413895248,B
10,SA919X7XB05691-A96204B-R38-C30,15252,189.875512722348,B
10,SA919X7XB05691-A96204B-R38-C33,12890,172.491701300961,B
10,SA919X7XB05691-A96204B-R38-C34,10690,191.397126238128,B
10,SA919X7XB05691-A96204B-R38-C36,11377,186.494887483118,B
10,SA919X7XB05691-A96204B-R38-C38,12046,181.591945673168,B
10,SA919X7XB05691-A96204B-R38-C39,17629,183.280081983792,B
10,SA919X7XB05691-A96204B-R38-C40,17002,182.659091099162,B
10,SA919X7XB05691-A96204B-R38-C42,15455,180.283121322122,B
10,SA919X7XB05691-A96204B-R38-C44,17740,183.848111711725,B
10,SA919X7XB05691-A96204B-R38-C46,16982,184.042770613919,B
10,SA919X7XB05691-A96204B-R38-C47,16464,186.405089390678,B
10,SA919X7XB05691-A96204B-R38-C51,14322,188.487619274975,B
10,SA919X7XB05691-A96204B-R38-C56,18442,181.071569166327,B
10,SA919X7XB05691-A96204B-R38-C59,17309,184.513579521504,B
10,SA919X7XB05691-A96204B-R38-C60,22589,191.545985783105,B
10,SA919X7XB05691-A96204B-R38-C61,15292,187.133772669363,B
10,SA919X7XB05691-A96204B-R38-C66,17079,185.411749350083,B
10,SA919X7XB05691-A96204B-R38-C68,12689,179.273577885136,B
10,SA919X7XB05691-A96204B-R38-C70,12982,186.36500420299,B
10,SA919X7XB05691-A96204B-R39-C07,14796,187.226324544817,B
10,SA919X7XB05691-A96204B-R39-C10,15022,185.895533422805,B
10,SA919X7XB05691-A96204B-R39-C12,13215,187.02807652457,B
10,SA919X7XB05691-A96204B-R39-C15,13608,183.414791559051,B
10,SA919X7XB05691-A96204B-R39-C17,14909,188.734814098442,B
10,SA919X7XB05691-A96204B-R39-C19,11197,186.125671872818,B
10,SA919X7XB05691-A96204B-R39-C22,12880,185.870204674674,B
10,SA919X7XB05691-A96204B-R39-C23,12489,176.759970382827,B
10,SA919X7XB05691-A96204B-R39-C24,15545,181.807050838552,B
10,SA919X7XB05691-A96204B-R39-C29,12463,184.367817387885,B
10,SA919X7XB05691-A96204B-R39-C34,8963,188.346225193011,B
10,SA919X7XB05691-A96204B-R39-C36,9154,181.875115714414,B
10,SA919X7XB05691-A96204B-R39-C44,14971,184.799739755058,B
10,SA919X7XB05691-A96204B-R39-C52,13475,184.620585772478,B
10,SA919X7XB05691-A96204B-R39-C58,11368,183.956703527275,B
10,SA919X7XB05691-A96204B-R39-C62,11888,192.806117693635,B
10,SA919X7XB05691-A96204B-R39-C64,21396,192.387596009672,B
10,SA919X7XB05691-A96204B-R39-C66,14258,188.701013491801,B
10,SA919X7XB05691-A96204B-R39-C68,17000,186.486722189957,B
10,SA919X7XB05691-A96204B-R40-C11,13267,191.612147873189,B
10,SA919X7XB05691-A96204B-R40-C13,16788,185.836896703939,B
10,SA919X7XB05691-A96204B-R40-C17,22368,183.350021476705,B
10,SA919X7XB05691-A96204B-R40-C37,13411,188.619641350241,B
10,SA919X7XB05691-A96204B-R40-C50,12776,187.563361483819,B
10,SA919X7XB05691-A96204B-R40-C60,15655,183.630346225466,B
10,SA919X7XB05691-A96204B-R40-C63,15891,189.768073108631,B
10,SA919X7XB05691-A96204B-R40-C64,13953,187.21141039694,B
10,SA919X7XB05691-A96204B-R40-C68,14000,183.032312421929,B
10,SA919X7XB05691-A96204B-R42-C07,15313,186.622895871507,B
10,SA919X7XB05691-A96204B-R42-C10,10293,177.741052983915,B
10,SA919X7XB05691-A96204B-R42-C12,20490,187.374685013248,B
10,SA919X7XB05691-A96204B-R42-C14,13857,185.232177661866,B
10,SA919X7XB05691-A96204B-R42-C16,17566,187.650910793688,B
10,SA919X7XB05691-A96204B-R42-C26,13294,182.769123163064,B
10,SA919X7XB05691-A96204B-R42-C31,16098,187.765720562648,B
10,SA919X7XB05691-A96204B-R42-C32,22043,183.13794132223,B
10,SA919X7XB05691-A96204B-R42-C33,11140,177.08864339424,B
10,SA919X7XB05691-A96204B-R42-C35,14291,187.365232884822,B
10,SA919X7XB05691-A96204B-R42-C36,11610,188.002843271826,B
10,SA919X7XB05691-A96204B-R42-C37,12954,180.765404301566,B
10,SA919X7XB05691-A96204B-R42-C38,12686,187.546517048312,B
10,SA919X7XB05691-A96204B-R42-C39,12326,179.75704804936,B
10,SA919X7XB05691-A96204B-R42-C42,14762,183.82278720703,B
10,SA919X7XB05691-A96204B-R42-C43,22718,187.038902459789,B
10,SA919X7XB05691-A96204B-R42-C44,17620,183.767139614781,B
10,SA919X7XB05691-A96204B-R42-C49,14875,185.549631718615,B
10,SA919X7XB05691-A96204B-R42-C51,11921,184.644058884369,B
10,SA919X7XB05691-A96204B-R42-C52,12234,186.087524032689,B
10,SA919X7XB05691-A96204B-R42-C54,14186,184.56073384718,B
10,SA919X7XB05691-A96204B-R42-C55,12263,185.397119045528,B
10,SA919X7XB05691-A96204B-R42-C56,12735,191.457756756438,B
10,SA919X7XB05691-A96204B-R42-C57,18103,196.418459927487,B
10,SA919X7XB05691-A96204B-R42-C59,14385,184.247666174171,B
10,SA919X7XB05691-A96204B-R42-C60,14811,184.341208057809,B
10,SA919X7XB05691-A96204B-R42-C61,15663,189.742892383379,B
10,SA919X7XB05691-A96204B-R42-C63,15747,181.977380728754,B
10,SA919X7XB05691-A96204B-R42-C66,15220,186.377228581371,B
10,SA919X7XB05691-A96204B-R42-C67,13144,184.577122694901,B
10,SA919X7XB05691-A96204B-R42-C69,17020,186.73349608685,B
10,SA919X7XB05691-A96204B-R42-C70,13746,186.386943715235,B
10,SA919X7XB05691-A96204B-R43-C07,11530,190.584419870999,B
10,SA919X7XB05691-A96204B-R43-C09,12245,189.20404022527,B
10,SA919X7XB05691-A96204B-R43-C11,8743,176.408266166143,B
10,SA919X7XB05691-A96204B-R43-C12,11072,184.04222818333,B
10,SA919X7XB05691-A96204B-R43-C13,13956,188.606117690715,B
10,SA919X7XB05691-A96204B-R43-C14,10792,185.900268990424,B
10,SA919X7XB05691-A96204B-R43-C19,10409,183.632220173542,B
10,SA919X7XB05691-A96204B-R43-C20,12189,184.179331437841,B
10,SA919X7XB05691-A96204B-R43-C21,11247,186.785835335957,B
10,SA919X7XB05691-A96204B-R43-C23,12078,186.376469673002,B
10,SA919X7XB05691-A96204B-R43-C25,13144,184.881943375932,B
10,SA919X7XB05691-A96204B-R43-C28,12834,185.142259024411,B
10,SA919X7XB05691-A96204B-R43-C31,12280,190.098108452948,B
10,SA919X7XB05691-A96204B-R43-C32,11301,188.03453507749,B
10,SA919X7XB05691-A96204B-R43-C33,9110,187.714786787322,B
10,SA919X7XB05691-A96204B-R43-C34,6347,182.956155714337,B
10,SA919X7XB05691-A96204B-R43-C35,10702,185.210469976241,B
10,SA919X7XB05691-A96204B-R43-C36,6512,188.098129255927,B
10,SA919X7XB05691-A96204B-R43-C37,10505,185.829177572301,B
10,SA919X7XB05691-A96204B-R43-C42,10596,182.836284209451,B
10,SA919X7XB05691-A96204B-R43-C43,10790,188.793373685049,B
10,SA919X7XB05691-A96204B-R43-C44,13284,186.864345613395,B
10,SA919X7XB05691-A96204B-R43-C45,8463,187.90913191335,B
10,SA919X7XB05691-A96204B-R43-C46,11628,184.760212461916,B
10,SA919X7XB05691-A96204B-R43-C47,12433,184.578756743435,B
10,SA919X7XB05691-A96204B-R43-C48,11802,181.809551467276,B
10,SA919X7XB05691-A96204B-R43-C49,14490,188.132528424846,B
10,SA919X7XB05691-A96204B-R43-C54,10416,186.605702358851,B
10,SA919X7XB05691-A96204B-R43-C55,10976,185.356761248826,B
10,SA919X7XB05691-A96204B-R43-C56,10517,186.493983566385,B
10,SA919X7XB05691-A96204B-R43-C58,8628,179.70227449788,B
10,SA919X7XB05691-A96204B-R43-C59,7041,183.292183643924,B
10,SA919X7XB05691-A96204B-R43-C60,11982,184.606152918943,B
10,SA919X7XB05691-A96204B-R43-C63,10352,188.951838818789,B
10,SA919X7XB05691-A96204B-R43-C66,15016,187.740902890421,B
10,SA919X7XB05691-A96204B-R43-C67,12070,182.417349582701,B
10,SA919X7XB05691-A96204B-R43-C68,6980,186.655449061479,B
10,SA919X7XB05691-A96204B-R43-C70,6124,190.748427255197,B
10,SA919X7XB05691-A96204B-R44-C10,10333,189.116675330632,B
10,SA919X7XB05691-A96204B-R44-C14,11874,186.655633971502,B
10,SA919X7XB05691-A96204B-R44-C17,13837,184.659679400698,B
10,SA919X7XB05691-A96204B-R44-C18,10552,186.331301416609,B
10,SA919X7XB05691-A96204B-R44-C20,12569,184.303245064769,B
10,SA919X7XB05691-A96204B-R44-C23,12549,180.160271935504,B
10,SA919X7XB05691-A96204B-R44-C27,10565,187.278313059223,B
10,SA919X7XB05691-A96204B-R44-C28,13181,186.122904754204,B
10,SA919X7XB05691-A96204B-R44-C29,10368,188.389661461134,B
10,SA919X7XB05691-A96204B-R44-C31,14192,186.755997879178,B
10,SA919X7XB05691-A96204B-R44-C32,13446,185.477567851643,B
10,SA919X7XB05691-A96204B-R44-C35,12031,187.407919136939,B
10,SA919X7XB05691-A96204B-R44-C36,7917,193.884341690074,B
10,SA919X7XB05691-A96204B-R44-C37,10173,188.924782316837,B
10,SA919X7XB05691-A96204B-R44-C39,12610,185.231183004521,B
10,SA919X7XB05691-A96204B-R44-C40,12811,184.415228473294,B
10,SA919X7XB05691-A96204B-R44-C42,15964,186.280365728973,B
10,SA919X7XB05691-A96204B-R44-C44,13160,183.39627614462,B
10,SA919X7XB05691-A96204B-R44-C46,12519,184.695158566121,B
10,SA919X7XB05691-A96204B-R44-C50,10324,184.877986835067,B
10,SA919X7XB05691-A96204B-R44-C52,10240,178.887943676148,B
10,SA919X7XB05691-A96204B-R44-C59,11659,190.032757398857,B
10,SA919X7XB05691-A96204B-R44-C68,9261,176.220547416345,B
10,SA919X7XB05691-A96204B-R44-C69,9819,185.054344867394,B
10,SA919X7XB05691-A96204B-R44-C70,13852,190.392196652083,B
10,SA919X7XB05691-A96204B-R45-C10,8592,181.248667849752,B
10,SA919X7XB05691-A96204B-R45-C12,12546,181.642573537588,B
10,SA919X7XB05691-A96204B-R45-C13,20780,188.546169417276,B
10,SA919X7XB05691-A96204B-R45-C14,16941,186.693296525155,B
10,SA919X7XB05691-A96204B-R45-C16,11426,186.624071354198,B
10,SA919X7XB05691-A96204B-R45-C17,13837,189.776107783025,B
10,SA919X7XB05691-A96204B-R45-C18,9461,192.890462227261,B
10,SA919X7XB05691-A96204B-R45-C19,14029,190.512000955929,B
10,SA919X7XB05691-A96204B-R45-C20,11488,188.837202807597,B
10,SA919X7XB05691-A96204B-R45-C21,8628,184.597193551032,B
10,SA919X7XB05691-A96204B-R45-C24,14340,184.253740182318,B
10,SA919X7XB05691-A96204B-R45-C25,12807,186.451133784848,B
10,SA919X7XB05691-A96204B-R45-C27,8765,186.593417134158,B
10,SA919X7XB05691-A96204B-R45-C31,12242,187.942177538804,B
10,SA919X7XB05691-A96204B-R45-C32,13377,186.570937019652,B
10,SA919X7XB05691-A96204B-R45-C33,8938,190.570170840896,B
10,SA919X7XB05691-A96204B-R45-C36,6527,182.881305026756,B
10,SA919X7XB05691-A96204B-R45-C38,10125,183.613302422879,B
10,SA919X7XB05691-A96204B-R45-C39,16574,183.076593708229,B
10,SA919X7XB05691-A96204B-R45-C40,11629,177.404668255037,B
10,SA919X7XB05691-A96204B-R45-C43,13006,190.929364331986,B
10,SA919X7XB05691-A96204B-R45-C47,12504,188.538881966273,B
10,SA919X7XB05691-A96204B-R45-C51,11075,189.801793160713,B
10,SA919X7XB05691-A96204B-R45-C61,12348,188.859065345561,B
10,SA919X7XB05691-A96204B-R45-C62,11799,186.076832486564,B
