ens_gene_id,symbol,chr,gene_type,tagwise_dispersion
ENSG00000000003,TSPAN6,X,trans_whole_genome,0.095
ENSG00000000419,DPM1,20,trans_whole_genome,0.09
ENSG00000000457,SCYL3,1,trans_whole_genome,0.108
ENSG00000000460,C1orf112,1,trans_whole_genome,0.112
ENSG00000000938,FGR,1,trans,0.455
ENSG00000001036,FUCA2,6,trans_whole_genome,0.088
ENSG00000001084,GCLC,6,trans_whole_genome,0.167
ENSG00000001167,NFYA,6,trans_whole_genome,0.108
ENSG00000001460,STPG1,1,trans_whole_genome,0.137
ENSG00000001461,NIPAL3,1,trans_whole_genome,0.119
ENSG00000001497,LAS1L,X,trans_whole_genome,0.094
ENSG00000001561,ENPP4,6,trans_whole_genome,0.127
ENSG00000001617,SEMA3F,3,trans_whole_genome,0.1
ENSG00000001629,ANKIB1,7,trans_whole_genome,0.095
ENSG00000001630,CYP51A1,7,trans_whole_genome,0.103
ENSG00000001631,KRIT1,7,trans_whole_genome,0.108
ENSG00000002016,RAD52,12,trans_whole_genome,0.157
ENSG00000002330,BAD,11,trans_whole_genome,0.114
ENSG00000002549,LAP3,4,trans_whole_genome,0.097
ENSG00000002586,CD99,X,trans_whole_genome,0.141
ENSG00000002587,HS3ST1,4,trans_whole_genome,0.23
ENSG00000002726,AOC1,7,trans_whole_genome,0.257
ENSG00000002746,HECW1,7,cis,0.442
ENSG00000002822,MAD1L1,7,trans_whole_genome,0.126
ENSG00000002834,LASP1,17,trans_whole_genome,0.116
ENSG00000002919,SNX11,17,trans_whole_genome,0.108
ENSG00000002933,TMEM176A,7,trans_whole_genome,0.411
ENSG00000003056,M6PR,12,trans_whole_genome,0.098
ENSG00000003096,KLHL13,X,trans,0.302
ENSG00000003137,CYP26B1,2,trans_whole_genome,0.234
ENSG00000003147,ICA1,7,trans_whole_genome,0.091
ENSG00000003249,DBNDD1,16,trans_whole_genome,0.105
ENSG00000003393,ALS2,2,trans_whole_genome,0.122
ENSG00000003400,CASP10,2,trans_whole_genome,0.281
ENSG00000003402,CFLAR,2,trans_whole_genome,0.124
ENSG00000003436,TFPI,2,trans_whole_genome,0.445
ENSG00000003509,NDUFAF7,2,trans_whole_genome,0.117
ENSG00000003756,RBM5,3,trans_whole_genome,0.122
ENSG00000003987,MTMR7,8,trans_whole_genome,0.237
ENSG00000003989,SLC7A2,8,trans_whole_genome,0.182
ENSG00000004059,ARF5,7,trans_whole_genome,0.1
ENSG00000004139,SARM1,17,trans_whole_genome,0.331
ENSG00000004142,POLDIP2,17,trans_whole_genome,0.094
ENSG00000004399,PLXND1,3,trans_whole_genome,0.115
ENSG00000004455,AK2,1,trans_whole_genome,0.1
ENSG00000004468,CD38,4,trans_whole_genome,0.291
ENSG00000004478,FKBP4,12,trans_whole_genome,0.089
ENSG00000004487,KDM1A,1,trans_whole_genome,0.107
ENSG00000004534,RBM6,3,trans_whole_genome,0.153
ENSG00000004660,CAMKK1,17,trans_whole_genome,0.126
ENSG00000004700,RECQL,12,trans_whole_genome,0.102
ENSG00000004766,VPS50,7,trans_whole_genome,0.117
ENSG00000004776,HSPB6,19,trans,0.256
ENSG00000004777,ARHGAP33,19,trans_whole_genome,0.19
ENSG00000004779,NDUFAB1,16,trans_whole_genome,0.089
ENSG00000004799,PDK4,7,trans_whole_genome,0.139
ENSG00000004809,SLC22A16,6,trans_whole_genome,0.313
ENSG00000004838,ZMYND10,3,trans_whole_genome,0.249
ENSG00000004846,ABCB5,7,trans_whole_genome,0.19
ENSG00000004864,SLC25A13,7,trans_whole_genome,0.105
ENSG00000004866,ST7,7,trans_whole_genome,0.108
ENSG00000004897,CDC27,17,trans_whole_genome,0.1
ENSG00000004939,SLC4A1,17,trans_whole_genome,0.279
ENSG00000004961,HCCS,X,trans_whole_genome,0.094
ENSG00000004975,DVL2,17,trans_whole_genome,0.114
ENSG00000005001,PRSS22,16,trans_whole_genome,0.129
ENSG00000005007,UPF1,19,trans_whole_genome,0.108
ENSG00000005020,SKAP2,7,trans_whole_genome,0.157
ENSG00000005022,SLC25A5,X,trans_whole_genome,0.094
ENSG00000005059,MCUB,4,trans,0.095
ENSG00000005073,HOXA11,7,cis,0.218
ENSG00000005075,POLR2J,7,trans_whole_genome,0.093
ENSG00000005100,DHX33,17,trans_whole_genome,0.129
ENSG00000005108,THSD7A,7,trans_whole_genome,0.319
ENSG00000005156,LIG3,17,trans_whole_genome,0.13
ENSG00000005175,RPAP3,12,trans_whole_genome,0.109
ENSG00000005187,ACSM3,16,trans_whole_genome,0.212
ENSG00000005189,REXO5,16,trans_whole_genome,0.123
ENSG00000005194,CIAPIN1,16,trans_whole_genome,0.096
ENSG00000005238,FAM214B,9,trans_whole_genome,0.123
ENSG00000005243,COPZ2,17,trans,0.247
ENSG00000005249,PRKAR2B,7,trans_whole_genome,0.242
ENSG00000005302,MSL3,X,trans_whole_genome,0.266
ENSG00000005339,CREBBP,16,trans_whole_genome,0.135
ENSG00000005379,TSPOAP1,17,trans_whole_genome,0.216
ENSG00000005421,PON1,7,trans_whole_genome,0.258
ENSG00000005436,GCFC2,2,trans_whole_genome,0.13
ENSG00000005448,WDR54,2,trans_whole_genome,0.196
ENSG00000005469,CROT,7,trans_whole_genome,0.169
ENSG00000005471,ABCB4,7,trans_whole_genome,0.654
ENSG00000005483,KMT2E,7,trans_whole_genome,0.113
ENSG00000005486,RHBDD2,7,trans_whole_genome,0.103
ENSG00000005513,SOX8,16,trans_whole_genome,0.13
ENSG00000005700,IBTK,6,trans_whole_genome,0.152
ENSG00000005801,ZNF195,11,trans_whole_genome,0.117
ENSG00000005810,MYCBP2,13,trans_whole_genome,0.144
ENSG00000005812,FBXL3,13,trans_whole_genome,0.106
ENSG00000005844,ITGAL,16,trans_whole_genome,0.194
ENSG00000005882,PDK2,17,trans_whole_genome,0.129
ENSG00000005884,ITGA3,17,trans_whole_genome,0.101
ENSG00000005889,ZFX,X,trans_whole_genome,0.108
ENSG00000005893,LAMP2,X,trans_whole_genome,0.101
ENSG00000005961,ITGA2B,17,trans_whole_genome,0.206
ENSG00000005981,ASB4,7,cis,0.453
ENSG00000006007,GDE1,16,trans_whole_genome,0.09
ENSG00000006015,C19orf60,19,trans_whole_genome,0.106
ENSG00000006016,CRLF1,19,trans_whole_genome,0.166
ENSG00000006025,OSBPL7,17,trans_whole_genome,0.218
ENSG00000006042,TMEM98,17,trans_whole_genome,0.098
ENSG00000006047,YBX2,17,trans_whole_genome,0.139
ENSG00000006118,TMEM132A,11,trans_whole_genome,0.114
ENSG00000006125,AP2B1,17,trans_whole_genome,1.494
ENSG00000006194,ZNF263,16,trans_whole_genome,0.114
ENSG00000006210,CX3CL1,16,trans_whole_genome,0.118
ENSG00000006282,SPATA20,17,trans_whole_genome,0.132
ENSG00000006283,CACNA1G,17,trans_whole_genome,0.524
ENSG00000006327,TNFRSF12A,16,trans_whole_genome,0.084
ENSG00000006377,DLX6,7,cis,0.359
ENSG00000006432,MAP3K9,14,trans_whole_genome,0.152
ENSG00000006451,RALA,7,trans_whole_genome,0.098
ENSG00000006453,BAIAP2L1,7,trans_whole_genome,0.105
ENSG00000006459,KDM7A,7,trans_whole_genome,0.11
ENSG00000006468,ETV1,7,trans_whole_genome,0.415
ENSG00000006530,AGK,7,trans_whole_genome,1.145
ENSG00000006534,ALDH3B1,11,trans_whole_genome,0.368
ENSG00000006555,TTC22,1,trans_whole_genome,0.101
ENSG00000006576,PHTF2,7,trans_whole_genome,0.155
ENSG00000006607,FARP2,2,trans_whole_genome,0.14
ENSG00000006611,USH1C,11,trans_whole_genome,0.486
ENSG00000006625,GGCT,7,trans_whole_genome,0.089
ENSG00000006634,DBF4,7,trans_whole_genome,0.131
ENSG00000006638,TBXA2R,19,trans_whole_genome,0.168
ENSG00000006652,IFRD1,7,trans_whole_genome,0.079
ENSG00000006695,COX10,17,trans_whole_genome,0.104
ENSG00000006704,GTF2IRD1,7,trans_whole_genome,0.104
ENSG00000006712,PAF1,19,trans_whole_genome,0.099
ENSG00000006715,VPS41,7,trans_whole_genome,0.109
ENSG00000006740,ARHGAP44,17,trans_whole_genome,0.137
ENSG00000006744,ELAC2,17,trans_whole_genome,0.104
ENSG00000006747,SCIN,7,trans_whole_genome,0.147
ENSG00000006756,ARSD,X,trans_whole_genome,0.108
ENSG00000006757,PNPLA4,X,trans_whole_genome,0.112
ENSG00000006831,ADIPOR2,12,trans_whole_genome,0.112
ENSG00000006837,CDKL3,5,trans_whole_genome,0.312
ENSG00000007001,UPP2,2,trans_whole_genome,0.813
ENSG00000007047,MARK4,19,trans_whole_genome,0.099
ENSG00000007062,PROM1,4,trans_whole_genome,0.114
ENSG00000007080,CCDC124,19,trans_whole_genome,0.099
ENSG00000007168,PAFAH1B1,17,trans_whole_genome,0.101
ENSG00000007171,NOS2,17,trans_whole_genome,1.624
ENSG00000007202,KIAA0100,17,trans_whole_genome,0.131
ENSG00000007216,SLC13A2,17,trans,0.279
ENSG00000007237,GAS7,17,trans_whole_genome,0.243
ENSG00000007255,TRAPPC6A,19,trans_whole_genome,0.115
ENSG00000007264,MATK,19,trans_whole_genome,0.223
ENSG00000007341,ST7L,1,trans_whole_genome,0.139
ENSG00000007372,PAX6,11,trans_whole_genome,0.239
ENSG00000007376,RPUSD1,16,trans_whole_genome,0.124
ENSG00000007384,RHBDF1,16,trans_whole_genome,0.116
ENSG00000007392,LUC7L,16,trans_whole_genome,0.134
ENSG00000007402,CACNA2D2,3,trans_whole_genome,0.264
ENSG00000007516,BAIAP3,16,trans_whole_genome,0.242
ENSG00000007520,TSR3,16,trans_whole_genome,0.117
ENSG00000007541,PIGQ,16,trans_whole_genome,0.132
ENSG00000007545,CRAMP1,16,trans_whole_genome,0.213
ENSG00000007866,TEAD3,6,trans_whole_genome,0.098
ENSG00000007923,DNAJC11,1,trans_whole_genome,0.11
ENSG00000007933,FMO3,1,trans_whole_genome,0.118
ENSG00000007944,MYLIP,6,trans_whole_genome,0.11
ENSG00000007952,NOX1,X,trans_whole_genome,0.348
ENSG00000007968,E2F2,1,trans_whole_genome,0.144
ENSG00000008018,PSMB1,6,trans_whole_genome,0.093
ENSG00000008083,JARID2,6,trans_whole_genome,0.117
ENSG00000008086,CDKL5,X,trans_whole_genome,0.505
ENSG00000008128,CDK11A,1,trans_whole_genome,0.119
ENSG00000008130,NADK,1,trans_whole_genome,0.111
ENSG00000008196,TFAP2B,6,trans,0.234
ENSG00000008226,DLEC1,3,trans_whole_genome,0.263
ENSG00000008256,CYTH3,7,trans_whole_genome,0.116
ENSG00000008277,ADAM22,7,trans_whole_genome,0.254
ENSG00000008282,SYPL1,7,trans_whole_genome,0.113
ENSG00000008283,CYB561,17,trans_whole_genome,0.105
ENSG00000008294,SPAG9,17,trans_whole_genome,0.112
ENSG00000008300,CELSR3,3,trans_whole_genome,0.205
ENSG00000008311,AASS,7,trans_whole_genome,0.305
ENSG00000008323,PLEKHG6,12,trans_whole_genome,0.117
ENSG00000008324,SS18L2,3,trans_whole_genome,0.131
ENSG00000008382,MPND,19,trans_whole_genome,0.17
ENSG00000008394,MGST1,12,trans_whole_genome,0.085
ENSG00000008405,CRY1,12,trans_whole_genome,0.11
ENSG00000008441,NFIX,19,trans_whole_genome,0.101
ENSG00000008513,ST3GAL1,8,trans_whole_genome,0.111
ENSG00000008516,MMP25,16,trans_whole_genome,0.125
ENSG00000008517,IL32,16,trans_whole_genome,0.237
ENSG00000008710,PKD1,16,trans_whole_genome,0.144
ENSG00000008735,MAPK8IP2,22,trans,0.607
ENSG00000008838,MED24,17,trans_whole_genome,0.104
ENSG00000008853,RHOBTB2,8,trans_whole_genome,0.175
ENSG00000008869,HEATR5B,2,trans_whole_genome,0.117
ENSG00000008952,SEC62,3,trans_whole_genome,0.101
ENSG00000008988,RPS20,8,trans_whole_genome,0.072
ENSG00000009307,CSDE1,1,trans_whole_genome,0.096
ENSG00000009335,UBE3C,7,trans_whole_genome,0.11
ENSG00000009413,REV3L,6,trans_whole_genome,0.146
ENSG00000009709,PAX7,1,trans,0.291
ENSG00000009724,MASP2,1,trans_whole_genome,0.289
ENSG00000009765,IYD,6,trans_whole_genome,0.29
ENSG00000009780,FAM76A,1,trans_whole_genome,0.124
ENSG00000009790,TRAF3IP3,1,trans_whole_genome,0.204
ENSG00000009830,POMT2,14,trans_whole_genome,0.128
ENSG00000009844,VTA1,6,trans_whole_genome,0.105
ENSG00000009950,MLXIPL,7,trans_whole_genome,0.198
ENSG00000009954,BAZ1B,7,trans_whole_genome,0.104
ENSG00000010017,RANBP9,6,trans_whole_genome,0.087
ENSG00000010030,ETV7,6,trans_whole_genome,0.21
ENSG00000010072,SPRTN,1,trans_whole_genome,0.091
ENSG00000010165,METTL13,1,trans_whole_genome,0.123
ENSG00000010219,DYRK4,12,trans_whole_genome,0.169
ENSG00000010244,ZNF207,17,trans_whole_genome,0.099
ENSG00000010256,UQCRC1,3,trans_whole_genome,0.107
ENSG00000010270,STARD3NL,7,trans_whole_genome,0.096
ENSG00000010278,CD9,12,trans_whole_genome,0.082
ENSG00000010292,NCAPD2,12,trans_whole_genome,0.108
ENSG00000010295,IFFO1,12,trans_whole_genome,0.357
ENSG00000010310,GIPR,19,trans,0.321
ENSG00000010318,PHF7,3,trans_whole_genome,0.195
ENSG00000010319,SEMA3G,3,trans_whole_genome,0.149
ENSG00000010322,NISCH,3,trans_whole_genome,0.139
ENSG00000010327,STAB1,3,trans_whole_genome,0.482
ENSG00000010361,FUZ,19,trans_whole_genome,0.29
ENSG00000010404,IDS,X,trans_whole_genome,0.179
ENSG00000010438,PRSS3,9,trans_whole_genome,0.266
ENSG00000010539,ZNF200,16,trans_whole_genome,0.108
ENSG00000010610,CD4,12,trans_whole_genome,0.347
ENSG00000010626,LRRC23,12,trans_whole_genome,0.125
ENSG00000010671,BTK,X,trans_whole_genome,0.165
ENSG00000010704,HFE,6,trans_whole_genome,0.095
ENSG00000010803,SCMH1,1,trans_whole_genome,0.106
ENSG00000010810,FYN,6,trans_whole_genome,0.221
ENSG00000010818,HIVEP2,6,trans_whole_genome,0.123
ENSG00000010932,FMO1,1,trans_whole_genome,0.526
ENSG00000011007,ELOA,1,trans_whole_genome,0.096
ENSG00000011009,LYPLA2,1,trans_whole_genome,0.114
ENSG00000011021,CLCN6,1,trans_whole_genome,0.188
ENSG00000011028,MRC2,17,trans_whole_genome,0.372
ENSG00000011052,NME1-NME2,17,trans,0.391
ENSG00000011083,SLC6A7,5,trans_whole_genome,0.285
ENSG00000011105,TSPAN9,12,trans_whole_genome,0.111
ENSG00000011114,BTBD7,14,trans_whole_genome,0.264
ENSG00000011132,APBA3,19,trans_whole_genome,0.129
ENSG00000011143,MKS1,17,trans_whole_genome,0.113
ENSG00000011198,ABHD5,3,trans_whole_genome,0.417
ENSG00000011201,ANOS1,X,trans,0.268
ENSG00000011243,AKAP8L,19,trans_whole_genome,0.124
ENSG00000011258,MBTD1,17,trans_whole_genome,0.125
ENSG00000011260,UTP18,17,trans_whole_genome,0.106
ENSG00000011275,RNF216,7,trans_whole_genome,0.103
ENSG00000011295,TTC19,17,trans_whole_genome,0.111
ENSG00000011304,PTBP1,19,trans_whole_genome,0.096
ENSG00000011332,DPF1,19,trans_whole_genome,0.334
ENSG00000011347,SYT7,11,trans_whole_genome,0.114
ENSG00000011376,LARS2,3,trans_whole_genome,0.199
ENSG00000011405,PIK3C2A,11,trans_whole_genome,0.119
ENSG00000011422,PLAUR,19,trans_whole_genome,0.159
ENSG00000011426,ANLN,7,trans_whole_genome,0.106
ENSG00000011451,WIZ,19,trans_whole_genome,0.11
ENSG00000011454,RABGAP1,9,trans_whole_genome,0.108
ENSG00000011465,DCN,12,trans_whole_genome,0.279
ENSG00000011478,QPCTL,19,trans_whole_genome,0.128
ENSG00000011485,PPP5C,19,trans_whole_genome,0.098
ENSG00000011523,CEP68,2,trans_whole_genome,0.118
ENSG00000011566,MAP4K3,2,trans_whole_genome,0.119
ENSG00000011590,ZBTB32,19,trans_whole_genome,0.255
ENSG00000011638,TMEM159,16,trans_whole_genome,0.135
ENSG00000011677,GABRA3,X,trans_whole_genome,0.19
ENSG00000012048,BRCA1,17,trans_whole_genome,0.169
ENSG00000012061,ERCC1,19,trans_whole_genome,0.109
ENSG00000012124,CD22,19,trans_whole_genome,0.411
ENSG00000012174,MBTPS2,X,trans_whole_genome,0.12
ENSG00000012211,PRICKLE3,X,trans_whole_genome,0.129
ENSG00000012223,LTF,3,trans,0.147
ENSG00000012232,EXTL3,8,trans_whole_genome,0.117
ENSG00000012660,ELOVL5,6,trans_whole_genome,0.091
ENSG00000012779,ALOX5,10,trans,0.297
ENSG00000012817,KDM5D,Y,trans_whole_genome,0.278
ENSG00000012822,CALCOCO1,12,trans_whole_genome,0.118
ENSG00000012963,UBR7,14,trans_whole_genome,0.1
ENSG00000012983,MAP4K5,14,trans_whole_genome,0.131
ENSG00000013016,EHD3,2,trans_whole_genome,0.256
ENSG00000013275,PSMC4,19,trans_whole_genome,0.178
ENSG00000013288,MAN2B2,4,trans_whole_genome,0.104
ENSG00000013293,SLC7A14,3,trans_whole_genome,0.271
ENSG00000013297,CLDN11,3,trans_whole_genome,0.26
ENSG00000013306,SLC25A39,17,trans_whole_genome,0.099
ENSG00000013364,MVP,16,trans_whole_genome,0.111
ENSG00000013374,NUB1,7,trans_whole_genome,0.278
ENSG00000013375,PGM3,6,trans_whole_genome,0.102
ENSG00000013392,RWDD2A,6,trans_whole_genome,0.153
ENSG00000013441,CLK1,2,trans_whole_genome,0.143
ENSG00000013503,POLR3B,12,trans_whole_genome,0.117
ENSG00000013523,ANGEL1,14,trans_whole_genome,0.128
ENSG00000013561,RNF14,5,trans_whole_genome,0.084
ENSG00000013563,DNASE1L1,X,trans_whole_genome,0.127
ENSG00000013573,DDX11,12,trans_whole_genome,0.156
ENSG00000013583,HEBP1,12,trans_whole_genome,0.091
ENSG00000013588,GPRC5A,12,trans_whole_genome,0.098
ENSG00000013619,MAMLD1,X,trans_whole_genome,0.144
ENSG00000013725,CD6,11,trans_whole_genome,0.169
ENSG00000013810,TACC3,4,trans_whole_genome,0.114
ENSG00000014123,UFL1,6,trans_whole_genome,0.09
ENSG00000014138,POLA2,11,trans_whole_genome,0.122
ENSG00000014164,ZC3H3,8,trans_whole_genome,0.105
ENSG00000014216,CAPN1,11,trans_whole_genome,0.114
ENSG00000014257,ACPP,3,trans_whole_genome,0.263
ENSG00000014641,MDH1,2,trans_whole_genome,0.215
ENSG00000014824,SLC30A9,4,trans_whole_genome,0.101
ENSG00000014914,MTMR11,1,trans_whole_genome,0.132
ENSG00000014919,COX15,10,trans_whole_genome,0.101
ENSG00000015133,CCDC88C,14,trans_whole_genome,0.126
ENSG00000015153,YAF2,12,trans_whole_genome,0.124
ENSG00000015171,ZMYND11,10,trans_whole_genome,0.103
ENSG00000015285,WAS,X,trans_whole_genome,0.231
ENSG00000015475,BID,22,trans_whole_genome,0.085
ENSG00000015479,MATR3,5,trans_whole_genome,0.09
ENSG00000015532,XYLT2,17,trans_whole_genome,0.115
ENSG00000015568,RGPD5,2,trans,0.259
ENSG00000015676,NUDCD3,7,trans_whole_genome,0.11
ENSG00000016391,CHDH,3,trans_whole_genome,0.119
ENSG00000016402,IL20RA,6,trans_whole_genome,0.115
ENSG00000016602,CLCA4,1,trans_whole_genome,0.198
ENSG00000016864,GLT8D1,3,trans_whole_genome,0.104
ENSG00000017260,ATP2C1,3,trans_whole_genome,0.103
ENSG00000017427,IGF1,12,trans_whole_genome,0.382
ENSG00000017483,SLC38A5,X,trans_whole_genome,0.763
ENSG00000017797,RALBP1,18,trans_whole_genome,0.099
ENSG00000018189,RUFY3,4,trans_whole_genome,0.131
ENSG00000018236,CNTN1,12,trans,0.306
ENSG00000018280,SLC11A1,2,trans_whole_genome,0.197
ENSG00000018408,WWTR1,3,trans_whole_genome,0.087
ENSG00000018510,AGPS,2,trans_whole_genome,0.106
ENSG00000018610,CXorf56,X,trans_whole_genome,0.516
ENSG00000018625,ATP1A2,1,trans,1.122
ENSG00000018699,TTC27,2,trans_whole_genome,0.112
ENSG00000018869,ZNF582,19,trans_whole_genome,0.176
ENSG00000019144,PHLDB1,11,trans_whole_genome,0.168
ENSG00000019169,MARCO,2,trans_whole_genome,0.136
ENSG00000019485,PRDM11,11,trans_whole_genome,0.203
ENSG00000019582,CD74,5,trans,0.127
ENSG00000019991,HGF,7,trans_whole_genome,0.432
ENSG00000019995,ZRANB1,10,trans_whole_genome,0.114
ENSG00000020129,NCDN,1,trans_whole_genome,0.118
ENSG00000020181,ADGRA2,8,trans_whole_genome,0.125
ENSG00000020256,ZFP64,20,trans_whole_genome,0.119
ENSG00000020426,MNAT1,14,trans_whole_genome,0.124
ENSG00000020577,SAMD4A,14,trans_whole_genome,0.179
ENSG00000020633,RUNX3,1,trans_whole_genome,0.191
ENSG00000020922,MRE11,11,trans_whole_genome,0.155
ENSG00000021300,PLEKHB1,11,trans_whole_genome,0.109
ENSG00000021355,SERPINB1,6,trans_whole_genome,0.097
ENSG00000021461,CYP3A43,7,trans_whole_genome,0.261
ENSG00000021488,SLC7A9,19,trans_whole_genome,0.223
ENSG00000021574,SPAST,2,trans_whole_genome,0.135
ENSG00000021762,OSBPL5,11,trans_whole_genome,0.104
ENSG00000021776,AQR,15,trans_whole_genome,0.112
ENSG00000021826,CPS1,2,trans_whole_genome,0.128
ENSG00000022267,FHL1,X,trans,1.123
ENSG00000022277,RTFDC1,20,trans_whole_genome,0.095
ENSG00000022556,NLRP2,19,trans_whole_genome,0.135
ENSG00000022567,SLC45A4,8,trans_whole_genome,0.109
ENSG00000022840,RNF10,12,trans_whole_genome,0.099
ENSG00000022976,ZNF839,14,trans_whole_genome,0.13
ENSG00000023041,ZDHHC6,10,trans_whole_genome,0.092
ENSG00000023171,GRAMD1B,11,trans_whole_genome,0.426
ENSG00000023191,RNH1,11,trans_whole_genome,0.175
ENSG00000023228,NDUFS1,2,trans_whole_genome,0.119
ENSG00000023287,RB1CC1,8,trans_whole_genome,0.102
ENSG00000023318,ERP44,9,trans_whole_genome,0.087
ENSG00000023330,ALAS1,3,trans_whole_genome,0.1
ENSG00000023445,BIRC3,11,trans_whole_genome,0.254
ENSG00000023516,AKAP11,13,trans_whole_genome,0.128
ENSG00000023572,GLRX2,1,trans_whole_genome,0.144
ENSG00000023608,SNAPC1,14,trans_whole_genome,0.145
ENSG00000023697,DERA,12,trans_whole_genome,0.096
ENSG00000023734,STRAP,12,trans_whole_genome,0.088
ENSG00000023839,ABCC2,10,trans_whole_genome,0.219
ENSG00000023892,DEF6,6,trans_whole_genome,0.211
ENSG00000023902,PLEKHO1,1,trans_whole_genome,0.195
ENSG00000023909,GCLM,1,trans_whole_genome,0.114
ENSG00000024048,UBR2,6,trans_whole_genome,0.108
ENSG00000024422,EHD2,19,trans,0.249
ENSG00000024526,DEPDC1,1,trans_whole_genome,0.135
ENSG00000024862,CCDC28A,6,trans_whole_genome,0.108
ENSG00000025039,RRAGD,6,trans_whole_genome,0.103
ENSG00000025156,HSF2,6,trans_whole_genome,0.114
ENSG00000025293,PHF20,20,trans_whole_genome,0.102
ENSG00000025423,HSD17B6,12,trans_whole_genome,0.181
ENSG00000025434,NR1H3,11,trans_whole_genome,0.109
ENSG00000025708,TYMP,22,trans_whole_genome,0.182
ENSG00000025770,NCAPH2,22,trans_whole_genome,0.116
ENSG00000025772,TOMM34,20,trans_whole_genome,0.11
ENSG00000025796,SEC63,6,trans_whole_genome,0.098
ENSG00000025800,KPNA6,1,trans_whole_genome,0.102
ENSG00000026025,VIM,10,trans_whole_genome,0.436
ENSG00000026036,RTEL1-TNFRSF6B,20,trans_whole_genome,0.389
ENSG00000026103,FAS,10,trans_whole_genome,0.194
ENSG00000026297,RNASET2,6,trans_whole_genome,0.082
ENSG00000026508,CD44,11,trans_whole_genome,0.091
ENSG00000026559,KCNG1,20,trans,0.114
ENSG00000026652,AGPAT4,6,trans_whole_genome,0.128
ENSG00000026950,BTN3A1,6,trans_whole_genome,0.111
ENSG00000027001,MIPEP,13,trans_whole_genome,0.096
ENSG00000027075,PRKCH,14,trans_whole_genome,0.11
ENSG00000027697,IFNGR1,6,trans_whole_genome,0.094
ENSG00000027847,B4GALT7,5,trans_whole_genome,0.107
ENSG00000027869,SH2D2A,1,trans_whole_genome,0.171
ENSG00000028116,VRK2,2,trans_whole_genome,0.097
ENSG00000028137,TNFRSF1B,1,trans_whole_genome,0.284
ENSG00000028203,VEZT,12,trans_whole_genome,0.098
ENSG00000028277,POU2F2,19,trans_whole_genome,0.209
ENSG00000028310,BRD9,5,trans_whole_genome,0.152
ENSG00000028528,SNX1,15,trans_whole_genome,0.109
ENSG00000028839,TBPL1,6,trans_whole_genome,0.124
ENSG00000029153,ARNTL2,12,trans_whole_genome,0.163
ENSG00000029363,BCLAF1,6,trans_whole_genome,0.116
ENSG00000029364,SLC39A9,14,trans_whole_genome,0.104
ENSG00000029534,ANK1,8,trans,0.694
ENSG00000029639,TFB1M,6,trans_whole_genome,0.114
ENSG00000029725,RABEP1,17,trans_whole_genome,0.353
ENSG00000029993,HMGB3,X,trans_whole_genome,0.104
ENSG00000030066,NUP160,11,trans_whole_genome,0.124
ENSG00000030110,BAK1,6,trans_whole_genome,0.109
ENSG00000030419,IKZF2,2,trans_whole_genome,0.17
ENSG00000030582,GRN,17,trans_whole_genome,0.1
ENSG00000031003,FAM13B,5,trans_whole_genome,0.124
ENSG00000031081,ARHGAP31,3,trans_whole_genome,0.113
ENSG00000031691,CENPQ,6,trans_whole_genome,0.13
ENSG00000031698,SARS,1,trans_whole_genome,0.097
ENSG00000031823,RANBP3,19,trans_whole_genome,0.1
ENSG00000032219,ARID4A,14,trans_whole_genome,0.17
ENSG00000032389,EIPR1,2,trans_whole_genome,0.13
ENSG00000032444,PNPLA6,19,trans_whole_genome,0.103
ENSG00000032742,IFT88,13,trans_whole_genome,0.121
ENSG00000033011,ALG1,16,trans_whole_genome,0.088
ENSG00000033030,ZCCHC8,12,trans_whole_genome,0.103
ENSG00000033050,ABCF2,7,trans_whole_genome,0.096
ENSG00000033100,CHPF2,7,trans_whole_genome,0.103
ENSG00000033122,LRRC7,1,trans_whole_genome,0.323
ENSG00000033170,FUT8,14,trans_whole_genome,0.147
ENSG00000033178,UBA6,4,trans_whole_genome,0.129
ENSG00000033327,GAB2,11,trans_whole_genome,0.122
ENSG00000033627,ATP6V0A1,17,trans_whole_genome,0.103
ENSG00000033800,PIAS1,15,trans_whole_genome,0.116
ENSG00000033867,SLC4A7,3,trans_whole_genome,0.18
ENSG00000034053,APBA2,15,trans_whole_genome,0.174
ENSG00000034152,MAP2K3,17,trans_whole_genome,0.106
ENSG00000034510,TMSB10,2,trans_whole_genome,0.123
ENSG00000034533,ASTE1,3,trans_whole_genome,0.144
ENSG00000034677,RNF19A,8,trans_whole_genome,0.127
ENSG00000034693,PEX3,6,trans_whole_genome,0.127
ENSG00000034713,GABARAPL2,16,trans_whole_genome,0.077
ENSG00000035115,SH3YL1,2,trans_whole_genome,0.094
ENSG00000035141,FAM136A,2,trans_whole_genome,0.09
ENSG00000035403,VCL,10,trans_whole_genome,0.131
ENSG00000035499,DEPDC1B,5,trans_whole_genome,0.162
ENSG00000035664,DAPK2,15,trans_whole_genome,0.127
ENSG00000035681,NSMAF,8,trans_whole_genome,0.113
ENSG00000035687,ADSS,1,trans_whole_genome,0.104
ENSG00000035862,TIMP2,17,trans_whole_genome,0.104
ENSG00000035928,RFC1,4,trans_whole_genome,0.109
ENSG00000036054,TBC1D23,3,trans_whole_genome,0.113
ENSG00000036257,CUL3,2,trans_whole_genome,0.1
ENSG00000036530,CYP46A1,14,trans,0.563
