ens_gene_id,symbol,chr,gene_type,tagwise_dispersion
ENSG00000198912,C1orf174,1,trans_whole_genome,0.134
ENSG00000198915,RASGEF1A,10,trans_whole_genome,0.261
ENSG00000198917,SPOUT1,9,trans_whole_genome,0.115
ENSG00000198918,RPL39,X,trans_whole_genome,0.118
ENSG00000198919,DZIP3,3,trans_whole_genome,0.119
ENSG00000198920,KIAA0753,17,trans_whole_genome,0.118
ENSG00000198924,DCLRE1A,10,trans_whole_genome,0.117
ENSG00000198925,ATG9A,2,trans_whole_genome,0.101
ENSG00000198929,NOS1AP,1,trans_whole_genome,0.222
ENSG00000198931,APRT,16,trans_whole_genome,0.092
ENSG00000198932,GPRASP1,X,trans_whole_genome,1.011
ENSG00000198933,TBKBP1,17,trans_whole_genome,0.129
ENSG00000198934,MAGEE1,X,trans_whole_genome,0.128
ENSG00000198937,CCDC167,6,trans_whole_genome,0.115
ENSG00000198938,MT-CO3,MT,trans_whole_genome,0.261
ENSG00000198939,ZFP2,5,trans_whole_genome,0.173
ENSG00000198945,L3MBTL3,6,trans_whole_genome,0.126
ENSG00000198947,DMD,X,trans_whole_genome,0.138
ENSG00000198948,MFAP3L,4,trans_whole_genome,0.102
ENSG00000198951,NAGA,22,trans_whole_genome,0.099
ENSG00000198952,SMG5,1,trans_whole_genome,0.128
ENSG00000198954,KIF1BP,10,trans_whole_genome,0.093
ENSG00000198959,TGM2,20,trans_whole_genome,0.21
ENSG00000198960,ARMCX6,X,trans_whole_genome,0.092
ENSG00000198961,PJA2,5,trans_whole_genome,0.117
ENSG00000198963,RORB,9,trans_whole_genome,0.253
ENSG00000198964,SGMS1,10,trans_whole_genome,0.103
ENSG00000203326,ZNF525,19,trans_whole_genome,0.131
ENSG00000203485,INF2,14,trans_whole_genome,0.108
ENSG00000203546,AL139353.1,14,trans_whole_genome,0.329
ENSG00000203618,GP1BB,22,trans_whole_genome,0.127
ENSG00000203663,OR2L2,1,trans_whole_genome,1.346
ENSG00000203666,EFCAB2,1,trans_whole_genome,0.116
ENSG00000203667,COX20,1,trans_whole_genome,0.207
ENSG00000203668,CHML,1,trans_whole_genome,0.14
ENSG00000203685,STUM,1,trans_whole_genome,0.156
ENSG00000203697,CAPN8,1,trans_whole_genome,0.279
ENSG00000203705,TATDN3,1,trans_whole_genome,0.095
ENSG00000203710,CR1,1,trans,0.225
ENSG00000203722,RAET1G,6,trans_whole_genome,0.184
ENSG00000203724,C1orf53,1,trans_whole_genome,0.165
ENSG00000203727,SAMD5,6,trans_whole_genome,0.243
ENSG00000203730,TEDDM1,1,trans_whole_genome,0.31
ENSG00000203734,ECT2L,6,trans_whole_genome,0.202
ENSG00000203760,CENPW,6,trans_whole_genome,0.117
ENSG00000203772,SPRN,10,trans_whole_genome,0.633
ENSG00000203778,FAM229B,6,trans_whole_genome,0.138
ENSG00000203780,FANK1,10,trans_whole_genome,0.137
ENSG00000203783,PRR9,1,trans_whole_genome,0.333
ENSG00000203791,EEF1AKMT2,10,trans_whole_genome,0.142
ENSG00000203797,DDO,6,trans,0.173
ENSG00000203805,PLPP4,10,trans_whole_genome,0.35
ENSG00000203811,HIST2H3C,1,trans_whole_genome,0.197
ENSG00000203812,HIST2H2AA3,1,trans_whole_genome,0.484
ENSG00000203814,HIST2H2BF,1,trans_whole_genome,0.337
ENSG00000203852,HIST2H3A,1,trans_whole_genome,0.197
ENSG00000203867,RBM20,10,trans_whole_genome,0.225
ENSG00000203872,C6orf163,6,trans_whole_genome,0.267
ENSG00000203879,GDI1,X,trans_whole_genome,0.104
ENSG00000203880,PCMTD2,20,trans_whole_genome,0.188
ENSG00000203883,SOX18,20,trans_whole_genome,0.48
ENSG00000203896,LIME1,20,trans_whole_genome,0.213
ENSG00000203943,SAMD13,1,trans_whole_genome,0.207
ENSG00000203950,RTL8A,X,trans_whole_genome,0.111
ENSG00000203952,CCDC160,X,trans_whole_genome,0.364
ENSG00000203965,EFCAB7,1,trans_whole_genome,0.177
ENSG00000203985,LDLRAD1,1,trans_whole_genome,0.431
ENSG00000203995,ZYG11A,1,trans_whole_genome,0.168
ENSG00000204052,LRRC73,6,trans_whole_genome,0.33
ENSG00000204060,FOXO6,1,trans_whole_genome,0.241
ENSG00000204070,SYS1,20,trans_whole_genome,0.088
ENSG00000204084,INPP5B,1,trans_whole_genome,0.15
ENSG00000204099,NEU4,2,trans,0.228
ENSG00000204103,MAFB,20,trans_whole_genome,0.128
ENSG00000204104,TRAF3IP1,2,trans_whole_genome,0.111
ENSG00000204118,NAP1L6,X,trans_whole_genome,0.281
ENSG00000204120,GIGYF2,2,trans_whole_genome,0.14
ENSG00000204128,C2orf72,2,trans,0.245
ENSG00000204130,RUFY2,10,trans_whole_genome,0.133
ENSG00000204131,NHSL2,X,trans_whole_genome,0.906
ENSG00000204138,PHACTR4,1,trans_whole_genome,0.115
ENSG00000204140,CLPSL1,6,trans,0.403
ENSG00000204147,ASAH2B,10,trans_whole_genome,0.15
ENSG00000204149,AGAP6,10,trans_whole_genome,0.178
ENSG00000204152,TIMM23B,10,trans_whole_genome,0.468
ENSG00000204160,ZDHHC18,1,trans_whole_genome,0.111
ENSG00000204161,C10orf128,10,trans_whole_genome,0.305
ENSG00000204172,AGAP9,10,trans_whole_genome,0.374
ENSG00000204175,GPRIN2,10,trans_whole_genome,0.19
ENSG00000204176,SYT15,10,trans_whole_genome,0.165
ENSG00000204178,TMEM57,1,trans_whole_genome,0.186
ENSG00000204179,PTPN20,10,trans_whole_genome,0.286
ENSG00000204186,ZDBF2,2,trans,0.746
ENSG00000204209,DAXX,6,trans_whole_genome,0.163
ENSG00000204217,BMPR2,2,trans_whole_genome,0.11
ENSG00000204219,TCEA3,1,trans_whole_genome,0.167
ENSG00000204220,PFDN6,6,trans_whole_genome,0.407
ENSG00000204227,RING1,6,trans_whole_genome,0.146
ENSG00000204228,HSD17B8,6,trans_whole_genome,0.348
ENSG00000204231,RXRB,6,trans_whole_genome,0.203
ENSG00000204237,OXLD1,17,trans_whole_genome,0.106
ENSG00000204248,COL11A2,6,trans_whole_genome,0.301
ENSG00000204252,HLA-DOA,6,trans_whole_genome,1.009
ENSG00000204256,BRD2,6,trans_whole_genome,0.341
ENSG00000204262,COL5A2,2,trans_whole_genome,2.84
ENSG00000204264,PSMB8,6,trans,0.565
ENSG00000204267,TAP2,6,trans,1.416
ENSG00000204271,SPIN3,X,trans_whole_genome,0.284
ENSG00000204291,COL15A1,9,trans_whole_genome,0.252
ENSG00000204301,NOTCH4,6,trans,0.597
ENSG00000204304,PBX2,6,trans_whole_genome,0.351
ENSG00000204305,AGER,6,trans,0.988
ENSG00000204308,RNF5,6,trans_whole_genome,0.09
ENSG00000204310,AGPAT1,6,trans_whole_genome,0.226
ENSG00000204311,DFNB59,2,trans,0.83
ENSG00000204314,PRRT1,6,trans_whole_genome,0.967
ENSG00000204315,FKBPL,6,trans_whole_genome,1.816
ENSG00000204316,MRPL38,17,trans_whole_genome,0.098
ENSG00000204323,SMIM5,17,trans_whole_genome,0.24
ENSG00000204334,ERICH2,2,trans_whole_genome,0.178
ENSG00000204335,SP5,2,trans_whole_genome,0.204
ENSG00000204344,STK19,6,trans_whole_genome,0.544
ENSG00000204345,CD300LD,17,trans_whole_genome,0.43
ENSG00000204348,DXO,6,trans_whole_genome,0.218
ENSG00000204351,SKIV2L,6,trans,1.327
ENSG00000204356,NELFE,6,trans_whole_genome,0.129
ENSG00000204366,ZBTB12,6,trans_whole_genome,2.851
ENSG00000204370,SDHD,11,trans_whole_genome,0.126
ENSG00000204371,EHMT2,6,trans,1.078
ENSG00000204381,LAYN,11,trans_whole_genome,0.233
ENSG00000204386,NEU1,6,trans_whole_genome,0.479
ENSG00000204387,C6orf48,6,trans_whole_genome,0.273
ENSG00000204388,HSPA1B,6,trans_whole_genome,7.828
ENSG00000204390,HSPA1L,6,trans_whole_genome,0.321
ENSG00000204392,LSM2,6,trans_whole_genome,0.087
ENSG00000204394,VARS,6,trans_whole_genome,0.191
ENSG00000204396,VWA7,6,trans,0.373
ENSG00000204397,CARD16,11,trans_whole_genome,0.194
ENSG00000204406,MBD5,2,trans_whole_genome,0.121
ENSG00000204410,MSH5,6,trans_whole_genome,0.291
ENSG00000204427,ABHD16A,6,trans_whole_genome,1.327
ENSG00000204428,LY6G5C,6,trans,0.616
ENSG00000204435,CSNK2B,6,trans_whole_genome,2.141
ENSG00000204438,GPANK1,6,trans_whole_genome,0.425
ENSG00000204442,FAM155A,13,trans_whole_genome,0.248
ENSG00000204463,BAG6,6,trans_whole_genome,0.186
ENSG00000204469,PRRC2A,6,trans,1.651
ENSG00000204514,ZNF814,19,trans_whole_genome,0.16
ENSG00000204519,ZNF551,19,trans_whole_genome,0.167
ENSG00000204524,ZNF805,19,trans_whole_genome,0.414
ENSG00000204525,HLA-C,6,trans,1.676
ENSG00000204531,POU5F1,6,trans_whole_genome,0.265
ENSG00000204536,CCHCR1,6,trans_whole_genome,0.446
ENSG00000204539,CDSN,6,trans_whole_genome,2.453
ENSG00000204540,PSORS1C1,6,trans_whole_genome,0.447
ENSG00000204560,DHX16,6,trans_whole_genome,0.123
ENSG00000204564,C6orf136,6,trans_whole_genome,0.315
ENSG00000204568,MRPS18B,6,trans_whole_genome,0.093
ENSG00000204569,PPP1R10,6,trans_whole_genome,0.374
ENSG00000204571,KRTAP5-11,11,trans_whole_genome,0.698
ENSG00000204572,KRTAP5-10,11,trans_whole_genome,0.296
ENSG00000204574,ABCF1,6,trans,1.048
ENSG00000204580,DDR1,6,trans_whole_genome,0.211
ENSG00000204590,GNL1,6,trans,1.087
ENSG00000204599,TRIM39,6,trans_whole_genome,0.323
ENSG00000204604,ZNF468,19,trans_whole_genome,0.141
ENSG00000204611,ZNF616,19,trans_whole_genome,0.142
ENSG00000204613,TRIM10,6,trans_whole_genome,0.84
ENSG00000204618,RNF39,6,trans,0.694
ENSG00000204624,DISP3,1,trans_whole_genome,0.308
ENSG00000204628,RACK1,5,trans_whole_genome,0.084
ENSG00000204634,TBC1D8,2,trans_whole_genome,0.12
ENSG00000204642,HLA-F,6,trans,2.319
ENSG00000204644,ZFP57,6,trans,0.651
ENSG00000204653,ASPDH,19,trans_whole_genome,0.313
ENSG00000204655,MOG,6,trans,1.406
ENSG00000204659,CBY3,5,trans_whole_genome,0.433
ENSG00000204673,AKT1S1,19,trans_whole_genome,0.113
ENSG00000204681,GABBR1,6,trans_whole_genome,0.174
ENSG00000204682,CASC10,10,cis,0.16
ENSG00000204695,OR14J1,6,trans_whole_genome,1.476
ENSG00000204713,TRIM27,6,trans,1.123
ENSG00000204764,RANBP17,5,trans_whole_genome,0.152
ENSG00000204767,FAM196B,5,trans_whole_genome,0.268
ENSG00000204779,FOXD4L5,9,trans_whole_genome,0.284
ENSG00000204822,MRPL53,2,trans_whole_genome,0.105
ENSG00000204839,MROH6,8,trans_whole_genome,0.269
ENSG00000204842,ATXN2,12,trans_whole_genome,0.109
ENSG00000204843,DCTN1,2,trans_whole_genome,0.115
ENSG00000204851,PNMA8B,19,trans_whole_genome,0.18
ENSG00000204852,TCTN1,12,trans_whole_genome,0.084
ENSG00000204856,FAM216A,12,trans_whole_genome,0.127
ENSG00000204859,ZBTB48,1,trans_whole_genome,0.135
ENSG00000204866,IGFL2,19,trans_whole_genome,0.278
ENSG00000204869,IGFL4,19,trans_whole_genome,0.217
ENSG00000204889,KRT40,17,trans_whole_genome,0.29
ENSG00000204899,MZT1,13,trans_whole_genome,0.136
ENSG00000204909,SPINK9,5,trans_whole_genome,0.279
ENSG00000204920,ZNF155,19,trans_whole_genome,0.141
ENSG00000204922,UQCC3,11,trans_whole_genome,0.092
ENSG00000204923,FBXO48,2,trans_whole_genome,0.17
ENSG00000204930,FAM221B,9,trans_whole_genome,0.19
ENSG00000204946,ZNF783,7,trans_whole_genome,0.15
ENSG00000204947,ZNF425,7,trans_whole_genome,0.207
ENSG00000204950,LRRC10B,11,trans_whole_genome,0.141
ENSG00000204954,C12orf73,12,trans_whole_genome,0.122
ENSG00000204956,PCDHGA1,5,trans_whole_genome,0.202
ENSG00000204961,PCDHA9,5,trans_whole_genome,0.18
ENSG00000204962,PCDHA8,5,trans_whole_genome,0.365
ENSG00000204963,PCDHA7,5,trans_whole_genome,0.661
ENSG00000204965,PCDHA5,5,trans_whole_genome,0.209
ENSG00000204967,PCDHA4,5,trans_whole_genome,0.304
ENSG00000204969,PCDHA2,5,trans_whole_genome,0.232
ENSG00000204970,PCDHA1,5,trans_whole_genome,0.205
ENSG00000204977,TRIM13,13,trans_whole_genome,0.119
ENSG00000204991,SPIRE2,16,trans_whole_genome,0.125
ENSG00000205002,AARD,8,trans_whole_genome,0.095
ENSG00000205038,PKHD1L1,8,trans_whole_genome,0.464
ENSG00000205045,SLFN12L,17,trans_whole_genome,0.253
ENSG00000205060,SLC35B4,7,trans_whole_genome,0.138
ENSG00000205078,SYCE1L,16,trans,0.192
ENSG00000205084,TMEM231,16,trans_whole_genome,0.102
ENSG00000205085,FAM71F2,7,trans_whole_genome,1.214
ENSG00000205086,C2orf91,2,trans_whole_genome,0.361
ENSG00000205089,CCNI2,5,trans_whole_genome,0.254
ENSG00000205090,TMEM240,1,trans_whole_genome,0.223
ENSG00000205126,ACCSL,11,trans,0.602
ENSG00000205129,C4orf47,4,trans_whole_genome,0.225
ENSG00000205133,TRIQK,8,trans_whole_genome,0.137
ENSG00000205138,SDHAF1,19,trans_whole_genome,0.143
ENSG00000205143,ARID3C,9,trans,0.239
ENSG00000205155,PSENEN,19,trans_whole_genome,0.08
ENSG00000205176,REXO1L1P,8,trans_whole_genome,0.271
ENSG00000205177,C11orf91,11,trans_whole_genome,0.244
ENSG00000205189,ZBTB10,8,trans_whole_genome,0.118
ENSG00000205208,C4orf46,4,trans_whole_genome,0.125
ENSG00000205209,SCGB2B2,19,trans_whole_genome,0.206
ENSG00000205213,LGR4,11,trans_whole_genome,0.13
ENSG00000205220,PSMB10,16,trans_whole_genome,0.132
ENSG00000205221,VIT,2,trans_whole_genome,0.247
ENSG00000205236,AC105052.1,7,trans,2.043
ENSG00000205238,SPDYE2,7,trans_whole_genome,0.417
ENSG00000205250,E2F4,16,trans_whole_genome,0.111
ENSG00000205268,PDE7A,8,trans_whole_genome,0.123
ENSG00000205269,TMEM170B,6,trans_whole_genome,0.191
ENSG00000205302,SNX2,5,trans_whole_genome,0.108
ENSG00000205307,SAP25,7,trans_whole_genome,0.218
ENSG00000205309,NT5M,17,trans_whole_genome,0.143
ENSG00000205323,SARNP,12,trans_whole_genome,0.091
ENSG00000205336,ADGRG1,16,trans_whole_genome,0.099
ENSG00000205339,IPO7,11,trans_whole_genome,0.108
ENSG00000205352,PRR13,12,trans_whole_genome,0.096
ENSG00000205356,TECPR1,7,trans_whole_genome,0.12
ENSG00000205363,C15orf59,15,trans_whole_genome,0.257
ENSG00000205403,CFI,4,trans_whole_genome,0.319
ENSG00000205413,SAMD9,7,cis,0.197
ENSG00000205420,KRT6A,12,trans_whole_genome,0.202
ENSG00000205423,CNEP1R1,16,trans_whole_genome,0.172
ENSG00000205426,KRT81,12,trans,0.338
ENSG00000205436,EXOC3L4,14,trans_whole_genome,0.56
ENSG00000205456,TP53TG3D,16,trans_whole_genome,0.232
ENSG00000205464,ATP6AP1L,5,trans_whole_genome,0.204
ENSG00000205476,CCDC85C,14,trans_whole_genome,0.126
ENSG00000205517,RGL3,19,trans_whole_genome,0.177
ENSG00000205531,NAP1L4,11,trans_whole_genome,0.153
ENSG00000205542,TMSB4X,X,trans_whole_genome,0.083
ENSG00000205544,TMEM256,17,trans_whole_genome,0.128
ENSG00000205560,CPT1B,22,trans_whole_genome,0.152
ENSG00000205571,SMN2,5,trans_whole_genome,0.385
ENSG00000205572,SERF1B,5,trans_whole_genome,1.262
ENSG00000205581,HMGN1,21,trans_whole_genome,0.097
ENSG00000205592,MUC19,12,trans_whole_genome,0.514
ENSG00000205593,DENND6B,22,trans_whole_genome,0.159
ENSG00000205609,EIF3CL,16,trans_whole_genome,0.568
ENSG00000205629,LCMT1,16,trans_whole_genome,0.089
ENSG00000205639,MFSD2B,2,trans_whole_genome,0.335
ENSG00000205643,CDPF1,22,trans_whole_genome,0.147
ENSG00000205649,HTN3,4,trans_whole_genome,0.228
ENSG00000205659,LIN52,14,trans_whole_genome,0.16
ENSG00000205667,ARSH,X,trans_whole_genome,0.238
ENSG00000205670,SMIM11A,21,trans_whole_genome,0.259
ENSG00000205678,TECRL,4,trans,0.591
ENSG00000205683,DPF3,14,trans,0.25
ENSG00000205702,CYP2D7,22,trans_whole_genome,0.741
ENSG00000205707,ETFRF1,12,trans_whole_genome,0.254
ENSG00000205710,C17orf107,17,trans_whole_genome,0.198
ENSG00000205726,ITSN1,21,trans_whole_genome,0.112
ENSG00000205730,ITPRIPL2,16,trans_whole_genome,0.118
ENSG00000205744,DENND1C,19,trans_whole_genome,0.148
ENSG00000205758,CRYZL1,21,trans_whole_genome,0.106
ENSG00000205765,C5orf51,5,trans_whole_genome,0.139
ENSG00000205795,CYS1,2,trans,0.192
ENSG00000205808,PLPP6,9,trans_whole_genome,0.121
ENSG00000205838,TTC23L,5,trans_whole_genome,0.19
ENSG00000205856,C22orf42,22,trans_whole_genome,0.273
ENSG00000205863,C1QTNF9B,13,trans_whole_genome,0.195
ENSG00000205867,KRTAP5-2,11,trans_whole_genome,0.274
ENSG00000205869,KRTAP5-1,11,trans,0.42
ENSG00000205922,ONECUT3,19,trans_whole_genome,0.309
ENSG00000205923,CEMP1,16,trans_whole_genome,1.168
ENSG00000205929,C21orf62,21,trans_whole_genome,0.534
ENSG00000205937,RNPS1,16,trans_whole_genome,0.103
ENSG00000205978,NYNRIN,14,trans_whole_genome,0.133
ENSG00000205981,DNAJC19,3,trans_whole_genome,0.097
ENSG00000206052,DOK6,18,trans_whole_genome,0.266
ENSG00000206053,JPT2,16,trans_whole_genome,0.089
ENSG00000206075,SERPINB5,18,trans_whole_genome,0.091
ENSG00000206077,ZDHHC11B,5,trans_whole_genome,0.374
ENSG00000206127,GOLGA8O,15,trans_whole_genome,0.69
ENSG00000206190,ATP10A,15,trans_whole_genome,0.115
ENSG00000206262,FOXL2NB,3,trans_whole_genome,0.277
ENSG00000206418,RAB12,18,trans_whole_genome,0.387
ENSG00000206432,TMEM200C,18,trans_whole_genome,0.257
ENSG00000206503,HLA-A,6,trans,1.654
ENSG00000206527,HACD2,3,trans_whole_genome,0.105
ENSG00000206530,CFAP44,3,trans_whole_genome,0.212
ENSG00000206535,LNP1,3,trans_whole_genome,0.175
ENSG00000206538,VGLL3,3,trans_whole_genome,0.2
ENSG00000206549,PRSS50,3,trans_whole_genome,0.278
ENSG00000206557,TRIM71,3,trans_whole_genome,0.325
ENSG00000206559,ZCWPW2,3,trans_whole_genome,0.255
ENSG00000206560,ANKRD28,3,trans_whole_genome,0.283
ENSG00000206561,COLQ,3,trans_whole_genome,0.446
ENSG00000206562,METTL6,3,trans_whole_genome,0.132
ENSG00000206579,XKR4,8,trans_whole_genome,0.208
ENSG00000211445,GPX3,5,trans_whole_genome,0.195
ENSG00000211448,DIO2,14,trans_whole_genome,0.61
ENSG00000211450,SELENOH,11,trans_whole_genome,0.097
ENSG00000211452,DIO1,1,trans_whole_genome,0.297
ENSG00000211454,AKR7L,1,trans_whole_genome,0.216
ENSG00000211455,STK38L,12,trans_whole_genome,0.101
ENSG00000211456,SACM1L,3,trans_whole_genome,0.101
ENSG00000211460,TSN,2,trans_whole_genome,0.1
ENSG00000211584,SLC48A1,12,trans_whole_genome,0.111
ENSG00000211643,IGLV5-52,22,trans_whole_genome,0.219
ENSG00000211644,IGLV1-51,22,trans_whole_genome,0.222
ENSG00000211899,IGHM,14,trans_whole_genome,0.861
ENSG00000212123,PRR22,19,trans_whole_genome,0.195
ENSG00000212127,TAS2R14,12,trans,0.664
ENSG00000212643,ZRSR1,5,trans_whole_genome,0.79
ENSG00000212719,C17orf51,17,trans_whole_genome,0.171
ENSG00000212747,RTL8B,X,trans_whole_genome,0.101
ENSG00000212807,OR2A42,7,trans_whole_genome,0.284
ENSG00000212864,RNF208,9,trans_whole_genome,0.133
ENSG00000212866,HSPA1B,CHR_HSCHR6_MHC_QBL_CTG1,trans_whole_genome,1.501
ENSG00000212907,MT-ND4L,MT,trans_whole_genome,0.503
ENSG00000212916,MAP10,1,trans_whole_genome,0.133
ENSG00000212952,BX088651.1,9,trans,0.716
ENSG00000212993,POU5F1B,8,trans_whole_genome,0.386
ENSG00000213015,ZNF580,19,trans_whole_genome,0.135
ENSG00000213020,ZNF611,19,trans_whole_genome,0.191
ENSG00000213024,NUP62,19,trans_whole_genome,0.198
ENSG00000213047,DENND1B,1,trans_whole_genome,0.433
ENSG00000213064,SFT2D2,1,trans_whole_genome,0.124
ENSG00000213066,FGFR1OP,6,trans_whole_genome,0.103
ENSG00000213079,SCAF8,6,trans_whole_genome,0.106
ENSG00000213085,CFAP45,1,trans_whole_genome,0.204
ENSG00000213096,ZNF254,19,trans_whole_genome,0.145
ENSG00000213123,TCTEX1D2,3,trans_whole_genome,0.121
ENSG00000213139,CRYGS,3,trans_whole_genome,0.267
ENSG00000213145,CRIP1,14,trans_whole_genome,0.097
ENSG00000213160,KLHL23,2,trans_whole_genome,0.135
ENSG00000213171,LINGO4,1,trans_whole_genome,0.171
ENSG00000213185,FAM24B,10,trans_whole_genome,0.221
ENSG00000213186,TRIM59,3,trans_whole_genome,0.157
ENSG00000213190,MLLT11,1,trans_whole_genome,0.154
ENSG00000213199,ASIC3,7,trans_whole_genome,0.193
ENSG00000213203,GIMAP1,7,cis,0.249
ENSG00000213204,AL049697.1,6,trans_whole_genome,0.473
ENSG00000213213,CCDC183,9,trans_whole_genome,0.178
ENSG00000213214,ARHGEF35,7,trans_whole_genome,0.108
ENSG00000213221,DNLZ,9,trans_whole_genome,0.271
ENSG00000213246,SUPT4H1,17,trans_whole_genome,0.091
ENSG00000213281,NRAS,1,trans_whole_genome,0.103
ENSG00000213297,ZNF625-ZNF20,19,trans_whole_genome,0.147
ENSG00000213316,LTC4S,5,trans_whole_genome,0.403
ENSG00000213337,ANKRD39,2,trans_whole_genome,0.133
ENSG00000213339,QTRT1,19,trans_whole_genome,0.135
ENSG00000213341,CHUK,10,trans_whole_genome,0.104
ENSG00000213347,MXD3,5,trans_whole_genome,0.142
ENSG00000213366,GSTM2,1,trans_whole_genome,0.119
ENSG00000213380,COG8,16,trans_whole_genome,0.135
ENSG00000213390,ARHGAP19,10,trans_whole_genome,0.155
ENSG00000213397,HAUS7,X,trans_whole_genome,0.128
ENSG00000213398,LCAT,16,trans_whole_genome,0.177
ENSG00000213402,PTPRCAP,11,trans,1.559
ENSG00000213413,PVRIG,7,trans_whole_genome,0.431
ENSG00000213420,GPC2,7,trans_whole_genome,0.216
ENSG00000213445,SIPA1,11,trans_whole_genome,0.099
ENSG00000213462,ERV3-1,7,trans_whole_genome,0.141
ENSG00000213463,SYNJ2BP,14,trans_whole_genome,0.23
ENSG00000213465,ARL2,11,trans_whole_genome,0.101
ENSG00000213516,RBMXL1,1,trans_whole_genome,0.137
ENSG00000213523,SRA1,5,trans_whole_genome,0.097
ENSG00000213533,TMEM110,3,trans_whole_genome,0.113
ENSG00000213551,DNAJC9,10,trans_whole_genome,0.097
ENSG00000213563,C8orf82,8,trans_whole_genome,0.141
ENSG00000213578,CPLX3,15,trans_whole_genome,0.379
ENSG00000213585,VDAC1,5,trans_whole_genome,0.089
ENSG00000213593,TMX2,11,trans_whole_genome,0.103
ENSG00000213614,HEXA,15,trans_whole_genome,0.088
ENSG00000213619,NDUFS3,11,trans_whole_genome,0.147
ENSG00000213625,LEPROT,1,trans_whole_genome,0.093
ENSG00000213626,LBH,2,trans_whole_genome,0.123
ENSG00000213638,ADAT3,19,trans_whole_genome,0.115
ENSG00000213639,PPP1CB,2,trans_whole_genome,0.128
ENSG00000213648,SULT1A4,16,trans_whole_genome,0.524
ENSG00000213654,GPSM3,6,trans_whole_genome,0.209
ENSG00000213658,LAT,16,trans_whole_genome,0.235
ENSG00000213672,NCKIPSD,3,trans_whole_genome,0.125
ENSG00000213676,ATF6B,6,trans_whole_genome,0.272
ENSG00000213689,TREX1,3,trans_whole_genome,0.138
ENSG00000213694,S1PR3,9,trans_whole_genome,0.208
ENSG00000213699,SLC35F6,2,trans_whole_genome,0.093
ENSG00000213719,CLIC1,6,trans_whole_genome,0.518
ENSG00000213722,DDAH2,6,trans_whole_genome,0.222
ENSG00000213741,RPS29,14,trans_whole_genome,0.072
ENSG00000213762,ZNF134,19,trans_whole_genome,0.126
ENSG00000213780,GTF2H4,6,trans_whole_genome,0.137
ENSG00000213782,DDX47,12,trans_whole_genome,0.083
ENSG00000213799,ZNF845,19,trans_whole_genome,0.148
ENSG00000213809,KLRK1,12,trans_whole_genome,0.189
ENSG00000213853,EMP2,16,trans_whole_genome,0.1
ENSG00000213859,KCTD11,17,trans_whole_genome,0.117
ENSG00000213865,C8orf44,8,trans_whole_genome,0.166
ENSG00000213889,PPM1N,19,trans_whole_genome,0.366
ENSG00000213901,SLC23A3,2,trans_whole_genome,0.361
ENSG00000213903,LTB4R,14,trans_whole_genome,0.23
ENSG00000213906,LTB4R2,14,trans_whole_genome,0.235
ENSG00000213918,DNASE1,16,trans_whole_genome,0.222
ENSG00000213920,MDP1,14,trans_whole_genome,0.22
ENSG00000213923,CSNK1E,22,trans_whole_genome,0.109
ENSG00000213927,CCL27,9,trans_whole_genome,0.514
ENSG00000213928,IRF9,14,trans_whole_genome,0.224
ENSG00000213930,GALT,9,trans_whole_genome,0.113
ENSG00000213937,CLDN9,16,trans_whole_genome,0.162
ENSG00000213949,ITGA1,5,trans_whole_genome,0.309
ENSG00000213965,NUDT19,19,trans_whole_genome,0.1
ENSG00000213967,ZNF726,19,trans_whole_genome,0.159
ENSG00000213973,ZNF99,19,trans_whole_genome,0.237
ENSG00000213977,TAX1BP3,17,trans_whole_genome,0.091
ENSG00000213983,AP1G2,14,trans_whole_genome,0.137
ENSG00000213988,ZNF90,19,trans_whole_genome,0.144
ENSG00000213995,NAXD,13,trans_whole_genome,0.106
ENSG00000213999,MEF2B,19,trans,0.375
ENSG00000214013,GANC,15,trans_whole_genome,0.125
ENSG00000214021,TTLL3,3,trans_whole_genome,0.181
ENSG00000214022,REPIN1,7,trans_whole_genome,0.106
ENSG00000214026,MRPL23,11,trans_whole_genome,0.103
ENSG00000214029,ZNF891,12,trans_whole_genome,0.386
ENSG00000214046,SMIM7,19,trans_whole_genome,0.092
ENSG00000214050,FBXO16,8,trans_whole_genome,0.149
ENSG00000214063,TSPAN4,11,trans_whole_genome,0.121
ENSG00000214078,CPNE1,20,trans_whole_genome,0.086
ENSG00000214087,ARL16,17,trans_whole_genome,0.092
ENSG00000214102,WEE2,7,trans_whole_genome,0.25
ENSG00000214107,MAGEB1,X,trans_whole_genome,0.203
ENSG00000214113,LYRM4,6,trans_whole_genome,0.09
ENSG00000214114,MYCBP,1,trans_whole_genome,0.099
ENSG00000214128,TMEM213,7,trans_whole_genome,0.13
ENSG00000214140,PRCD,17,trans_whole_genome,0.879
ENSG00000214160,ALG3,3,trans_whole_genome,0.096
ENSG00000214189,ZNF788,19,trans_whole_genome,0.446
ENSG00000214193,SH3D21,1,trans_whole_genome,0.294
ENSG00000214194,SMIM30,7,trans_whole_genome,0.09
ENSG00000214212,C19orf38,19,trans_whole_genome,0.178
ENSG00000214226,C17orf67,17,trans_whole_genome,0.362
ENSG00000214253,FIS1,7,trans_whole_genome,0.09
ENSG00000214265,AC124312.1,15,trans_whole_genome,0.225
ENSG00000214274,ANG,14,trans_whole_genome,0.159
ENSG00000214290,COLCA2,11,trans_whole_genome,0.297
