,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,g_ID,Gene.name
13,2800.07975,0.6353857,0.1891765,3.358693,7.83E-04,3.98E-02,ENSG00000042753,AP2S1
61,16974.03029,0.6323014,0.1868587,3.383848,7.15E-04,3.88E-02,ENSG00000103495,MAZ
175,4617.90175,0.6304224,0.1934008,3.259668,1.12E-03,4.70E-02,ENSG00000152082,MZT2B
57,5080.73743,0.6288349,0.1795848,3.501603,4.62E-04,3.16E-02,ENSG00000102898,NUTF2
52,2551.41239,0.6273162,0.1835773,3.417178,6.33E-04,3.61E-02,ENSG00000100804,PSMB5
4,6115.26512,0.6129768,0.1662519,3.687036,2.27E-04,2.26E-02,ENSG00000006327,TNFRSF12A
125,2279.58149,0.5964293,0.1768315,3.372868,7.44E-04,3.94E-02,ENSG00000127554,GFER
251,13105.63186,0.5915627,0.1790577,3.303754,9.54E-04,4.35E-02,ENSG00000179632,MAF1
39,13496.10112,0.5816244,0.1640611,3.545169,3.92E-04,2.86E-02,ENSG00000089220,PEBP1
135,1773.85421,0.5755589,0.1764577,3.261738,1.11E-03,4.69E-02,ENSG00000133265,HSPBP1
121,6600.35294,0.524417,0.1504977,3.484551,4.93E-04,3.16E-02,ENSG00000125977,EIF2S2
108,16839.28454,0.5134789,0.1571208,3.268052,1.08E-03,4.65E-02,ENSG00000117450,PRDX1
29,16241.97023,-0.5151235,0.1528027,-3.371167,7.49E-04,3.94E-02,ENSG00000074181,NOTCH3
106,7128.84783,-0.547326,0.165114,-3.314836,9.17E-04,4.30E-02,ENSG00000116539,ASH1L
280,5403.50335,-0.5813391,0.1744215,-3.332955,8.59E-04,4.23E-02,ENSG00000196730,DAPK1
36,1083.74805,-0.6748899,0.2083719,-3.238872,1.20E-03,4.83E-02,ENSG00000088280,ASAP3
101,3876.00241,-0.6993875,0.2150666,-3.251958,1.15E-03,4.72E-02,ENSG00000112379,ARFGEF3
171,1884.32462,-0.7210323,0.1967939,-3.663895,2.48E-04,2.34E-02,ENSG00000148158,SNX30
221,1824.21807,-0.7751623,0.2222795,-3.487331,4.88E-04,3.16E-02,ENSG00000168769,TET2
233,2008.97078,-0.7986379,0.2287829,-3.49081,4.82E-04,3.16E-02,ENSG00000172888,ZNF621
169,7842.48557,-0.8096393,0.244947,-3.305366,9.49E-04,4.35E-02,ENSG00000147162,OGT
91,3723.2675,-0.809658,0.2400288,-3.37317,7.43E-04,3.94E-02,ENSG00000108557,RAI1
92,1531.50824,-0.8171836,0.178977,-4.565859,4.97E-06,2.97E-03,ENSG00000110237,ARHGEF17
27,2088.48576,-0.8397543,0.2294271,-3.660223,2.52E-04,2.34E-02,ENSG00000072364,AFF4
42,1166.69292,-0.844682,0.259381,-3.256531,1.13E-03,4.70E-02,ENSG00000094631,HDAC6
148,1626.71034,-0.875384,0.2635522,-3.321483,8.95E-04,4.30E-02,ENSG00000139200,PIANP
181,1573.82986,-0.8778391,0.2554643,-3.43625,5.90E-04,3.52E-02,ENSG00000157827,FMNL2
278,8444.55834,-0.8835086,0.2370664,-3.726841,1.94E-04,2.10E-02,ENSG00000196498,NCOR2
31,1300.45076,-0.8959487,0.2569359,-3.487052,4.88E-04,3.16E-02,ENSG00000081377,CDC14B
260,4353.24846,-0.9045799,0.2633612,-3.43475,5.93E-04,3.52E-02,ENSG00000184254,ALDH1A3
281,1839.7697,-0.9174081,0.2628355,-3.490427,4.82E-04,3.16E-02,ENSG00000197283,SYNGAP1
16,1227.41848,-0.925996,0.2727896,-3.394543,6.87E-04,3.81E-02,ENSG00000048991,R3HDM1
43,1441.39581,-0.9883079,0.2759183,-3.581886,3.41E-04,2.71E-02,ENSG00000095539,SEMA4G
44,2076.41849,-0.9951551,0.2332432,-4.266599,1.98E-05,6.68E-03,ENSG00000095564,BTAF1
276,568.1666,-0.9976637,0.3026585,-3.296335,9.80E-04,4.40E-02,ENSG00000196220,SRGAP3
103,687.01257,-1.0093887,0.2361553,-4.274258,1.92E-05,6.63E-03,ENSG00000114541,FRMD4B
167,351.69601,-1.0317875,0.304926,-3.38373,7.15E-04,3.88E-02,ENSG00000146950,SHROOM2
197,1114.25388,-1.0425688,0.3154811,-3.304695,9.51E-04,4.35E-02,ENSG00000163013,FBXO41
192,4548.97795,-1.0453908,0.2751985,-3.798679,1.45E-04,1.79E-02,ENSG00000162105,SHANK2
230,1763.38077,-1.0494029,0.3137864,-3.344322,8.25E-04,4.10E-02,ENSG00000172197,MBOAT1
45,1103.68157,-1.054136,0.2848639,-3.70049,2.15E-04,2.21E-02,ENSG00000095637,SORBS1
