,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,g_ID,Gene.name
1071,3.28E+04,-1.1102188,0.2797795,-3.968192,7.24E-05,1.85E-03,ENSG00000197756,RPL37A
1224,1.21E+03,-1.1138058,0.2341116,-4.757584,1.96E-06,7.83E-05,ENSG00000223496,EXOSC6
671,6.32E+02,-1.1187786,0.3392137,-3.298152,9.73E-04,1.55E-02,ENSG00000163626,COX18
600,5.84E+03,-1.122433,0.3733662,-3.006252,2.64E-03,3.38E-02,ENSG00000155850,SLC26A2
570,2.59E+03,-1.1226375,0.2240091,-5.01157,5.40E-07,2.45E-05,ENSG00000150938,CRIM1
1013,1.84E+03,-1.1328231,0.3058398,-3.703975,2.12E-04,4.59E-03,ENSG00000186812,ZNF397
271,2.10E+03,-1.1372147,0.3816772,-2.97952,2.89E-03,3.62E-02,ENSG00000116406,EDEM3
2,1.86E+03,-1.151425,0.3501507,-3.28837,1.01E-03,1.58E-02,ENSG00000001630,CYP51A1
575,2.72E+03,-1.1548276,0.268161,-4.30647,1.66E-05,5.36E-04,ENSG00000151176,PLBD2
464,1.12E+03,-1.1588501,0.3209697,-3.610466,3.06E-04,6.19E-03,ENSG00000138594,TMOD3
597,6.71E+03,-1.1624673,0.2947295,-3.944183,8.01E-05,2.03E-03,ENSG00000155368,DBI
420,1.36E+03,-1.1633382,0.4050049,-2.872405,4.07E-03,4.66E-02,ENSG00000134255,CEPT1
868,1.02E+03,-1.1671668,0.3868625,-3.017007,2.55E-03,3.28E-02,ENSG00000176994,SMCR8
412,1.34E+03,-1.1753444,0.4022355,-2.922031,3.48E-03,4.16E-02,ENSG00000133028,SCO1
472,5.58E+02,-1.1755442,0.3476989,-3.380926,7.22E-04,1.23E-02,ENSG00000139668,WDFY2
811,1.12E+03,-1.1803193,0.3707662,-3.18346,1.46E-03,2.15E-02,ENSG00000172493,AFF1
372,4.18E+02,-1.1808042,0.4060818,-2.907799,3.64E-03,4.30E-02,ENSG00000129295,LRRC6
891,3.78E+02,-1.1811073,0.3764651,-3.137362,1.70E-03,2.41E-02,ENSG00000178694,NSUN3
616,1.38E+03,-1.1837639,0.2559052,-4.625791,3.73E-06,1.39E-04,ENSG00000158526,TSR2
1040,1.03E+03,-1.1858869,0.3272508,-3.623786,2.90E-04,5.95E-03,ENSG00000196233,LCOR
358,2.83E+03,-1.1930103,0.3349338,-3.561929,3.68E-04,7.18E-03,ENSG00000127922,SEM1
243,2.40E+03,-1.1950163,0.2884366,-4.143081,3.43E-05,9.96E-04,ENSG00000111911,HINT3
956,1.14E+03,-1.2052038,0.2423518,-4.972952,6.59E-07,2.95E-05,ENSG00000183808,RBM12B
852,7.31E+02,-1.205728,0.2871552,-4.198872,2.68E-05,8.12E-04,ENSG00000175782,SLC35E3
253,1.52E+03,-1.207904,0.3582531,-3.37165,7.47E-04,1.26E-02,ENSG00000112996,MRPS30
172,9.19E+03,-1.2097479,0.3470456,-3.485848,4.91E-04,8.97E-03,ENSG00000104447,TRPS1
995,6.92E+02,-1.2187063,0.3476831,-3.505222,4.56E-04,8.47E-03,ENSG00000185753,CXorf38
