,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,g_ID,Gene.name
1146,1.73E+01,7.591637,2.1127612,3.59323,3.27E-04,5.57E-03,ENSG00000179242,CDH4
1442,3.72E+01,7.5708914,1.7826018,4.247102,2.17E-05,5.51E-04,ENSG00000204542,C6orf15
1406,2.00E+03,7.5584597,1.47833,5.112837,3.17E-07,1.31E-05,ENSG00000204262,COL5A2
1625,4.37E+02,7.5204543,0.5745829,13.088545,3.83E-39,2.16E-36,ENSG00000271043,MTRNR2L2
1453,1.65E+01,7.4595304,2.4799501,3.007936,2.63E-03,2.89E-02,ENSG00000204632,HLA-G
1599,1.37E+02,7.447465,1.0681431,6.972347,3.12E-12,2.91E-10,ENSG00000256453,DND1
1343,4.30E+02,7.4333133,2.6187567,2.83849,4.53E-03,4.41E-02,ENSG00000197594,ENPP1
1520,1.53E+01,7.4194538,2.3936999,3.099576,1.94E-03,2.29E-02,ENSG00000224712,NPIPA3
733,8.91E+01,7.4091713,1.2380385,5.984605,2.17E-09,1.34E-07,ENSG00000148680,HTR7
811,5.69E+01,7.3989936,1.7168582,4.309612,1.64E-05,4.28E-04,ENSG00000157654,PALM2-AKAP2
610,2.05E+01,7.3571729,2.0177331,3.646257,2.66E-04,4.69E-03,ENSG00000138813,C4orf17
770,1.93E+02,7.3217762,0.8963408,8.168518,3.12E-16,4.52E-14,ENSG00000152942,RAD17
1220,2.06E+01,7.3141048,2.1266863,3.439202,5.83E-04,8.96E-03,ENSG00000184304,PRKD1
15,1.55E+01,7.3141028,2.2204842,3.293923,9.88E-04,1.37E-02,ENSG00000007171,NOS2
1302,1.73E+02,7.2488713,2.3515105,3.082645,2.05E-03,2.39E-02,ENSG00000188931,CFAP126
1609,1.58E+02,6.8357288,0.7834698,8.724943,2.66E-18,5.18E-16,ENSG00000258873,DUXA
1422,2.83E+02,6.5751738,2.2985562,2.860567,4.23E-03,4.15E-02,ENSG00000204389,HSPA1A
584,8.91E+00,6.3989949,2.2299654,2.869549,4.11E-03,4.07E-02,ENSG00000136939,OR1L4
410,1.63E+02,6.390318,0.9125109,7.003004,2.51E-12,2.35E-10,ENSG00000123342,MMP19
1533,5.42E+01,6.3438678,1.2131111,5.22942,1.70E-07,7.51E-06,ENSG00000231852,CYP21A2
1126,1.64E+04,6.1802663,0.3458135,17.871676,1.96E-71,2.91E-68,ENSG00000177954,RPS27
235,3.16E+01,6.1697241,1.8783922,3.284577,1.02E-03,1.40E-02,ENSG00000105409,ATP1A3
1438,5.67E+03,6.1658067,0.2665408,23.132692,2.17E-118,1.18E-114,ENSG00000204525,HLA-C
1474,9.96E+03,6.1297485,0.3239453,18.922173,7.49E-80,1.53E-76,ENSG00000206503,HLA-A
218,3.14E+01,6.1288713,1.8651144,3.286056,1.02E-03,1.40E-02,ENSG00000104313,EYA1
1561,1.62E+01,6.0557952,1.9816192,3.055983,2.24E-03,2.56E-02,ENSG00000242574,HLA-DMB
527,1.24E+01,6.0246006,2.1551024,2.795505,5.18E-03,4.91E-02,ENSG00000133561,GIMAP6
1540,1.18E+01,6.0155688,1.9664124,3.059159,2.22E-03,2.54E-02,ENSG00000233608,TWIST2
571,3.10E+01,5.9587169,1.6151193,3.689336,2.25E-04,4.10E-03,ENSG00000136160,EDNRB
1408,8.02E+02,5.9485685,0.3675429,16.184691,6.47E-59,7.05E-56,ENSG00000204267,TAP2
424,8.18E+01,5.9466417,0.9748093,6.100313,1.06E-09,6.95E-08,ENSG00000124491,F13A1
454,2.91E+02,5.9234079,0.6564687,9.023138,1.83E-19,4.15E-17,ENSG00000126953,TIMM8A
1032,1.59E+04,5.8981303,0.3533011,16.694343,1.44E-62,1.68E-59,ENSG00000171863,RPS7
1286,1.29E+01,5.8546771,1.9918293,2.939347,3.29E-03,3.40E-02,ENSG00000187754,SSX7
691,7.37E+01,5.7413842,1.0017228,5.73151,9.95E-09,5.61E-07,ENSG00000145113,MUC4
588,7.36E+02,5.7068431,1.0990786,5.192389,2.08E-07,9.00E-06,ENSG00000137310,TCF19
1235,3.96E+02,5.6803974,0.5622102,10.10369,5.32E-24,1.50E-21,ENSG00000185115,NSMCE3
428,1.80E+04,5.6248295,0.3938485,14.281708,2.85E-46,2.11E-43,ENSG00000124614,RPS10
859,1.61E+04,5.5551532,0.3262873,17.025344,5.33E-65,6.70E-62,ENSG00000161970,RPL26
1629,5.48E+02,5.4823589,0.4659192,11.766758,5.79E-32,2.43E-29,ENSG00000273173,SNURF
1579,6.73E+01,5.4185641,0.9178764,5.90337,3.56E-09,2.16E-07,ENSG00000249222,ATP5MGL
1509,5.27E+01,5.3552604,0.95651,5.59875,2.16E-08,1.13E-06,ENSG00000221883,ARIH2OS
1516,1.67E+03,5.3112321,0.3999677,13.279151,3.06E-40,1.79E-37,ENSG00000223501,VPS52
1233,9.06E+02,5.3077874,0.3334455,15.918008,4.75E-57,4.86E-54,ENSG00000184983,NDUFA6
1433,8.83E+03,5.2748783,0.2919891,18.065328,5.98E-73,9.77E-70,ENSG00000204469,PRRC2A
960,2.63E+03,5.2531461,0.4222814,12.439918,1.59E-35,7.86E-33,ENSG00000167608,TMC4
1405,1.58E+02,5.2252168,0.6314189,8.275357,1.28E-16,1.96E-14,ENSG00000204257,HLA-DMA
1469,1.76E+02,5.2224765,0.6400442,8.159556,3.36E-16,4.82E-14,ENSG00000205572,SERF1B
1416,1.28E+03,5.1879608,0.4851329,10.693897,1.09E-26,3.48E-24,ENSG00000204351,SKIV2L
1096,2.31E+02,5.1662988,0.5144798,10.041792,9.98E-24,2.72E-21,ENSG00000175806,MSRA
602,1.03E+02,5.1493866,0.9703742,5.306599,1.12E-07,5.04E-06,ENSG00000138411,HECW2
979,1.36E+01,5.0849227,1.7768135,2.861821,4.21E-03,4.14E-02,ENSG00000168546,GFRA2
1374,5.40E+03,5.0450757,0.842987,5.984761,2.17E-09,1.34E-07,ENSG00000198563,DDX39B
1517,6.26E+01,5.0417424,1.0667241,4.726379,2.29E-06,7.53E-05,ENSG00000223865,HLA-DPB1
13,9.59E+02,5.0250967,0.5071465,9.908571,3.82E-23,1.01E-20,ENSG00000006530,AGK
764,1.67E+02,4.9989653,0.8983795,5.564425,2.63E-08,1.35E-06,ENSG00000152253,SPC25
75,1.30E+03,4.9721353,0.4651104,10.690225,1.13E-26,3.56E-24,ENSG00000070047,PHRF1
653,1.11E+03,4.9686249,0.3827695,12.980724,1.57E-38,8.58E-36,ENSG00000142867,BCL10
490,2.33E+01,4.9258685,1.4525761,3.391126,6.96E-04,1.04E-02,ENSG00000130383,FUT5
1572,5.26E+02,4.9098652,0.6870293,7.146515,8.90E-13,8.93E-11,ENSG00000244734,HBB
882,6.19E+01,4.7982892,0.8344135,5.750493,8.90E-09,5.05E-07,ENSG00000163331,DAPL1
1456,1.07E+03,4.7770346,0.962282,4.964277,6.90E-07,2.62E-05,ENSG00000204655,MOG
946,2.06E+01,4.7769378,1.4468911,3.301518,9.62E-04,1.35E-02,ENSG00000166670,MMP10
972,9.67E+02,4.6870689,0.3794329,12.352826,4.70E-35,2.26E-32,ENSG00000168216,LMBRD1
234,4.01E+01,4.6372975,1.0832382,4.280958,1.86E-05,4.81E-04,ENSG00000105371,ICAM4
1428,1.23E+03,4.6150875,0.4280418,10.781862,4.19E-27,1.37E-24,ENSG00000204427,ABHD16A
533,2.66E+01,4.6118185,1.5176025,3.038884,2.37E-03,2.68E-02,ENSG00000134201,GSTM5
1048,4.13E+01,4.6074531,0.9632028,4.783472,1.72E-06,5.93E-05,ENSG00000172404,DNAJB7
1369,9.23E+02,4.5090161,0.8531305,5.28526,1.26E-07,5.62E-06,ENSG00000198300,PEG3
1298,4.40E+01,4.4907116,1.0335064,4.345122,1.39E-05,3.68E-04,ENSG00000188452,CERKL
1283,1.17E+02,4.4535687,0.8661299,5.141918,2.72E-07,1.14E-05,ENSG00000187608,ISG15
1553,5.61E+01,4.4147829,1.0639301,4.149505,3.33E-05,8.05E-04,ENSG00000239511,POM121L7P
211,1.41E+03,4.3771518,0.3937293,11.11716,1.04E-28,3.60E-26,ENSG00000103226,NOMO3
1412,1.37E+02,4.3586365,0.8355166,5.216696,1.82E-07,8.03E-06,ENSG00000204305,AGER
382,2.90E+01,4.3384338,1.4102188,3.076426,2.09E-03,2.42E-02,ENSG00000120088,CRHR1
1245,2.19E+02,4.3347178,0.5623609,7.708071,1.28E-14,1.58E-12,ENSG00000185522,LMNTD2
1436,4.15E+01,4.3326647,1.4181715,3.055106,2.25E-03,2.57E-02,ENSG00000204516,MICB
1017,6.29E+01,4.317774,1.0500629,4.111919,3.92E-05,9.27E-04,ENSG00000170989,S1PR1
646,6.80E+02,4.3115025,0.4798342,8.985401,2.58E-19,5.59E-17,ENSG00000142178,SIK1
918,5.08E+01,4.24438,1.2027787,3.528812,4.17E-04,6.84E-03,ENSG00000165457,FOLR2
1613,1.53E+01,4.2195737,1.4247202,2.961686,3.06E-03,3.23E-02,ENSG00000262481,TMEM256-PLSCR3
213,5.73E+02,4.195072,0.6106239,6.87014,6.41E-12,5.70E-10,ENSG00000103319,EEF2K
160,1.26E+03,4.1909275,1.0041995,4.173401,3.00E-05,7.29E-04,ENSG00000099956,SMARCB1
1445,2.48E+03,4.1489141,0.2878964,14.411137,4.40E-47,3.60E-44,ENSG00000204574,ABCF1
1580,1.59E+02,4.1406626,0.6420025,6.449605,1.12E-10,8.37E-09,ENSG00000249437,NAIP
1427,2.42E+01,4.1366894,1.4672101,2.819425,4.81E-03,4.61E-02,ENSG00000204420,MPIG6B
112,1.00E+04,4.0791608,0.1917444,21.273952,1.98E-100,6.47E-97,ENSG00000084207,GSTP1
740,3.21E+01,4.0737445,1.1423723,3.566039,3.62E-04,6.07E-03,ENSG00000149256,TENM4
1317,1.34E+02,4.0663775,0.8019426,5.070659,3.96E-07,1.58E-05,ENSG00000196565,HBG2
1511,1.24E+02,4.055974,0.7216994,5.620032,1.91E-08,1.03E-06,ENSG00000221970,OR2A1
1105,2.10E+02,4.0341931,0.4684329,8.612105,7.17E-18,1.30E-15,ENSG00000176681,LRRC37A
520,3.82E+01,4.0328678,1.1679673,3.452894,5.55E-04,8.63E-03,ENSG00000132958,TPTE2
1448,1.14E+03,3.9785941,0.4136606,9.618015,6.71E-22,1.64E-19,ENSG00000204590,GNL1
1322,4.44E+03,3.9663181,0.3800855,10.435332,1.71E-25,5.08E-23,ENSG00000196715,VKORC1L1
573,1.95E+02,3.9569029,0.6109035,6.477132,9.35E-11,7.01E-09,ENSG00000136206,SPDYE1
886,1.84E+04,3.9319859,0.3512019,11.1958,4.28E-29,1.55E-26,ENSG00000163682,RPL9
1244,2.62E+02,3.900503,0.8531219,4.572035,4.83E-06,1.45E-04,ENSG00000185507,IRF7
434,2.13E+02,3.8655586,0.4646715,8.318906,8.88E-17,1.40E-14,ENSG00000125046,SSUH2
1418,2.29E+03,3.8488066,0.2752956,13.980631,2.05E-44,1.45E-41,ENSG00000204371,EHMT2
362,6.05E+01,3.8342083,0.882587,4.344284,1.40E-05,3.69E-04,ENSG00000118520,ARG1
467,1.08E+03,3.823434,0.3417316,11.188411,4.65E-29,1.65E-26,ENSG00000127990,SGCE
1081,3.67E+01,3.8213074,1.1666519,3.275448,1.05E-03,1.44E-02,ENSG00000173930,SLCO4C1
548,2.22E+01,3.8092107,1.1750841,3.24165,1.19E-03,1.58E-02,ENSG00000135100,HNF1A
1585,3.21E+01,3.8056121,0.9850195,3.863489,1.12E-04,2.27E-03,ENSG00000253309,SERPINE3
1291,1.17E+02,3.7982975,1.172324,3.239972,1.20E-03,1.59E-02,ENSG00000187942,LDLRAD2
1006,6.91E+02,3.7938709,0.5063476,7.492622,6.75E-14,7.56E-12,ENSG00000170160,CCDC144A
1181,4.56E+02,3.7771279,0.4438923,8.509108,1.75E-17,3.05E-15,ENSG00000182372,CLN8
907,5.75E+01,3.7602714,1.2095624,3.108787,1.88E-03,2.24E-02,ENSG00000164530,PI16
869,2.69E+01,3.751901,1.2392937,3.027451,2.47E-03,2.75E-02,ENSG00000162706,CADM3
353,6.13E+02,3.7327104,1.0137773,3.681983,2.31E-04,4.20E-03,ENSG00000117479,SLC19A2
305,3.48E+03,3.7109608,0.7070114,5.248799,1.53E-07,6.80E-06,ENSG00000112473,SLC39A7
1151,3.12E+01,3.7063873,1.0193321,3.636094,2.77E-04,4.83E-03,ENSG00000180071,ANKRD18A
1463,4.87E+01,3.7021247,0.8116566,4.561196,5.09E-06,1.51E-04,ENSG00000205126,ACCSL
850,8.31E+03,3.7014325,0.2387335,15.504454,3.24E-54,3.11E-51,ENSG00000160948,VPS28
714,8.39E+01,3.6992779,0.8555109,4.324057,1.53E-05,4.03E-04,ENSG00000147257,GPC3
446,1.40E+03,3.6978996,0.2404572,15.37862,2.28E-53,1.96E-50,ENSG00000126267,COX6B1
1200,4.11E+02,3.6706377,0.5047267,7.272525,3.53E-13,3.70E-11,ENSG00000183336,BOLA2
125,1.61E+02,3.648307,0.7153762,5.099844,3.40E-07,1.38E-05,ENSG00000087116,ADAMTS2
455,1.57E+04,3.6209837,0.2719407,13.315341,1.89E-40,1.14E-37,ENSG00000127022,CANX
430,7.93E+02,3.6111098,0.4239776,8.517219,1.63E-17,2.87E-15,ENSG00000124786,SLC35B3
1594,1.96E+02,3.6044473,0.9275455,3.886006,1.02E-04,2.10E-03,ENSG00000255152,MSH5-SAPCD1
698,1.53E+03,3.6006238,0.9427477,3.819287,1.34E-04,2.64E-03,ENSG00000145824,CXCL14
508,2.06E+02,3.5909809,0.5780648,6.212073,5.23E-10,3.59E-08,ENSG00000131389,SLC6A6
1373,2.98E+01,3.5879342,1.1861205,3.024932,2.49E-03,2.77E-02,ENSG00000198502,HLA-DRB5
1259,3.34E+01,3.5591157,1.0246609,3.473457,5.14E-04,8.10E-03,ENSG00000186115,CYP4F2
753,1.75E+02,3.5517514,0.8569835,4.144481,3.41E-05,8.19E-04,ENSG00000150995,ITPR1
111,7.69E+01,3.5463508,0.7018344,5.052974,4.35E-07,1.72E-05,ENSG00000084110,HAL
252,4.00E+02,3.5247365,0.7129555,4.943838,7.66E-07,2.87E-05,ENSG00000106278,PTPRZ1
794,2.99E+01,3.5152863,1.006834,3.491426,4.80E-04,7.66E-03,ENSG00000155714,PDZD9
609,7.52E+02,3.5108255,0.4463108,7.866325,3.65E-15,4.70E-13,ENSG00000138767,CNOT6L
793,3.87E+03,3.5006216,0.3344027,10.468283,1.21E-25,3.73E-23,ENSG00000155660,PDIA4
814,1.84E+02,3.4941348,0.7350705,4.753469,2.00E-06,6.75E-05,ENSG00000157881,PANK4
1423,5.37E+02,3.4854834,1.0042927,3.470585,5.19E-04,8.17E-03,ENSG00000204390,HSPA1L
1013,8.99E+02,3.4816659,0.241962,14.389311,6.04E-47,4.70E-44,ENSG00000170892,TSEN34
1254,3.20E+01,3.4734166,1.0652635,3.260617,1.11E-03,1.50E-02,ENSG00000185774,KCNIP4
1566,1.52E+02,3.431865,0.8510411,4.032549,5.52E-05,1.25E-03,ENSG00000243649,CFB
537,5.46E+01,3.4284143,1.143679,2.997707,2.72E-03,2.96E-02,ENSG00000134339,SAA2
444,2.82E+02,3.418408,0.4544108,7.522727,5.36E-14,6.09E-12,ENSG00000125966,MMP24
1124,2.43E+02,3.391924,0.4806374,7.057137,1.70E-12,1.61E-10,ENSG00000177946,CENPBD1
682,4.27E+01,3.3720574,0.9900971,3.405785,6.60E-04,9.96E-03,ENSG00000144339,TMEFF2
591,6.75E+02,3.3707216,0.386734,8.715866,2.89E-18,5.55E-16,ENSG00000137343,ATAT1
459,4.95E+01,3.3529324,0.9063082,3.69955,2.16E-04,3.97E-03,ENSG00000127325,BEST3
429,1.04E+03,3.3388917,0.3841561,8.691497,3.58E-18,6.80E-16,ENSG00000124733,MEA1
1069,3.25E+01,3.3362358,1.0838792,3.078051,2.08E-03,2.41E-02,ENSG00000173175,ADCY5
1137,3.60E+01,3.3354173,1.1912518,2.799926,5.11E-03,4.86E-02,ENSG00000178662,CSRNP3
595,2.37E+02,3.3353119,0.8153327,4.090737,4.30E-05,1.01E-03,ENSG00000137462,TLR2
804,4.73E+01,3.3169803,0.958458,3.460747,5.39E-04,8.41E-03,ENSG00000156920,ADGRG4
1565,2.97E+02,3.3131145,0.5115078,6.477153,9.35E-11,7.01E-09,ENSG00000243566,UPK3B
974,6.66E+02,3.3104634,0.3764897,8.792973,1.46E-18,2.94E-16,ENSG00000168394,TAP1
1349,1.24E+02,3.2788352,1.129909,2.901858,3.71E-03,3.73E-02,ENSG00000197753,LHFPL5
418,5.25E+01,3.2732429,1.1735598,2.789157,5.28E-03,4.98E-02,ENSG00000124253,PCK1
329,1.01E+02,3.2693063,0.7475977,4.373082,1.23E-05,3.30E-04,ENSG00000115380,EFEMP1
1598,6.12E+02,3.2636625,0.5114607,6.381063,1.76E-10,1.29E-08,ENSG00000256269,HMBS
877,1.38E+02,3.2616949,0.9991219,3.264562,1.10E-03,1.49E-02,ENSG00000163060,TEKT4
1138,7.79E+01,3.2538374,0.8005972,4.064263,4.82E-05,1.11E-03,ENSG00000178690,DYNAP
1021,4.45E+01,3.2381805,0.7692678,4.209432,2.56E-05,6.39E-04,ENSG00000171522,PTGER4
1346,2.69E+01,3.2320261,1.0176551,3.175954,1.49E-03,1.88E-02,ENSG00000197721,CR1L
1434,5.57E+01,3.22929,0.8135652,3.969307,7.21E-05,1.56E-03,ENSG00000204472,AIF1
920,6.45E+02,3.2283079,0.5160377,6.255954,3.95E-10,2.76E-08,ENSG00000165496,RPL10L
800,1.30E+02,3.2223285,0.8507738,3.787527,1.52E-04,2.94E-03,ENSG00000156500,FAM122C
828,6.48E+02,3.22167,0.3792406,8.495056,1.98E-17,3.33E-15,ENSG00000159842,ABR
274,2.73E+02,3.213601,0.6669328,4.818478,1.45E-06,5.07E-05,ENSG00000109323,MANBA
1390,1.01E+02,3.2110108,0.6786666,4.731353,2.23E-06,7.38E-05,ENSG00000203772,SPRN
592,1.29E+02,3.2053023,0.5673363,5.64974,1.61E-08,8.79E-07,ENSG00000137404,NRM
219,1.15E+02,3.1952206,0.5942885,5.376548,7.59E-08,3.53E-06,ENSG00000104327,CALB1
861,5.14E+02,3.1776426,0.353683,8.984437,2.60E-19,5.59E-17,ENSG00000162194,LBHD1
1358,7.79E+01,3.1639889,0.8700417,3.636595,2.76E-04,4.83E-03,ENSG00000197935,ZNF311
657,1.30E+02,3.1636372,0.8125258,3.893583,9.88E-05,2.05E-03,ENSG00000143196,DPT
172,4.85E+01,3.1511383,0.8314514,3.789925,1.51E-04,2.91E-03,ENSG00000100344,PNPLA3
694,1.28E+02,3.1496304,0.9146904,3.443384,5.74E-04,8.85E-03,ENSG00000145423,SFRP2
1099,1.99E+02,3.1342577,0.6840084,4.582192,4.60E-06,1.40E-04,ENSG00000176020,AMIGO3
1518,2.80E+02,3.1288024,0.7017262,4.458722,8.24E-06,2.33E-04,ENSG00000224389,C4B
1529,9.14E+01,3.1156635,0.8352573,3.730184,1.91E-04,3.60E-03,ENSG00000228696,ARL17B
1410,1.45E+02,3.1134265,0.4990605,6.238575,4.42E-10,3.06E-08,ENSG00000204301,NOTCH4
879,2.26E+01,3.1070061,1.0472573,2.966803,3.01E-03,3.20E-02,ENSG00000163106,HPGDS
1038,4.45E+01,3.1047141,1.0372437,2.993235,2.76E-03,2.99E-02,ENSG00000172014,ANKRD20A4
1583,2.68E+02,3.0996865,0.4200197,7.37986,1.58E-13,1.70E-11,ENSG00000250151,ARPC4-TTLL3
948,5.42E+01,3.0954381,1.1023689,2.807988,4.99E-03,4.76E-02,ENSG00000166819,PLIN1
1419,2.05E+03,3.0723721,0.2491861,12.329628,6.27E-35,2.93E-32,ENSG00000204386,NEU1
1603,2.23E+03,3.0628659,0.5393739,5.678558,1.36E-08,7.55E-07,ENSG00000257103,LSM14A
408,9.71E+02,3.0412249,0.2986668,10.182667,2.37E-24,6.80E-22,ENSG00000123066,MED13L
1039,4.64E+02,3.0301777,0.4971418,6.095197,1.09E-09,7.15E-08,ENSG00000172062,SMN1
748,2.44E+04,3.022821,0.4158812,7.268472,3.64E-13,3.79E-11,ENSG00000149925,ALDOA
1256,4.94E+03,3.0195038,0.4686586,6.442865,1.17E-10,8.71E-09,ENSG00000185825,BCAP31
1025,8.09E+01,3.0090539,0.762858,3.944448,8.00E-05,1.70E-03,ENSG00000171659,GPR34
557,9.54E+01,3.0076373,0.655559,4.587897,4.48E-06,1.36E-04,ENSG00000135502,SLC26A10
1455,1.30E+02,2.9977948,0.6999524,4.282855,1.85E-05,4.78E-04,ENSG00000204644,ZFP57
101,4.53E+02,2.9871196,0.6079774,4.913208,8.96E-07,3.29E-05,ENSG00000080819,CPOX
606,2.99E+01,2.9571426,1.0011706,2.953685,3.14E-03,3.30E-02,ENSG00000138685,FGF2
225,1.75E+03,2.9441828,0.4421139,6.65933,2.75E-11,2.16E-09,ENSG00000104738,MCM4
306,8.71E+02,2.9391952,0.5299853,5.545805,2.93E-08,1.49E-06,ENSG00000112511,PHF1
98,7.54E+02,2.8921251,0.4402751,6.568905,5.07E-11,3.91E-09,ENSG00000079308,TNS1
978,1.57E+02,2.8879932,0.7271002,3.971933,7.13E-05,1.55E-03,ENSG00000168477,TNXB
61,2.84E+03,2.8863245,0.2497857,11.555205,6.95E-31,2.84E-28,ENSG00000064601,CTSA
1407,1.62E+03,2.8769417,0.3899853,7.377051,1.62E-13,1.73E-11,ENSG00000204264,PSMB8
199,3.96E+01,2.8755338,1.0188885,2.822226,4.77E-03,4.58E-02,ENSG00000101892,ATP1B4
240,1.14E+02,2.8525528,0.578289,4.932746,8.11E-07,3.03E-05,ENSG00000105617,LENG1
448,2.77E+02,2.7929997,0.4449462,6.277163,3.45E-10,2.43E-08,ENSG00000126603,GLIS2
1216,1.30E+03,2.7804387,0.3140697,8.852935,8.52E-19,1.77E-16,ENSG00000184058,TBX1
76,9.46E+01,2.7731931,0.7995901,3.468268,5.24E-04,8.22E-03,ENSG00000070182,SPTB
1404,6.39E+03,2.7721359,0.2458527,11.275597,1.73E-29,6.58E-27,ENSG00000204256,BRD2
553,8.82E+01,2.7716829,0.6556055,4.227669,2.36E-05,5.95E-04,ENSG00000135423,GLS2
712,1.99E+02,2.770343,0.7318154,3.785576,1.53E-04,2.95E-03,ENSG00000147099,HDAC8
484,1.12E+02,2.7689264,0.7113576,3.892454,9.92E-05,2.05E-03,ENSG00000130045,NXNL2
431,5.03E+03,2.7637097,0.35511,7.782686,7.10E-15,9.07E-13,ENSG00000124795,DEK
1496,1.69E+03,2.7509837,0.3371863,8.158647,3.39E-16,4.82E-14,ENSG00000214940,NPIPA8
46,4.71E+01,2.7440369,0.7452846,3.681865,2.32E-04,4.20E-03,ENSG00000043462,LCP2
1109,1.64E+03,2.7414968,0.3329736,8.233375,1.82E-16,2.68E-14,ENSG00000176945,MUC20
693,5.59E+02,2.740798,0.3223877,8.501559,1.87E-17,3.19E-15,ENSG00000145354,CISD2
1451,1.57E+02,2.7296481,0.7012751,3.892407,9.93E-05,2.05E-03,ENSG00000204618,RNF39
1569,8.49E+01,2.7225036,0.953335,2.855768,4.29E-03,4.21E-02,ENSG00000244242,IFITM10
538,6.84E+02,2.7146937,0.3821923,7.102952,1.22E-12,1.20E-10,ENSG00000134352,IL6ST
