,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,g_ID,Gene.name
2798,3.02E+02,3.8905254,0.6238921,6.235894,4.49E-10,2.28E-08,ENSG00000184709,LRRC26
305,3.42E+02,3.889111,0.6010133,6.470923,9.74E-11,5.60E-09,ENSG00000081189,MEF2C
1174,1.08E+03,3.8762451,0.3746618,10.345986,4.36E-25,1.25E-22,ENSG00000127990,SGCE
1207,2.68E+02,3.8723337,0.7515903,5.152187,2.57E-07,6.93E-06,ENSG00000129244,ATP1B2
2066,3.07E+02,3.8713903,0.5603288,6.90914,4.88E-12,3.51E-10,ENSG00000162520,SYNC
204,8.80E+01,3.8555389,0.9383704,4.10876,3.98E-05,5.30E-04,ENSG00000067113,PLPP1
58,2.46E+02,3.8503123,0.7599553,5.066498,4.05E-07,1.02E-05,ENSG00000010327,STAB1
552,5.14E+01,3.8462309,1.4384465,2.673878,7.50E-03,3.60E-02,ENSG00000102935,ZNF423
2399,8.99E+02,3.8448377,0.3432949,11.199811,4.09E-29,1.56E-26,ENSG00000170892,TSEN34
3298,5.61E+01,3.8378188,1.26826,3.02605,2.48E-03,1.52E-02,ENSG00000239511,POM121L7P
1578,6.03E+01,3.8371599,1.0800049,3.55291,3.81E-04,3.39E-03,ENSG00000141161,UNC45B
1003,4.97E+01,3.8356474,1.4500433,2.645195,8.16E-03,3.85E-02,ENSG00000120156,TEK
282,6.53E+02,3.8300222,0.6697583,5.718514,1.07E-08,4.01E-07,ENSG00000077152,UBE2T
1214,6.79E+02,3.810778,0.5440777,7.004106,2.49E-12,1.84E-10,ENSG00000129757,CDKN1C
2560,4.00E+01,3.8106984,1.2287551,3.101268,1.93E-03,1.24E-02,ENSG00000175745,NR2F1
1706,5.56E+01,3.8040169,1.1967046,3.178743,1.48E-03,1.02E-02,ENSG00000145147,SLIT2
2114,1.84E+04,3.8022609,0.2163922,17.571153,4.10E-69,4.37E-66,ENSG00000163682,RPL9
2042,1.30E+02,3.7936167,0.8859048,4.282195,1.85E-05,2.75E-04,ENSG00000161544,CYGB
2770,4.09E+01,3.7915263,1.2269132,3.090297,2.00E-03,1.28E-02,ENSG00000183734,ASCL2
2959,1.34E+02,3.7829484,0.845532,4.474045,7.68E-06,1.33E-04,ENSG00000196565,HBG2
1915,1.37E+03,3.7790412,0.9268783,4.077171,4.56E-05,5.95E-04,ENSG00000155657,TTN
2371,6.91E+02,3.7689174,0.4232351,8.905021,5.34E-19,9.08E-17,ENSG00000170160,CCDC144A
3232,8.99E+01,3.7687673,0.941866,4.001384,6.30E-05,7.77E-04,ENSG00000214575,CPEB1
3155,2.48E+03,3.7487767,0.3302231,11.352256,7.23E-30,2.96E-27,ENSG00000204574,ABCF1
121,3.55E+02,3.7426647,0.552725,6.771296,1.28E-11,8.65E-10,ENSG00000044115,CTNNA1
2164,1.08E+02,3.7418947,1.3053531,2.866577,4.15E-03,2.27E-02,ENSG00000164741,DLC1
173,7.43E+01,3.7346643,1.0924422,3.418638,6.29E-04,5.11E-03,ENSG00000064205,CCN5
3322,1.52E+02,3.7339388,0.9653947,3.867785,1.10E-04,1.23E-03,ENSG00000243649,CFB
2101,3.88E+01,3.7244122,1.2153537,3.064468,2.18E-03,1.37E-02,ENSG00000163380,LMOD3
1429,1.95E+02,3.7152669,0.636806,5.834221,5.40E-09,2.13E-07,ENSG00000136206,SPDYE1
522,3.96E+01,3.7109067,1.3868074,2.675863,7.45E-03,3.58E-02,ENSG00000101892,ATP1B4
1688,4.27E+01,3.7075863,1.4168915,2.616704,8.88E-03,4.12E-02,ENSG00000144339,TMEFF2
1276,1.07E+02,3.7045169,0.8723964,4.246369,2.17E-05,3.14E-04,ENSG00000131459,GFPT2
3122,5.32E+01,3.702591,1.3728002,2.697109,6.99E-03,3.42E-02,ENSG00000204311,PJVK
1553,2.71E+02,3.7020619,0.6721203,5.508035,3.63E-08,1.18E-06,ENSG00000140092,FBLN5
