,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,g_ID,Gene.name
847,8.34E+00,24.0031397,8.5348331,2.812374,4.92E-03,3.11E-02,ENSG00000123454,DBH
2554,2.25E+03,14.7847331,1.4617264,10.114569,4.76E-24,1.31E-21,ENSG00000204619,PPP1R11
2310,1.26E+03,13.1648745,2.7523364,4.783163,1.73E-06,4.65E-05,ENSG00000187537,POTEG
2727,5.10E+02,12.9525135,3.7785184,3.427935,6.08E-04,6.21E-03,ENSG00000253958,CLDN23
2688,4.96E+02,12.6754289,1.4918137,8.496657,1.95E-17,2.97E-15,ENSG00000241370,RPP21
2531,6.26E+02,12.5971096,1.4747342,8.541953,1.32E-17,2.03E-15,ENSG00000204439,C6orf47
2536,6.83E+02,12.4793571,1.4726744,8.473942,2.37E-17,3.55E-15,ENSG00000204498,NFKBIL1
2551,4.68E+03,12.2890367,3.075291,3.996057,6.44E-05,1.00E-03,ENSG00000204592,HLA-E
116,2.58E+03,11.944984,1.8513694,6.451972,1.10E-10,7.45E-09,ENSG00000054598,FOXC1
451,1.96E+03,11.4451495,2.8439774,4.024346,5.71E-05,9.08E-04,ENSG00000103512,NOMO1
1474,1.99E+02,11.2972976,1.5171719,7.446287,9.60E-14,1.01E-11,ENSG00000152939,MARVELD2
1755,1.72E+02,11.063121,1.5242258,7.25819,3.92E-13,3.87E-11,ENSG00000165646,SLC18A2
412,5.70E+02,11.0428963,2.7701839,3.98634,6.71E-05,1.03E-03,ENSG00000101347,SAMHD1
2157,1.07E+02,10.2523936,1.571885,6.522356,6.92E-11,4.99E-09,ENSG00000181649,PHLDA2
2237,8.51E+01,10.0181262,1.6111162,6.218128,5.03E-10,3.08E-08,ENSG00000184788,SATL1
2754,1.58E+02,9.9162075,1.5355228,6.457871,1.06E-10,7.24E-09,ENSG00000258873,DUXA
1112,3.10E+01,9.867446,2.0598602,4.790347,1.66E-06,4.51E-05,ENSG00000136160,EDNRB
1475,1.93E+02,9.8636362,1.5543453,6.345846,2.21E-10,1.43E-08,ENSG00000152942,RAD17
1519,8.43E+01,9.8585953,1.6296803,6.049404,1.45E-09,8.16E-08,ENSG00000156150,ALX3
2520,9.11E+03,9.6867219,3.2851277,2.948659,3.19E-03,2.26E-02,ENSG00000204388,HSPA1B
1465,1.67E+02,9.6498866,1.6554019,5.829332,5.56E-09,2.81E-07,ENSG00000152253,SPC25
933,5.57E+01,9.1290086,1.8014505,5.067588,4.03E-07,1.31E-05,ENSG00000128052,KDR
2538,4.15E+01,9.0765415,1.9600476,4.630776,3.64E-06,8.92E-05,ENSG00000204516,MICB
2774,4.37E+02,8.9885841,0.7077663,12.699932,5.92E-37,2.78E-34,ENSG00000271043,MTRNR2L2
2678,3.82E+01,8.8180819,1.875012,4.702947,2.56E-06,6.56E-05,ENSG00000236761,CTAGE9
944,3.25E+01,8.514302,1.8390551,4.629715,3.66E-06,8.95E-05,ENSG00000128617,OPN1SW
2675,6.45E+03,8.2630969,0.3979401,20.764674,9.03E-96,2.41E-92,ENSG00000234769,WASH4P
2708,6.84E+01,8.2445283,1.5946553,5.170101,2.34E-07,8.22E-06,ENSG00000244752,CRYBB2
1693,3.00E+01,8.2422181,2.2319633,3.692811,2.22E-04,2.77E-03,ENSG00000163982,OTOP1
2644,6.26E+01,8.1233175,1.6965827,4.788047,1.68E-06,4.55E-05,ENSG00000223865,HLA-DPB1
2515,5.23E+02,8.0237853,2.5423888,3.156002,1.60E-03,1.32E-02,ENSG00000204366,ZBTB12
1720,5.75E+01,7.9726805,1.8329233,4.349708,1.36E-05,2.76E-04,ENSG00000164530,PI16
2286,1.82E+01,7.8718512,2.2008429,3.576744,3.48E-04,4.00E-03,ENSG00000186431,FCAR
881,2.71E+01,7.7237526,2.3375519,3.304206,9.52E-04,8.86E-03,ENSG00000125144,MT1G
2555,1.65E+01,7.7041215,2.4799501,3.106563,1.89E-03,1.50E-02,ENSG00000204632,HLA-G
1414,8.91E+01,7.6360216,1.234432,6.185858,6.18E-10,3.71E-08,ENSG00000148680,HTR7
2373,1.74E+01,7.6017597,2.4987308,3.042248,2.35E-03,1.79E-02,ENSG00000196604,POTEF
2529,2.94E+03,7.5500828,0.3010578,25.078514,8.53E-139,6.82E-135,ENSG00000204435,CSNK2B
2557,1.85E+03,7.4642749,0.3979455,18.757026,1.70E-78,3.88E-75,ENSG00000204642,HLA-F
2239,1.05E+01,7.4450349,2.4801868,3.001804,2.68E-03,1.98E-02,ENSG00000184956,MUC6
2521,2.83E+02,7.3824013,2.3183903,3.184279,1.45E-03,1.22E-02,ENSG00000204389,HSPA1A
2742,6.79E+02,7.3336386,2.7365586,2.679876,7.36E-03,4.22E-02,ENSG00000256043,CTSO
2438,1.27E+01,7.2422166,2.6400495,2.743212,6.08E-03,3.64E-02,ENSG00000197953,AADACL2
2501,2.00E+03,7.0940064,1.4648671,4.842764,1.28E-06,3.63E-05,ENSG00000204262,COL5A2
2547,2.66E+02,7.0640567,0.6448313,10.95489,6.30E-28,2.19E-25,ENSG00000204576,PRR3
1622,6.76E+02,7.0580979,1.40136,5.036606,4.74E-07,1.50E-05,ENSG00000161021,MAML1
2322,1.17E+02,6.9238004,1.5115977,4.580452,4.64E-06,1.10E-04,ENSG00000187942,LDLRAD2
2638,6.21E+01,6.7725899,1.0920749,6.20158,5.59E-10,3.41E-08,ENSG00000221933,OR2A25
2548,1.94E+01,6.7622302,2.2747004,2.9728,2.95E-03,2.13E-02,ENSG00000204577,LILRB3
1354,9.64E+00,6.643585,2.3565755,2.819169,4.81E-03,3.07E-02,ENSG00000146039,SLC17A4
1563,1.97E+01,6.5567404,2.2962295,2.855438,4.30E-03,2.82E-02,ENSG00000158578,ALAS2
2342,1.73E+02,6.4301923,2.2876082,2.81088,4.94E-03,3.12E-02,ENSG00000188931,CFAP126
2534,8.83E+03,6.3786773,0.2955235,21.58433,2.52E-103,8.06E-100,ENSG00000204469,PRRC2A
1936,1.59E+04,6.2189849,0.3533999,17.597583,2.57E-69,4.11E-66,ENSG00000171863,RPS7
27,9.59E+02,6.195026,0.5238858,11.825146,2.89E-32,1.19E-29,ENSG00000006530,AGK
2643,1.67E+03,6.1563261,0.4087074,15.06292,2.84E-51,1.97E-48,ENSG00000223501,VPS52
2641,4.41E+02,6.1105917,0.46739,13.073859,4.64E-39,2.25E-36,ENSG00000221988,PPT2
2664,5.42E+01,6.1058452,1.126886,5.418335,6.02E-08,2.40E-06,ENSG00000231852,CYP21A2
791,2.90E+01,6.0721101,1.6303746,3.724365,1.96E-04,2.49E-03,ENSG00000120088,CRHR1
2494,1.64E+02,6.0261767,0.7619243,7.909154,2.59E-15,3.16E-13,ENSG00000204186,ZDBF2
2540,5.67E+03,5.8905796,0.2626228,22.429812,2.01E-111,1.07E-107,ENSG00000204525,HLA-C
1722,7.41E+02,5.8043175,0.3717556,15.613261,5.91E-55,4.50E-52,ENSG00000164597,COG5
2090,1.64E+04,5.7680902,0.344703,16.733509,7.47E-63,7.96E-60,ENSG00000177954,RPS27
1152,7.36E+02,5.7484379,1.0963011,5.243484,1.58E-07,5.77E-06,ENSG00000137310,TCF19
1522,1.09E+03,5.7381451,1.5879551,3.613544,3.02E-04,3.57E-03,ENSG00000156298,TSPAN7
2714,6.73E+01,5.6562317,0.9173065,6.166131,7.00E-10,4.18E-08,ENSG00000249222,ATP5MGL
2514,1.28E+03,5.6321556,0.4875638,11.551628,7.24E-31,2.90E-28,ENSG00000204351,SKIV2L
2241,9.06E+02,5.6281539,0.3352808,16.786389,3.07E-63,3.51E-60,ENSG00000184983,NDUFA6
845,1.63E+02,5.6175249,0.7898142,7.112463,1.14E-12,1.02E-10,ENSG00000123342,MMP19
2503,8.02E+02,5.571037,0.3460388,16.099457,2.57E-58,2.17E-55,ENSG00000204267,TAP2
2707,5.26E+02,5.566918,0.6897037,8.071464,6.95E-16,9.18E-14,ENSG00000244734,HBB
2738,1.96E+02,5.5560049,0.9648198,5.758594,8.48E-09,4.12E-07,ENSG00000255152,MSH5-SAPCD1
2038,2.31E+02,5.5543352,0.5252083,10.575489,3.87E-26,1.19E-23,ENSG00000175806,MSRA
871,1.80E+04,5.5540611,0.3935862,14.111424,3.23E-45,1.78E-42,ENSG00000124614,RPS10
1745,5.08E+01,5.5268045,1.2514484,4.416326,1.00E-05,2.11E-04,ENSG00000165457,FOLR2
2525,1.55E+01,5.5042732,1.9048718,2.889577,3.86E-03,2.60E-02,ENSG00000204403,CASP12
1633,1.61E+04,5.498842,0.325978,16.86875,7.64E-64,1.02E-60,ENSG00000161970,RPL26
2582,9.96E+03,5.4874243,0.3209695,17.096403,1.58E-65,2.29E-62,ENSG00000206503,HLA-A
2254,2.62E+02,5.4760754,0.8831343,6.200728,5.62E-10,3.42E-08,ENSG00000185507,IRF7
2691,2.15E+01,5.4571693,1.6845765,3.23949,1.20E-03,1.05E-02,ENSG00000242441,GTF2A1L
1845,1.57E+02,5.4079458,0.7897843,6.84737,7.52E-12,6.20E-10,ENSG00000168477,TNXB
2745,1.37E+02,5.4050765,0.7751604,6.972849,3.11E-12,2.67E-10,ENSG00000256453,DND1
458,3.14E+01,5.3575695,1.594062,3.360954,7.77E-04,7.54E-03,ENSG00000104313,EYA1
1334,7.37E+01,5.3500465,0.9278121,5.766304,8.10E-09,3.96E-07,ENSG00000145113,MUC4
864,5.25E+01,5.3391636,1.4570974,3.664246,2.48E-04,3.04E-03,ENSG00000124253,PCK1
2543,3.72E+01,5.2414343,1.2513279,4.188698,2.81E-05,5.00E-04,ENSG00000204542,C6orf15
2761,2.34E+01,5.2330198,1.7336188,3.018553,2.54E-03,1.90E-02,ENSG00000261739,GOLGA8S
2721,3.21E+01,5.2222304,1.1232423,4.649247,3.33E-06,8.22E-05,ENSG00000253309,SERPINE3
2528,1.23E+03,5.1946231,0.4317137,12.032565,2.40E-33,1.04E-30,ENSG00000204427,ABHD16A
349,1.26E+03,5.176401,1.0073445,5.13866,2.77E-07,9.43E-06,ENSG00000099956,SMARCB1
931,1.08E+03,5.1376758,0.3515293,14.615213,2.25E-48,1.44E-45,ENSG00000127990,SGCE
1383,7.14E+00,5.1071262,1.9311262,2.644636,8.18E-03,4.57E-02,ENSG00000147443,DOK2
2243,3.96E+02,5.0987611,0.532719,9.571201,1.06E-21,2.28E-19,ENSG00000185115,NSMCE3
1438,2.42E+01,5.078191,1.3994421,3.628725,2.85E-04,3.40E-03,ENSG00000149968,MMP3
1897,2.68E+02,5.0717978,0.9570665,5.299316,1.16E-07,4.38E-06,ENSG00000170381,SEMA3E
1060,1.33E+03,5.0649994,1.2860273,3.938485,8.20E-05,1.22E-03,ENSG00000134371,CDC73
1817,2.63E+03,5.0560477,0.4196387,12.048574,1.97E-33,9.02E-31,ENSG00000167608,TMC4
2460,5.40E+03,4.8855547,0.8424558,5.799182,6.66E-09,3.28E-07,ENSG00000198563,DDX39B
2006,3.67E+01,4.8220967,1.2374616,3.896765,9.75E-05,1.42E-03,ENSG00000173930,SLCO4C1
2500,1.58E+02,4.8025535,0.5782418,8.305442,9.94E-17,1.37E-14,ENSG00000204257,HLA-DMA
2574,1.76E+02,4.7858804,0.6078121,7.873947,3.44E-15,4.16E-13,ENSG00000205572,SERF1B
868,8.18E+01,4.7648547,0.9158938,5.20241,1.97E-07,7.02E-06,ENSG00000124491,F13A1
1538,1.77E+01,4.7532649,1.5340276,3.098552,1.94E-03,1.53E-02,ENSG00000157168,NRG1
2057,2.10E+02,4.7153438,0.4861478,9.699404,3.03E-22,7.03E-20,ENSG00000176681,LRRC37A
2661,5.78E+01,4.7098079,0.8285056,5.684703,1.31E-08,5.97E-07,ENSG00000230453,ANKRD18B
2270,1.49E+01,4.6904495,1.7291238,2.712616,6.68E-03,3.91E-02,ENSG00000185873,TMPRSS11B
2517,2.29E+03,4.6867254,0.2790896,16.792908,2.75E-63,3.38E-60,ENSG00000204371,EHMT2
2469,4.91E+02,4.6322638,0.4963892,9.331919,1.04E-20,2.10E-18,ENSG00000198825,INPP5F
1712,1.47E+01,4.6012904,1.7262497,2.665484,7.69E-03,4.37E-02,ENSG00000164188,RANBP3L
974,2.33E+01,4.5991906,1.3944818,3.298136,9.73E-04,9.01E-03,ENSG00000130383,FUT5
2701,1.52E+02,4.5409152,0.8694339,5.222841,1.76E-07,6.36E-06,ENSG00000243649,CFB
256,7.69E+01,4.4786956,0.7177378,6.240017,4.38E-10,2.72E-08,ENSG00000084110,HAL
2371,1.34E+02,4.4618579,0.8036971,5.551666,2.83E-08,1.20E-06,ENSG00000196565,HBG2
2546,2.48E+03,4.4463601,0.2882052,15.427756,1.07E-53,7.74E-51,ENSG00000204574,ABCF1
2437,7.79E+01,4.439353,0.9075637,4.891506,1.00E-06,2.91E-05,ENSG00000197935,ZNF311
2196,4.11E+02,4.3962331,0.5095461,8.627744,6.26E-18,9.91E-16,ENSG00000183336,BOLA2
2507,1.37E+02,4.3847921,0.8278095,5.296861,1.18E-07,4.43E-06,ENSG00000204305,AGER
2592,1.09E+02,4.3634507,1.2582201,3.467955,5.24E-04,5.53E-03,ENSG00000213402,PTPRCAP
2639,1.24E+02,4.3622036,0.7233581,6.03049,1.63E-09,9.04E-08,ENSG00000221970,OR2A1
443,1.41E+03,4.3445893,0.3918358,11.087781,1.44E-28,5.11E-26,ENSG00000103226,NOMO3
2423,2.69E+01,4.34013,1.1061753,3.923546,8.73E-05,1.29E-03,ENSG00000197721,CR1L
2021,1.25E+01,4.3200282,1.6507868,2.616951,8.87E-03,4.87E-02,ENSG00000174898,CATSPERD
1437,2.44E+04,4.3188507,0.4161368,10.37844,3.11E-25,9.38E-23,ENSG00000149925,ALDOA
1791,2.06E+01,4.3111969,1.3521243,3.188462,1.43E-03,1.21E-02,ENSG00000166670,MMP10
1263,1.11E+03,4.3061726,0.3737125,11.52269,1.01E-30,3.95E-28,ENSG00000142867,BCL10
2265,3.20E+01,4.2941424,1.1175011,3.842629,1.22E-04,1.71E-03,ENSG00000185774,KCNIP4
2509,5.32E+01,4.2737586,1.0200517,4.189747,2.79E-05,5.00E-04,ENSG00000204311,PJVK
2381,4.44E+03,4.2573331,0.3801519,11.19903,4.12E-29,1.50E-26,ENSG00000196715,VKORC1L1
1250,6.80E+02,4.2566046,0.4757854,8.94648,3.67E-19,6.31E-17,ENSG00000142178,SIK1
1666,6.19E+01,4.251952,0.7666742,5.54597,2.92E-08,1.24E-06,ENSG00000163331,DAPL1
875,7.93E+02,4.2430154,0.4269339,9.938343,2.84E-23,7.31E-21,ENSG00000124786,SLC35B3
1451,4.01E+01,4.2393178,1.2404156,3.417659,6.32E-04,6.42E-03,ENSG00000151365,THRSP
1677,1.84E+04,4.2279869,0.3512189,12.03804,2.24E-33,9.96E-31,ENSG00000163682,RPL9
1340,1.28E+02,4.2210918,0.9282453,4.547388,5.43E-06,1.26E-04,ENSG00000145423,SFRP2
1535,4.73E+01,4.2192881,1.0070866,4.189598,2.79E-05,5.00E-04,ENSG00000156920,ADGRG4
258,1.00E+04,4.2149286,0.1915217,22.007575,2.44E-107,9.74E-104,ENSG00000084207,GSTP1
2255,2.19E+02,4.2085557,0.5518672,7.62603,2.42E-14,2.73E-12,ENSG00000185522,LMNTD2
538,5.78E+01,4.2084587,1.5593367,2.698877,6.96E-03,4.04E-02,ENSG00000106809,OGN
1046,2.04E+01,4.2035307,1.4441711,2.910687,3.61E-03,2.48E-02,ENSG00000134121,CHL1
1050,2.66E+01,4.18672,1.4485391,2.890305,3.85E-03,2.60E-02,ENSG00000134201,GSTM5
873,1.04E+03,4.1458542,0.38778,10.691254,1.12E-26,3.58E-24,ENSG00000124733,MEA1
2715,1.59E+02,4.1410593,0.6339524,6.53213,6.48E-11,4.71E-09,ENSG00000249437,NAIP
2584,1.97E+01,4.1009964,1.3622988,3.01035,2.61E-03,1.94E-02,ENSG00000212710,CTAGE1
229,3.31E+01,4.0921729,1.1307931,3.618852,2.96E-04,3.51E-03,ENSG00000077616,NAALAD2
2559,1.07E+03,4.0710841,0.9557072,4.259761,2.05E-05,3.88E-04,ENSG00000204655,MOG
641,3.48E+03,4.0344738,0.7070912,5.705733,1.16E-08,5.35E-07,ENSG00000112473,SLC39A7
1115,1.95E+02,4.0102843,0.6063849,6.613431,3.76E-11,2.86E-09,ENSG00000136206,SPDYE1
879,2.13E+02,4.0074253,0.461953,8.674964,4.14E-18,6.62E-16,ENSG00000125046,SSUH2
2527,2.42E+01,4.000582,1.4230932,2.811188,4.94E-03,3.12E-02,ENSG00000204420,MPIG6B
747,6.13E+02,3.9528081,1.0136564,3.899554,9.64E-05,1.40E-03,ENSG00000117479,SLC19A2
999,2.06E+02,3.9454801,0.580427,6.797547,1.06E-11,8.59E-10,ENSG00000131389,SLC6A6
1892,6.91E+02,3.9403004,0.5055217,7.794523,6.47E-15,7.66E-13,ENSG00000170160,CCDC144A
901,1.40E+03,3.937711,0.2403819,16.381062,2.61E-60,2.32E-57,ENSG00000126267,COX6B1
1617,8.31E+03,3.9328089,0.2387031,16.475732,5.48E-61,5.16E-58,ENSG00000160948,VPS28
173,2.89E+01,3.90294,1.1596327,3.365669,7.64E-04,7.45E-03,ENSG00000069696,DRD4
2778,5.48E+02,3.8863125,0.4221078,9.20692,3.36E-20,6.54E-18,ENSG00000273173,SNURF
1583,6.48E+02,3.8453873,0.382913,10.042456,9.92E-24,2.69E-21,ENSG00000159842,ABR
574,2.73E+02,3.828762,0.6713867,5.702767,1.18E-08,5.40E-07,ENSG00000109323,MANBA
1526,1.30E+02,3.828359,0.8578994,4.46248,8.10E-06,1.77E-04,ENSG00000156500,FAM122C
642,8.71E+02,3.8209559,0.5330003,7.168769,7.57E-13,7.12E-11,ENSG00000112511,PHF1
2457,2.61E+01,3.7858037,1.0642974,3.557092,3.75E-04,4.26E-03,ENSG00000198326,TMEM239
1533,4.54E+01,3.7839539,0.8375833,4.517704,6.25E-06,1.42E-04,ENSG00000156869,FRRS1
1912,6.29E+01,3.7655923,0.9998376,3.766204,1.66E-04,2.19E-03,ENSG00000170989,S1PR1
1515,2.99E+01,3.7607468,1.006834,3.73522,1.88E-04,2.42E-03,ENSG00000155714,PDZD9
1946,4.64E+02,3.7537839,0.5019106,7.47899,7.49E-14,8.04E-12,ENSG00000172062,SMN1
1835,9.67E+02,3.7525023,0.3693185,10.160613,2.97E-24,8.49E-22,ENSG00000168216,LMBRD1
1497,1.52E+01,3.7517402,1.3187135,2.845,4.44E-03,2.89E-02,ENSG00000154646,TMPRSS15
2535,5.57E+01,3.7370489,0.827458,4.5163,6.29E-06,1.42E-04,ENSG00000204472,AIF1
2659,9.14E+01,3.7354278,0.8450895,4.420157,9.86E-06,2.08E-04,ENSG00000228696,ARL17B
2550,1.14E+03,3.7260146,0.4095214,9.09846,9.16E-20,1.72E-17,ENSG00000204590,GNL1
279,1.61E+02,3.7192071,0.7109261,5.231496,1.68E-07,6.12E-06,ENSG00000087116,ADAMTS2
2482,1.01E+02,3.6711699,0.6853363,5.356743,8.47E-08,3.28E-06,ENSG00000203772,SPRN
394,5.64E+02,3.6684831,1.1919574,3.077696,2.09E-03,1.63E-02,ENSG00000100983,GSS
2681,5.61E+01,3.6598292,0.9910995,3.692696,2.22E-04,2.77E-03,ENSG00000239511,POM121L7P
1076,2.22E+01,3.642655,1.1418434,3.190153,1.42E-03,1.20E-02,ENSG00000135100,HNF1A
1649,2.69E+01,3.6389847,1.2211751,2.979904,2.88E-03,2.09E-02,ENSG00000162706,CADM3
2126,3.12E+01,3.6249428,0.9991959,3.62786,2.86E-04,3.41E-03,ENSG00000180071,ANKRD18A
2706,3.31E+02,3.6216907,0.6072747,5.963842,2.46E-09,1.31E-07,ENSG00000244731,C4A
2256,5.58E+03,3.6158099,0.383906,9.418477,4.58E-21,9.38E-19,ENSG00000185559,DLK1
689,1.05E+02,3.6056565,1.0866002,3.318292,9.06E-04,8.51E-03,ENSG00000115361,ACADL
265,4.96E+02,3.6023376,0.461145,7.811724,5.64E-15,6.73E-13,ENSG00000085231,AK6
2635,5.27E+01,3.5970491,0.8029191,4.479965,7.47E-06,1.65E-04,ENSG00000221883,ARIH2OS
764,2.60E+02,3.5961413,0.5584181,6.439872,1.20E-10,8.03E-09,ENSG00000118972,FGF23
2427,1.24E+02,3.5904562,1.1308144,3.175107,1.50E-03,1.25E-02,ENSG00000197753,LHFPL5
494,4.55E+01,3.4865984,1.2294969,2.835793,4.57E-03,2.95E-02,ENSG00000105472,CLEC11A
1545,9.96E+02,3.4858532,0.4351518,8.010661,1.14E-15,1.47E-13,ENSG00000157540,DYRK1A
1021,3.82E+01,3.4782505,1.1065902,3.143215,1.67E-03,1.37E-02,ENSG00000132958,TPTE2
1317,4.27E+01,3.4670141,0.9850026,3.519802,4.32E-04,4.74E-03,ENSG00000144339,TMEFF2
373,4.85E+01,3.4591629,0.8340309,4.147524,3.36E-05,5.84E-04,ENSG00000100344,PNPLA3
1273,1.30E+02,3.4340047,0.8127639,4.225095,2.39E-05,4.38E-04,ENSG00000143196,DPT
965,1.12E+02,3.4228897,0.720718,4.749277,2.04E-06,5.39E-05,ENSG00000130045,NXNL2
2583,3.29E+01,3.393327,1.0351672,3.278047,1.05E-03,9.54E-03,ENSG00000212127,TAS2R14
1909,8.99E+02,3.3857327,0.2380673,14.221746,6.72E-46,3.84E-43,ENSG00000170892,TSEN34
321,4.13E+01,3.3804987,1.2121848,2.788765,5.29E-03,3.27E-02,ENSG00000091656,ZFHX4
1663,1.38E+02,3.3783347,0.9968809,3.388905,7.02E-04,6.99E-03,ENSG00000163060,TEKT4
839,9.71E+02,3.3635269,0.299175,11.242674,2.52E-29,9.36E-27,ENSG00000123066,MED13L
829,8.56E+01,3.3588597,0.9736164,3.44988,5.61E-04,5.82E-03,ENSG00000122691,TWIST1
1155,1.29E+02,3.3583387,0.564594,5.948236,2.71E-09,1.44E-07,ENSG00000137404,NRM
2699,2.97E+02,3.3454925,0.508835,6.574808,4.87E-11,3.59E-09,ENSG00000243566,UPK3B
1796,5.42E+01,3.3394283,1.1022338,3.029691,2.45E-03,1.85E-02,ENSG00000166819,PLIN1
728,7.20E+01,3.3275121,0.8210504,4.05275,5.06E-05,8.19E-04,ENSG00000116690,PRG4
2277,3.34E+01,3.3266201,0.9839334,3.38094,7.22E-04,7.15E-03,ENSG00000186115,CYP4F2
2565,4.87E+01,3.3229894,0.7793984,4.263531,2.01E-05,3.83E-04,ENSG00000205126,ACCSL
418,3.96E+01,3.3210145,1.0275502,3.231973,1.23E-03,1.07E-02,ENSG00000101892,ATP1B4
86,2.39E+02,3.3160667,0.6027334,5.501714,3.76E-08,1.56E-06,ENSG00000036530,CYP46A1
2522,5.37E+02,3.3147478,1.0021731,3.30756,9.41E-04,8.80E-03,ENSG00000204390,HSPA1L
2619,4.21E+03,3.2921338,0.3849572,8.551947,1.21E-17,1.88E-15,ENSG00000215301,DDX3X
1749,6.45E+02,3.288548,0.514947,6.386187,1.70E-10,1.11E-08,ENSG00000165496,RPL10L
140,2.84E+03,3.2803049,0.2501737,13.112112,2.81E-39,1.40E-36,ENSG00000064601,CTSA
2505,1.45E+02,3.2729679,0.4968099,6.587969,4.46E-11,3.32E-09,ENSG00000204301,NOTCH4
