clone_id,A,D,E,F,G,H,C,I,K,M,N,P,R,S,T
Axillary_X4_X0011_2361,0.0310077519379845,0.00775193798449612,0.37984496124031,0.162790697674419,0.0232558139534884,0.325581395348837,0.00775193798449612,0.00775193798449612,0.00775193798449612,0.00775193798449612,0.00775193798449612,0.00775193798449612,0.00775193798449612,0.00775193798449612,0.00775193798449612
Primary_X4_X0011_2361,0.0309597523219814,0.229102167182663,0.00309597523219814,0.021671826625387,0.0835913312693498,0.00619195046439629,0.170278637770898,0.0247678018575851,0.00928792569659443,0.0185758513931889,0.0185758513931889,0.0123839009287926,0.321981424148607,0.0371517027863777,0.0123839009287926
