clone_id,A,B,C
Primary_X7_X08472112251,0.0466666666666667,0.946666666666667,0.00666666666666667
SupraSpinal_X7_X08472112251,0.00392156862745098,0.994771241830065,0.00130718954248366
VentralSpinal_X7_X08472112251,0.0129032258064516,0.983870967741936,0.0032258064516129
