clone_id,A,B,C,D,G,H,I,L,M,N,P,S
Axillary_X4_X0011_2363,0.0347826086956522,0.878260869565217,0.00869565217391304,0.00869565217391304,0.00869565217391304,0.00869565217391304,0.00869565217391304,0.00869565217391304,0.00869565217391304,0.00869565217391304,0.00869565217391304,0.00869565217391304
Primary_X4_X0011_2363,0.253676470588235,0.0183823529411765,0.0735294117647059,0.00367647058823529,0.00367647058823529,0.400735294117647,0.0661764705882353,0.00367647058823529,0.0514705882352941,0.0992647058823529,0.00367647058823529,0.0220588235294118
