clone_id,A,B,kflux,m_param
Axillary_X4_X08472164,0.996820349761526,0.00317965023847377,82.3124023437501,2
Primary_X4_X08472164,0.988095238095238,0.0119047619047619,NaN,2
VentralSpinal_X4_X08472164,0.99859747545582,0.00140252454417952,42.2673828125001,2
