clone_id,A,B,C,kflux,m_param
Primary_X7_X08472112252,0.0106221547799697,0.983308042488619,0.00606980273141123,NaN,1
SupraSpinal_X7_X08472112252,0.021505376344086,0.0967741935483871,0.881720430107527,0.86474609375,1
