baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ensembl_gene_id,symbol,chr,copy_number_state_cloneA,copy_number_state_cloneB,copy_number_state_cloneC,gene_type,description
6.75450377599068,-5.09605327611262,1.57158017553521,-3.24263016004076,0.00118431837703692,0.0127172003892305,ENSG00000151838,CCDC175,14,1,1,1,trans_gene,C Metastasis vs. B Primary
2099.7212652034,-1.10578194089611,0.395743406556857,-2.79418917049535,0.00520300325027088,0.0361271863440551,ENSG00000151881,TMEM267,5,3,3,4,cis_gene,C Metastasis vs. B Primary
1043.218492088,-1.26866312045501,0.358858663992857,-3.53527237252453,0.000407355038300798,0.00573797240120429,ENSG00000151967,SCHIP1,3,2,2,2,trans_gene,C Metastasis vs. B Primary
77.0736734638057,9.36525655783898,1.98046774634634,4.72881044143053,2.25839110037447e-06,8.06508008521695e-05,ENSG00000152049,KCNE4,2,2,2,2,trans_gene,C Metastasis vs. B Primary
756.995496261444,-1.35467580732887,0.377692141600737,-3.58671960075069,0.000334864069173454,0.00495382951019097,ENSG00000152078,TMEM56,1,2,2,2,trans_gene,C Metastasis vs. B Primary
817.291300357359,6.83862684521141,1.13057197762046,6.0488204029299,1.45910203465778e-09,1.46874405395113e-07,ENSG00000152242,C18orf25,18,2,2,2,trans_gene,C Metastasis vs. B Primary
1167.27434670341,2.07214623278812,0.416815628882522,4.97137364628943,6.64801849681548e-07,2.96456845558769e-05,ENSG00000152457,DCLRE1C,10,3,3,4,cis_gene,C Metastasis vs. B Primary
1408.17285513505,1.53541700979531,0.391182365703158,3.92506703883589,8.67055877780879e-05,0.0016778945018171,ENSG00000152520,PAN3,13,2,2,2,trans_gene,C Metastasis vs. B Primary
421.791071552917,1.20061736043311,0.296862049197347,4.04436122326626,5.24659746109604e-05,0.00111355958197098,ENSG00000152782,PANK1,10,2,2,2,trans_gene,C Metastasis vs. B Primary
135.899765785607,-5.10412806590634,1.90830532594958,-2.67469151634134,0.00747980404846186,0.0464465609978983,ENSG00000152942,RAD17,5,1,1,1,trans_gene,C Metastasis vs. B Primary
491.895865713902,-1.2915805898569,0.358557396912526,-3.60215854136178,0.000315585788296023,0.0047224170715239,ENSG00000153006,SREK1IP1,5,1,1,1,trans_gene,C Metastasis vs. B Primary
1596.97348943015,-1.32973946821345,0.492296242349826,-2.70109611616441,0.00691113627233238,0.0440108726066065,ENSG00000153130,SCOC,4,2,2,2,trans_gene,C Metastasis vs. B Primary
6162.46831126053,1.48785372806664,0.298390852877166,4.98625783505209,6.15599804871357e-07,2.78118620505267e-05,ENSG00000153404,PLEKHG4B,5,3,3,4,cis_gene,C Metastasis vs. B Primary
4.75961408687895,-4.69962019937986,1.49656165996468,-3.14027836279781,0.0016878737109364,0.0164422015768808,ENSG00000153684,GOLGA8F,15,2,2,2,trans_gene,C Metastasis vs. B Primary
14.4047634165857,-3.54345288750983,0.997955537295045,-3.55071218615045,0.000384190305084664,0.00550792683148334,ENSG00000153789,FAM92B,16,2,2,2,trans_gene,C Metastasis vs. B Primary
217.04889337636,1.19575684120606,0.450151061105945,2.65634571263319,0.00789925880253277,0.0481821196909981,ENSG00000153902,LGI4,19,2,2,2,trans_gene,C Metastasis vs. B Primary
366.838763393944,4.84645151740095,0.692096396886132,7.00256718458009,2.51314301141897e-12,5.55813592325379e-10,ENSG00000154080,CHST9,18,2,2,2,trans_gene,C Metastasis vs. B Primary
99.6532935822921,2.02277162076825,0.515016599000373,3.9275852947155,8.58029954557414e-05,0.00166508112827472,ENSG00000154099,DNAAF1,16,2,2,2,trans_gene,C Metastasis vs. B Primary
3398.90851380863,1.00072589125409,0.213236242993761,4.69303846852794,2.69176849644165e-06,9.23171048428801e-05,ENSG00000154122,ANKH,5,3,3,4,cis_gene,C Metastasis vs. B Primary
1984.08426042045,1.19855611518137,0.251822047062014,4.75953606590377,1.94038451946744e-06,7.182761017977e-05,ENSG00000154124,OTULIN,5,3,3,4,cis_gene,C Metastasis vs. B Primary
2951.31272304749,1.57500116847554,0.409113766705939,3.84978775257791,0.000118220223659208,0.00214881173162191,ENSG00000154237,LRRK1,15,2,2,2,trans_gene,C Metastasis vs. B Primary
81.359263974863,-1.41265913930834,0.414626320692133,-3.40706575730695,0.000656653048271628,0.00822907135447045,ENSG00000154263,ABCA10,17,2,2,2,trans_gene,C Metastasis vs. B Primary
5777.07513752333,1.73993437583606,0.488439653722393,3.56222997575247,0.000367718044342308,0.00532788779230988,ENSG00000154358,OBSCN,1,5,5,5,trans_gene,C Metastasis vs. B Primary
530.742936243447,-1.34757582304032,0.464226886844262,-2.90283880841309,0.00369796918103729,0.0285953025665745,ENSG00000154359,LONRF1,8,2,2,2,trans_gene,C Metastasis vs. B Primary
7.05855087409757,5.90880512677288,1.80578758416643,3.27214849552776,0.00106733500574611,0.0117920651180409,ENSG00000154438,ASZ1,7,2,3,3,trans_gene,C Metastasis vs. B Primary
24.5526488331839,7.70970746717959,1.74935113891084,4.40718120890225,1.04724571069836e-05,0.000291215515642179,ENSG00000154451,GBP5,1,2,2,2,trans_gene,C Metastasis vs. B Primary
344.086990767887,1.94206253391001,0.434312331447035,4.47158045786883,7.76436371937665e-06,0.000224588591203122,ENSG00000154493,C10orf90,10,2,2,2,trans_gene,C Metastasis vs. B Primary
146.062701359393,2.29885926110613,0.578532508222284,3.97360429782946,7.07931374483703e-05,0.00142355405946121,ENSG00000154529,CNTNAP3B,9,1,1,1,trans_gene,C Metastasis vs. B Primary
71.1761718387333,-2.08923729993104,0.552367410186685,-3.78233266735439,0.000155365533149733,0.00269859427054123,ENSG00000154589,LY96,8,2,2,2,trans_gene,C Metastasis vs. B Primary
11.4300213359387,-2.77425272089479,0.920076868912406,-3.01524015506895,0.00256775852698195,0.0221104689969686,ENSG00000154646,TMPRSS15,21,2,2,2,trans_gene,C Metastasis vs. B Primary
22.712798517658,7.59474484299368,1.7455018822169,4.35103789939651,1.35494627354241e-05,0.000362776422648487,ENSG00000154822,PLCL2,3,2,2,2,trans_gene,C Metastasis vs. B Primary
129.771264674725,-2.06750980076894,0.347017122697904,-5.95794750614888,2.55425529078155e-09,2.42908266962557e-07,ENSG00000154856,APCDD1,18,2,2,2,trans_gene,C Metastasis vs. B Primary
3997.95953510542,1.68379759122504,0.311821825411132,5.39987086858007,6.66888824536105e-08,4.34816565785605e-06,ENSG00000154978,VOPP1,7,2,3,3,trans_gene,C Metastasis vs. B Primary
186.665632330632,-1.47961633540712,0.537686768067294,-2.75181838810276,0.00592653778639062,0.0395094867998225,ENSG00000154997,SEPT14,7,2,3,3,trans_gene,C Metastasis vs. B Primary
698.331700522189,2.6245457117558,0.511358337795566,5.13249812855317,2.85921572085662e-07,1.45178997649277e-05,ENSG00000155008,APOOL,X,2,2,2,trans_gene,C Metastasis vs. B Primary
1656.81067028306,1.8262521343565,0.421443663644665,4.33332445566504,1.46874401960807e-05,0.000385976958923875,ENSG00000155034,FBXL18,7,2,3,3,trans_gene,C Metastasis vs. B Primary
9.41257262685737,6.31846489692438,1.85166879644687,3.41230835074218,0.000644152037556729,0.00809537450026519,ENSG00000155269,GPR78,4,2,2,2,trans_gene,C Metastasis vs. B Primary
894.935397046051,-1.04363882047598,0.300757252224915,-3.47003709056206,0.000520386498219193,0.00693835228028425,ENSG00000155304,HSPA13,21,2,2,2,trans_gene,C Metastasis vs. B Primary
504.494815001436,-1.30173161854918,0.345251987120011,-3.77038124938204,0.000162998349086662,0.0027972986867684,ENSG00000155380,SLC16A1,1,2,2,2,trans_gene,C Metastasis vs. B Primary
21.9626952823552,7.54464986977485,1.75081396672442,4.30922417410802,1.63828241928651e-05,0.000420264609287313,ENSG00000155511,GRIA1,5,2,2,2,trans_gene,C Metastasis vs. B Primary
3838.54978843877,-2.79078695832017,0.316923105931238,-8.80588037315802,1.29829458261604e-18,3.72459077509497e-15,ENSG00000155660,PDIA4,7,2,3,3,trans_gene,C Metastasis vs. B Primary
715.825789620215,1.02989976114401,0.377142625063577,2.73079650164282,0.00631814711525784,0.041498292394866,ENSG00000155897,ADCY8,8,7,7,7,trans_gene,C Metastasis vs. B Primary
246.718497077635,1.32470232014357,0.458371676551371,2.8900178346755,0.00385219971045095,0.0294048397410165,ENSG00000155974,GRIP1,12,2,2,2,trans_gene,C Metastasis vs. B Primary
269.764395721996,2.00297898078606,0.516620358669098,3.87708100769795,0.000105717167355744,0.0019651441430038,ENSG00000156042,CFAP70,10,2,2,2,trans_gene,C Metastasis vs. B Primary
283.889100438538,1.26713724560151,0.42090271984966,3.01052282592547,0.00260798344915081,0.0223784741327183,ENSG00000156113,KCNMA1,10,2,2,2,trans_gene,C Metastasis vs. B Primary
940.865898840893,-1.27871585435828,0.410262373323279,-3.11682459202924,0.00182810308081141,0.0174333176343528,ENSG00000156136,DCK,4,2,2,2,trans_gene,C Metastasis vs. B Primary
2200.29636587082,-1.28508128273593,0.419127119840664,-3.06608955112347,0.00216878348265905,0.0195861857749267,ENSG00000156171,DRAM2,1,2,2,2,trans_gene,C Metastasis vs. B Primary
559.37455788413,3.23285596401758,0.434404951618572,7.44203295098758,9.91474823297018e-14,3.63111832625778e-11,ENSG00000156218,ADAMTSL3,15,2,2,2,trans_gene,C Metastasis vs. B Primary
1027.7589832719,-1.41614671009162,0.318546129040453,-4.44565662862531,8.76238113132924e-06,0.000247736671608231,ENSG00000156284,CLDN8,21,2,2,2,trans_gene,C Metastasis vs. B Primary
714.219341111086,-3.24556154958788,1.01643766261003,-3.19307486231262,0.00140766447521058,0.0143805199617434,ENSG00000156298,TSPAN7,X,2,2,2,trans_gene,C Metastasis vs. B Primary
895.829614294661,1.26360700972633,0.290818527252367,4.34500174959553,1.39274553090984e-05,0.000368915182606113,ENSG00000156299,TIAM1,21,2,2,2,trans_gene,C Metastasis vs. B Primary
578.586102795173,-1.09639121862837,0.343435227777823,-3.19242503374654,0.00141083561563146,0.0143952065511941,ENSG00000156374,PCGF6,10,2,2,2,trans_gene,C Metastasis vs. B Primary
259.771720442584,-1.12732788720844,0.288961304859195,-3.90131089613457,9.56731839176972e-05,0.0018176848948955,ENSG00000156384,SFR1,10,2,2,2,trans_gene,C Metastasis vs. B Primary
127.035530994971,-3.46441952009634,0.550586972079876,-6.29222937660381,3.12938595439219e-10,3.61517586798341e-08,ENSG00000156413,FUT6,19,2,2,2,trans_gene,C Metastasis vs. B Primary
528.600433253294,1.12663786305663,0.312017725597326,3.61081365137124,0.000305237922244751,0.0046047855877291,ENSG00000156463,SH3RF2,5,2,2,2,trans_gene,C Metastasis vs. B Primary
688.446582458516,-1.09992610366562,0.385238151955339,-2.85518476839007,0.00430117977929222,0.0318298398714346,ENSG00000156650,KAT6B,10,2,2,2,trans_gene,C Metastasis vs. B Primary
1015.73028041034,-1.60012318585911,0.550664217821926,-2.90580563267425,0.00366308913282781,0.0284149406234183,ENSG00000156689,GLYATL2,11,2,2,2,trans_gene,C Metastasis vs. B Primary
6381.51106731408,1.08258315090977,0.230471456084133,4.69725478939387,2.6368144797889e-06,9.07749752812127e-05,ENSG00000156711,MAPK13,6,3,3,3,trans_gene,C Metastasis vs. B Primary
24.3454070295216,3.31807029720319,1.16288813697777,2.85330135521593,0.00432675691724206,0.031963630897275,ENSG00000156869,FRRS1,1,2,2,2,trans_gene,C Metastasis vs. B Primary
21.2063730772976,-4.15496545946384,1.02605006019656,-4.04947635660961,5.13323633845177e-05,0.0010921927947314,ENSG00000156920,ADGRG4,X,2,2,2,trans_gene,C Metastasis vs. B Primary
63.9228806643424,1.35731551573044,0.497270612118535,2.72953092873885,0.00634244993322482,0.0415895583621329,ENSG00000157017,GHRL,3,2,2,2,trans_gene,C Metastasis vs. B Primary
994.188315163937,-2.39563008929863,0.423601399423386,-5.65538757086167,1.55494988713034e-08,1.22216221037327e-06,ENSG00000157045,NTAN1,16,3,3,3,trans_gene,C Metastasis vs. B Primary
8.51041951225444,6.17674505163251,1.82186005755676,3.39035099101736,0.000698031902354518,0.00866274198646598,ENSG00000157103,SLC6A1,3,2,2,2,trans_gene,C Metastasis vs. B Primary
1741.42235488925,1.14724939957922,0.351390404405458,3.26488539583297,0.00109508374455799,0.012021477356554,ENSG00000157193,LRP8,1,2,2,2,trans_gene,C Metastasis vs. B Primary
11.5707377303913,5.14343765863726,1.75233854304438,2.93518491563932,0.00333348968380586,0.0265891371303754,ENSG00000157330,C1orf158,1,1,1,1,trans_gene,C Metastasis vs. B Primary
627.988875332969,-2.94369273450734,0.601752159451519,-4.89186900000564,9.98829193331298e-07,4.22428670879893e-05,ENSG00000157540,DYRK1A,21,2,2,2,trans_gene,C Metastasis vs. B Primary
58.0406638674921,2.32300412955216,0.713938954866891,3.25378537438858,0.00113878281336429,0.0123493773269035,ENSG00000157613,CREB3L1,11,2,2,2,trans_gene,C Metastasis vs. B Primary
663.97819085426,1.40985218148715,0.293230151170474,4.80800550645801,1.52443567829326e-06,5.96366166601408e-05,ENSG00000157927,RADIL,7,2,3,3,trans_gene,C Metastasis vs. B Primary
58.6970255551618,1.65823754071536,0.438354554667056,3.78286828107637,0.000155031465290076,0.00269823722147429,ENSG00000158113,LRRC43,12,2,2,2,trans_gene,C Metastasis vs. B Primary
337.257007639833,-2.2784073723401,0.31278047104412,-7.28436581968928,3.23186956208753e-13,1.03018834763357e-10,ENSG00000158156,XKR8,1,1,1,1,trans_gene,C Metastasis vs. B Primary
4780.80499238767,12.7859964863961,2.00987034028827,6.36160265172239,1.99659402898826e-10,2.43740234191312e-08,ENSG00000158195,WASF2,1,1,1,1,trans_gene,C Metastasis vs. B Primary
374.269502445622,11.6456666214876,2.14238776865737,5.43583509571001,5.45403794644678e-08,3.7225063583602e-06,ENSG00000158406,HIST1H4H,6,3,3,3,trans_gene,C Metastasis vs. B Primary
151.834794386462,1.93820562104641,0.483450089931611,4.00911213258971,6.09474720544631e-05,0.00124743024550948,ENSG00000158445,KCNB1,20,2,2,2,trans_gene,C Metastasis vs. B Primary
1194.84345791123,1.19246435613889,0.27055620281098,4.40745524866782,1.04592201826192e-05,0.000291215515642179,ENSG00000158467,AHCYL2,7,2,3,3,trans_gene,C Metastasis vs. B Primary
16.1017949527318,7.09565642837715,1.76178786894561,4.02753166453789,5.63654783044471e-05,0.0011717620507904,ENSG00000158486,DNAH3,16,3,3,3,trans_gene,C Metastasis vs. B Primary
1848.35243606627,1.40325157956856,0.341845316189271,4.10493142106302,4.04434840868978e-05,0.000895950697024159,ENSG00000158526,TSR2,X,2,2,2,trans_gene,C Metastasis vs. B Primary
23.5559457272553,-3.97440037104143,1.05354009290413,-3.77242441726713,0.000161668948639436,0.0027828076129306,ENSG00000158578,ALAS2,X,2,2,2,trans_gene,C Metastasis vs. B Primary
4.10432945460979,-4.86724614626963,1.71730217262719,-2.83423978834403,0.00459348501642466,0.0333478100327784,ENSG00000158714,SLAMF8,1,5,5,5,trans_gene,C Metastasis vs. B Primary
259.264704717683,11.1158851465642,2.10193363182639,5.2884091953491,1.23384714183279e-07,7.19939350927725e-06,ENSG00000158966,CACHD1,1,2,2,2,trans_gene,C Metastasis vs. B Primary
1041.24736226797,-1.76342514114672,0.532467820158394,-3.31179664645679,0.000926989017666255,0.0106730849238055,ENSG00000159128,IFNGR2,21,2,2,2,trans_gene,C Metastasis vs. B Primary
45.2734909485965,1.81535763858557,0.545095864704829,3.33034564400628,0.000867382395709878,0.0101843473242525,ENSG00000159217,IGF2BP1,17,2,2,2,trans_gene,C Metastasis vs. B Primary
811.722997011204,-2.32132657966189,0.29260887135183,-7.93320642992655,2.13559012565538e-15,1.59825707969157e-12,ENSG00000159314,ARHGAP27,17,2,2,2,trans_gene,C Metastasis vs. B Primary
430.110495041973,1.03283592382699,0.20694670037005,4.99083059541481,6.01202077644663e-07,2.72328720065726e-05,ENSG00000159423,ALDH4A1,1,1,1,1,trans_gene,C Metastasis vs. B Primary
68.5533815945877,1.56396721703263,0.528944619643261,2.95676930807507,0.00310880615187888,0.0251820613140193,ENSG00000159433,STARD9,15,1,1,1,trans_gene,C Metastasis vs. B Primary
193.528479217228,-2.41257159094981,0.523162893110241,-4.61151129547224,3.99751930883397e-06,0.000128375559445819,ENSG00000159713,TPPP3,16,2,2,2,trans_gene,C Metastasis vs. B Primary
1121.8305458987,1.14149335901894,0.278105511189124,4.1045333986304,4.05131741903424e-05,0.000896340960589155,ENSG00000159788,RGS12,4,2,2,2,trans_gene,C Metastasis vs. B Primary
411.237733730324,-3.38413096851822,0.42320079172646,-7.99651379363579,1.27991438760447e-15,1.22395368632421e-12,ENSG00000159842,ABR,17,2,2,2,trans_gene,C Metastasis vs. B Primary
104.701331702301,1.99383336904998,0.536878505440013,3.7137515263642,0.000204209302931086,0.00334896850504775,ENSG00000159958,TNFRSF13C,22,2,2,2,trans_gene,C Metastasis vs. B Primary
9.02888467966879,6.26432729855209,1.77464314919098,3.52990814035366,0.00041570397322756,0.00584123468666612,ENSG00000159961,OR3A3,17,2,2,2,trans_gene,C Metastasis vs. B Primary
10.8932811764005,3.44570641768874,1.06588695320971,3.23271281941549,0.00122620762789986,0.0130524572144067,ENSG00000160013,PTGIR,19,2,2,2,trans_gene,C Metastasis vs. B Primary
1704.28827177248,1.32659319948294,0.45261342026806,2.9309630251292,0.00337912998530115,0.0268288581351424,ENSG00000160072,ATAD3B,1,1,1,1,trans_gene,C Metastasis vs. B Primary
1000.13909106978,1.03899453796656,0.26316640833006,3.94805151827535,7.87898516155868e-05,0.00155528637139804,ENSG00000160087,UBE2J2,1,1,1,1,trans_gene,C Metastasis vs. B Primary
7218.43544794249,1.52366110082703,0.438047850910517,3.47829831298106,0.000504608012259087,0.00677224330789371,ENSG00000160200,CBS,21,2,2,2,trans_gene,C Metastasis vs. B Primary
3143.59060210721,-1.97911097544387,0.32098557382137,-6.16573184857603,7.01578899605096e-10,7.59514314396385e-08,ENSG00000160201,U2AF1,21,2,2,2,trans_gene,C Metastasis vs. B Primary
669.204652864452,2.650561498932,0.501386768094188,5.28646080750595,1.24705519059674e-07,7.25187871477759e-06,ENSG00000160233,LRRC3,21,3,3,3,trans_gene,C Metastasis vs. B Primary
820.606013199587,-1.44001571478037,0.495852983329077,-2.90411828343219,0.00368288991858611,0.0285043094283375,ENSG00000160284,SPATC1L,21,3,3,3,trans_gene,C Metastasis vs. B Primary
6935.66434205359,1.00161160404446,0.270981448934387,3.69623680138703,0.000218818885747204,0.00354330148670425,ENSG00000160294,MCM3AP,21,3,3,3,trans_gene,C Metastasis vs. B Primary
11322.6832163027,-1.36460218589991,0.313231791158771,-4.35652518172467,1.32143496674409e-05,0.000354896121947173,ENSG00000160307,S100B,21,3,3,3,trans_gene,C Metastasis vs. B Primary
65.2705082768501,-1.71034707188658,0.6178644824006,-2.76815890960641,0.00563739608575297,0.0381432778396486,ENSG00000160326,SLC2A6,9,3,3,3,trans_gene,C Metastasis vs. B Primary
7.28161619067088,5.95619710231834,2.00289824407251,2.97378916774501,0.00294147105326011,0.024214032156751,ENSG00000160856,FCRL3,1,5,5,5,trans_gene,C Metastasis vs. B Primary
5957.00479414364,-3.89492094857584,0.491968173892289,-7.91701812286051,2.43274299851243e-15,1.74478355139144e-12,ENSG00000160948,VPS28,8,7,7,7,trans_gene,C Metastasis vs. B Primary
7325.82423156062,3.12701700602678,0.531379517108616,5.88471498307227,3.98740532173725e-09,3.63149247635256e-07,ENSG00000160957,RECQL4,8,7,7,7,trans_gene,C Metastasis vs. B Primary
439.497434473587,1.20747800512473,0.39754668671765,3.03732377974091,0.00238688920495353,0.0209941358634977,ENSG00000160999,SH2B2,7,2,3,3,trans_gene,C Metastasis vs. B Primary
10669.8824785078,2.36824355309264,0.467084981673137,5.07026268455345,3.97266999236708e-07,1.9371549172412e-05,ENSG00000161011,SQSTM1,5,2,2,2,trans_gene,C Metastasis vs. B Primary
376.142765154782,-5.03917362260737,1.58902414861856,-3.17123791163793,0.0015179077072589,0.0151465190522014,ENSG00000161021,MAML1,5,2,2,2,trans_gene,C Metastasis vs. B Primary
1490.78525658667,-1.08764485426973,0.340895193147742,-3.19055497446792,0.00141999822654046,0.0144544231067067,ENSG00000161179,YDJC,22,2,2,2,trans_gene,C Metastasis vs. B Primary
