clone_id,A,B
Axillary_X4_X08472164,0.996820349761526,0.00317965023847377
Primary_X4_X08472164,0.988095238095238,0.0119047619047619
VentralSpinal_X4_X08472164,0.99859747545582,0.00140252454417952
