,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,g_ID,Gene.name
259,5.45E+02,4.6568617,1.7751326,2.623388,8.71E-03,3.44E-02,ENSG00000068976,PYGM
268,1.30E+03,4.641742,0.4427438,10.484035,1.02E-25,1.99E-23,ENSG00000070047,PHRF1
1207,5.40E+01,4.6380117,1.0883508,4.261504,2.03E-05,2.20E-04,ENSG00000118971,CCND2
3542,1.43E+01,4.6378165,1.8630212,2.489406,1.28E-02,4.66E-02,ENSG00000184160,ADRA2C
1915,2.17E+01,4.6326722,1.6799741,2.757586,5.82E-03,2.50E-02,ENSG00000139970,RTN1
3917,5.40E+03,4.6062181,0.7953338,5.791554,6.97E-09,1.93E-07,ENSG00000198563,DDX39B
3999,2.29E+03,4.5953221,0.2714103,16.931275,2.65E-64,2.21E-61,ENSG00000204371,EHMT2
1692,1.15E+02,4.592302,0.8811194,5.211895,1.87E-07,3.79E-06,ENSG00000134363,FST
2915,3.20E+03,4.5918172,1.2633455,3.634649,2.78E-04,2.04E-03,ENSG00000168542,COL3A1
1987,6.80E+02,4.5841947,0.4704305,9.74468,1.94E-22,2.98E-20,ENSG00000142178,SIK1
2536,8.31E+03,4.5828264,0.2275207,20.142458,3.13E-90,4.36E-87,ENSG00000160948,VPS28
3580,2.88E+01,4.5814452,1.5988011,2.865551,4.16E-03,1.92E-02,ENSG00000184937,WT1
97,3.15E+01,4.578354,1.1428481,4.006091,6.17E-05,5.64E-04,ENSG00000019991,HGF
2398,1.30E+02,4.5750788,0.9005892,5.080095,3.77E-07,7.10E-06,ENSG00000156500,FAM122C
4361,8.61E+02,4.5702907,0.8196609,5.575831,2.46E-08,6.05E-07,ENSG00000263563,UBBP4
3606,2.62E+02,4.5701631,0.8400298,5.440477,5.31E-08,1.22E-06,ENSG00000185507,IRF7
1978,1.03E+03,4.5690598,0.9292765,4.916793,8.80E-07,1.48E-05,ENSG00000141753,IGFBP4
3961,1.21E+02,4.547494,0.8775756,5.181883,2.20E-07,4.39E-06,ENSG00000203883,SOX18
2811,1.60E+01,4.5342935,1.8227329,2.487635,1.29E-02,4.68E-02,ENSG00000166816,LDHD
2741,5.08E+01,4.5141876,1.2368458,3.649758,2.62E-04,1.94E-03,ENSG00000165457,FOLR2
1880,2.99E+01,4.512702,1.3566877,3.326264,8.80E-04,5.41E-03,ENSG00000138685,FGF2
2223,1.34E+01,4.5052196,1.7618776,2.557056,1.06E-02,4.01E-02,ENSG00000148541,FAM13C
2587,3.23E+01,4.4910695,1.2689303,3.539256,4.01E-04,2.78E-03,ENSG00000162692,VCAM1
135,7.90E+01,4.4698235,1.0070545,4.438512,9.06E-06,1.11E-04,ENSG00000038427,VCAN
4005,5.37E+02,4.4641786,0.9518817,4.689846,2.73E-06,3.87E-05,ENSG00000204390,HSPA1L
1208,2.60E+02,4.4438254,0.5368664,8.27734,1.26E-16,1.08E-14,ENSG00000118972,FGF23
1866,1.03E+02,4.4283598,0.9220972,4.802487,1.57E-06,2.41E-05,ENSG00000138411,HECW2
2343,5.55E+01,4.4271926,1.4817219,2.98787,2.81E-03,1.40E-02,ENSG00000153956,CACNA2D1
4045,1.07E+03,4.4221393,0.9089419,4.865151,1.14E-06,1.84E-05,ENSG00000204655,MOG
862,3.73E+03,4.4036716,1.294006,3.403131,6.66E-04,4.30E-03,ENSG00000107796,ACTA2
1784,7.24E+01,4.4011761,0.8119344,5.420606,5.94E-08,1.35E-06,ENSG00000136404,TM6SF1
2969,3.47E+01,4.3933219,1.4938796,2.940881,3.27E-03,1.59E-02,ENSG00000169851,PCDH7
2730,6.93E+01,4.3806956,1.0949434,4.000842,6.31E-05,5.76E-04,ENSG00000165194,PCDH19
2123,1.28E+02,4.3562739,0.9284539,4.691966,2.71E-06,3.84E-05,ENSG00000145423,SFRP2
2642,1.84E+04,4.353979,0.3316667,13.127575,2.29E-39,9.10E-37,ENSG00000163682,RPL9
203,1.72E+02,4.3526188,0.9918721,4.388286,1.14E-05,1.35E-04,ENSG00000060718,COL11A1
4383,5.48E+02,4.3489533,0.4193779,10.370011,3.39E-25,6.44E-23,ENSG00000273173,SNURF
334,6.53E+02,4.3207754,0.60451,7.147567,8.83E-13,4.67E-11,ENSG00000077152,UBE2T
2705,8.49E+03,4.3144888,1.2252863,3.521209,4.30E-04,2.94E-03,ENSG00000164692,COL1A2
2263,2.44E+04,4.3053891,0.3927014,10.963518,5.72E-28,1.33E-25,ENSG00000149925,ALDOA
912,2.73E+02,4.2932144,0.6731462,6.377833,1.80E-10,6.65E-09,ENSG00000109323,MANBA
3608,3.95E+01,4.2848249,1.5593387,2.747848,6.00E-03,2.56E-02,ENSG00000185532,PRKG1
3273,2.10E+02,4.2787556,0.5052694,8.468266,2.49E-17,2.34E-15,ENSG00000176681,LRRC37A
1447,1.08E+03,4.2717762,0.3337821,12.798097,1.68E-37,6.24E-35,ENSG00000127990,SGCE
2107,4.61E+02,4.2683319,0.6419526,6.648983,2.95E-11,1.28E-09,ENSG00000144810,COL8A1
1482,2.51E+01,4.2640414,1.4213488,2.999996,2.70E-03,1.36E-02,ENSG00000128917,DLL4
485,8.30E+01,4.2451664,1.0529892,4.031538,5.54E-05,5.15E-04,ENSG00000092607,TBX15
3765,1.48E+01,4.2369128,1.6242269,2.608572,9.09E-03,3.56E-02,ENSG00000196132,MYT1
2485,2.51E+02,4.2200131,0.6841227,6.168503,6.89E-10,2.33E-08,ENSG00000159713,TPPP3
521,1.84E+01,4.2125774,1.4587077,2.887883,3.88E-03,1.81E-02,ENSG00000099822,HCN2
266,2.89E+01,4.2086743,1.2708513,3.311697,9.27E-04,5.64E-03,ENSG00000069696,DRD4
1679,2.04E+01,4.2072788,1.4746194,2.853129,4.33E-03,1.97E-02,ENSG00000134121,CHL1
711,7.98E+01,4.2007591,1.0217077,4.111508,3.93E-05,3.85E-04,ENSG00000104435,STMN2
2227,1.33E+02,4.1921611,1.1424047,3.669594,2.43E-04,1.81E-03,ENSG00000148677,ANKRD1
3848,1.67E+01,4.1787539,1.5648861,2.670325,7.58E-03,3.08E-02,ENSG00000197467,COL13A1
1441,2.26E+01,4.1772263,1.6493065,2.532717,1.13E-02,4.24E-02,ENSG00000127831,VIL1
3912,2.98E+01,4.1743972,1.2521197,3.333864,8.56E-04,5.29E-03,ENSG00000198502,HLA-DRB5
4331,2.23E+03,4.165615,0.513274,8.115773,4.83E-16,3.91E-14,ENSG00000257103,LSM14A
2651,4.50E+01,4.15965,0.9732808,4.273844,1.92E-05,2.10E-04,ENSG00000163815,CLEC3B
4179,6.21E+01,4.1584082,0.8359848,4.974263,6.55E-07,1.15E-05,ENSG00000221933,OR2A25
1654,9.55E+02,4.1555903,1.2584037,3.302271,9.59E-04,5.79E-03,ENSG00000133110,POSTN
3013,4.49E+01,4.1525736,1.6764868,2.47695,1.33E-02,4.79E-02,ENSG00000170807,LMOD2
3803,4.44E+03,4.1443022,0.3601287,11.507836,1.20E-30,3.41E-28,ENSG00000196715,VKORC1L1
1588,2.06E+02,4.1227795,0.5892045,6.997196,2.61E-12,1.31E-10,ENSG00000131389,SLC6A6
1473,3.25E+01,4.1211534,1.2502176,3.296349,9.80E-04,5.89E-03,ENSG00000128617,OPN1SW
2407,4.73E+01,4.1177167,1.0378448,3.967565,7.26E-05,6.46E-04,ENSG00000156920,ADGRG4
1952,4.00E+02,4.1117053,1.2303149,3.341994,8.32E-04,5.17E-03,ENSG00000140937,CDH11
1008,3.48E+03,4.1078015,0.6685719,6.144143,8.04E-10,2.70E-08,ENSG00000112473,SLC39A7
1278,1.41E+02,4.1064946,0.9579096,4.286933,1.81E-05,2.00E-04,ENSG00000121898,CPXM2
1859,1.65E+01,4.1058141,1.4843015,2.766159,5.67E-03,2.45E-02,ENSG00000138135,CH25H
2617,6.19E+01,4.1005948,0.7702306,5.323853,1.02E-07,2.17E-06,ENSG00000163331,DAPL1
4180,1.24E+02,4.0899745,0.7249715,5.641566,1.69E-08,4.28E-07,ENSG00000221970,OR2A1
2224,1.99E+01,4.0742697,1.4879589,2.73816,6.18E-03,2.62E-02,ENSG00000148604,RGR
3189,8.74E+01,4.0732835,1.0049526,4.05321,5.05E-05,4.75E-04,ENSG00000174348,PODN
