,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,g_ID,Gene.name
875,2.04E+02,43.4986781,5.0495983,8.614285,7.04E-18,1.80E-15,ENSG00000196091,MYBPC1
548,5.83E+02,42.3822906,5.6261517,7.533087,4.96E-14,8.15E-12,ENSG00000160808,MYL3
530,1.43E+03,38.0351195,5.040518,7.545875,4.49E-14,7.55E-12,ENSG00000159251,ACTC1
113,1.79E+02,34.9313761,5.8948558,5.925739,3.11E-09,2.66E-07,ENSG00000100362,PVALB
629,4.07E+02,32.5461447,5.8052893,5.606292,2.07E-08,1.46E-06,ENSG00000168530,MYL1
335,2.92E+02,32.3379468,5.8443495,5.533199,3.14E-08,2.14E-06,ENSG00000133020,MYH8
283,6.80E+02,30.8063593,5.9410448,5.185344,2.16E-07,1.15E-05,ENSG00000125414,MYH2
1120,1.42E+03,30.6879551,5.8420743,5.252921,1.50E-07,8.48E-06,ENSG00000264424,MYH4
98,2.85E+02,30.0668685,7.4533158,4.034026,5.48E-05,1.53E-03,ENSG00000092054,MYH7
179,1.82E+03,29.7145052,5.8233123,5.102681,3.35E-07,1.69E-05,ENSG00000109061,MYH1
900,2.69E+02,18.5573393,4.8032192,3.863521,1.12E-04,2.79E-03,ENSG00000197616,MYH6
523,7.33E+01,18.421608,5.4801486,3.361516,7.75E-04,1.42E-02,ENSG00000158022,TRIM63
849,1.31E+02,17.3640962,4.4312694,3.918538,8.91E-05,2.30E-03,ENSG00000186439,TRDN
960,9.11E+03,16.9011891,4.3013883,3.92924,8.52E-05,2.22E-03,ENSG00000204388,HSPA1B
984,4.68E+03,15.8609864,4.0115045,3.953875,7.69E-05,2.05E-03,ENSG00000204592,HLA-E
551,6.76E+02,13.3436997,2.57867,5.174644,2.28E-07,1.21E-05,ENSG00000161021,MAML1
973,6.83E+02,13.0370529,2.0687126,6.302013,2.94E-10,2.94E-08,ENSG00000204498,NFKBIL1
969,6.26E+02,13.0179459,2.0707,6.286737,3.24E-10,3.23E-08,ENSG00000204439,C6orf47
956,5.23E+02,12.470317,3.5348601,3.527811,4.19E-04,8.51E-03,ENSG00000204366,ZBTB12
1014,3.79E+02,12.1553727,4.1799598,2.908012,3.64E-03,4.75E-02,ENSG00000213588,ZBTB9
755,4.83E+02,11.9261029,2.84819,4.187257,2.82E-05,8.78E-04,ENSG00000179941,BBS10
649,2.68E+02,11.9002601,2.3063401,5.159803,2.47E-07,1.30E-05,ENSG00000170381,SEMA3E
871,1.73E+02,11.6839156,3.2831367,3.558766,3.73E-04,7.77E-03,ENSG00000188931,CFAP126
961,2.83E+02,11.6377176,3.3090634,3.516922,4.37E-04,8.80E-03,ENSG00000204389,HSPA1A
1073,4.96E+02,11.5770335,2.0876773,5.545413,2.93E-08,2.02E-06,ENSG00000241370,RPP21
599,1.72E+02,11.4437709,2.1181831,5.402635,6.57E-08,4.19E-06,ENSG00000165646,SLC18A2
489,1.99E+02,11.324411,2.111657,5.362808,8.19E-08,5.03E-06,ENSG00000152939,MARVELD2
953,2.74E+02,11.2769715,2.1910433,5.14685,2.65E-07,1.38E-05,ENSG00000204315,FKBPL
804,1.67E+02,11.0605927,2.3675334,4.671779,2.99E-06,1.24E-04,ENSG00000183793,NPIPA5
1103,1.37E+02,11.0512278,2.1862102,5.05497,4.30E-07,2.12E-05,ENSG00000256453,DND1
465,8.91E+01,10.9132578,2.1905696,4.981927,6.30E-07,3.04E-05,ENSG00000148680,HTR7
1040,4.41E+02,10.2816311,1.5080564,6.817803,9.24E-12,1.19E-09,ENSG00000221988,PPT2
818,8.51E+01,10.2809907,2.2028158,4.667204,3.05E-06,1.25E-04,ENSG00000184788,SATL1
508,8.43E+01,10.2320786,2.2208374,4.607306,4.08E-06,1.61E-04,ENSG00000156150,ALX3
121,5.64E+02,10.1997662,1.989685,5.126322,2.95E-07,1.51E-05,ENSG00000100983,GSS
775,1.07E+02,9.988812,2.1655583,4.61258,3.98E-06,1.58E-04,ENSG00000181649,PHLDA2
655,5.39E+01,9.5170551,2.470721,3.851934,1.17E-04,2.90E-03,ENSG00000170909,OSCAR
1066,3.82E+01,9.3589946,2.4656541,3.795745,1.47E-04,3.50E-03,ENSG00000236761,CTAGE9
325,2.35E+01,9.2648645,2.8184855,3.287178,1.01E-03,1.74E-02,ENSG00000130950,NUTM2F
150,4.16E+01,9.1641835,2.2583537,4.057904,4.95E-05,1.41E-03,ENSG00000104970,KIR3DX1
1036,5.27E+01,8.9388886,2.2183271,4.029563,5.59E-05,1.56E-03,ENSG00000221883,ARIH2OS
838,3.20E+01,8.8766039,2.3175584,3.830153,1.28E-04,3.11E-03,ENSG00000185774,KCNIP4
586,7.41E+02,8.8079622,0.8172053,10.778151,4.37E-27,2.27E-24,ENSG00000164597,COG5
387,2.05E+01,8.7433334,2.609335,3.35079,8.06E-04,1.47E-02,ENSG00000138813,C4orf17
857,1.26E+03,8.7094913,2.8011385,3.109268,1.88E-03,2.84E-02,ENSG00000187537,POTEG
1096,4.30E+01,8.5964849,2.7306784,3.148113,1.64E-03,2.55E-02,ENSG00000254852,NPIPA2
1064,6.45E+03,8.5914088,0.4687761,18.327317,5.01E-75,1.12E-71,ENSG00000234769,WASH4P
1112,1.58E+02,8.5163941,1.586127,5.369302,7.90E-08,4.88E-06,ENSG00000258873,DUXA
848,1.82E+01,8.3740964,2.8027364,2.987829,2.81E-03,3.92E-02,ENSG00000186431,FCAR
941,2.71E+01,8.3437288,2.6269844,3.176162,1.49E-03,2.36E-02,ENSG00000204252,HLA-DOA
1118,1.53E+01,8.2154149,2.4881123,3.301867,9.60E-04,1.68E-02,ENSG00000262481,TMEM256-PLSCR3
1130,3.43E+01,8.2154042,2.4778901,3.315484,9.15E-04,1.61E-02,ENSG00000271723,MROH7-TTC4
749,1.73E+01,8.2154009,2.711629,3.029692,2.45E-03,3.52E-02,ENSG00000179242,CDH4
